"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","Referee","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","B365H","B365D","B365A","BWH","BWD","BWA","GBH","GBD","GBA","IWH","IWD","IWA","LBH","LBD","LBA","SBH","SBD","SBA","WHH","WHD","WHA","GB.2.5","GB.2.5.1","B365.2.5","B365.2.5.1","GBAHH","GBAHA","GBAH","LBAHH","LBAHA","LBAH","B365AHH","B365AHA","B365AH"
"205","E0",2005-01-01,"Liverpool","Chelsea",0,1,"A",0,0,"D","M Riley",14,8,7,7,14,16,3,2,2,2,0,0,"3.1","3.2","2.25","3.1","3.1","2.2","2.95","3.25","2.3","2.9","3","2.2","2.75","3.2","2.25","3.1","3.25","2.2","2.8","3.2","2.2","2.15","1.6","2.15","1.66","1.85","1.95","0.25","1.84","2","0.25","1.875","2.025","0.25"
"206","E0",2005-01-01,"Man City","Southampton",2,1,"H",2,0,"H","C Foy",15,6,8,1,12,9,9,8,0,0,0,0,"1.72","3.4","5","1.75","3.25","4.5","1.73","3.4","4.8","1.7","3.2","4.2","1.67","3.25","4.5","1.73","3.4","4.75","1.7","3.3","4.33","2","1.71","2.05","1.75","1.95","1.85","-0.75","2","1.84","-0.75","2.05","1.85","-0.75"
"207","E0",2005-01-01,"Middlesbrough","Man United",0,2,"A",0,1,"A","A Wiley",6,13,2,7,13,9,10,4,1,0,0,0,"3.5","3.2","2.1","3.6","3.2","1.95","3.4","3.25","2.1","2.9","3","2.2","3.2","3.2","2","3.4","3.25","2.1","3","3.2","2.1","2","1.71","2.05","1.75","1.9","1.8","0.25","1.78","2.06","0.5","1.8","2.1","0.5"
"208","E0",2005-01-01,"Newcastle","Birmingham",2,1,"H",2,0,"H","R Styles",8,10,4,8,8,14,6,5,1,2,0,0,"1.9","3.1","4.33","1.8","3.2","4.3","1.87","3.4","4","1.9","3.1","3.5","1.83","3.2","3.75","1.85","3.4","4","1.9","3.2","3.5","1.95","1.75","1.95","1.85","1.87","1.84","-0.5","1.94","1.9","-0.5","2.025","1.875","-0.5"
"209","E0",2005-01-01,"Portsmouth","Norwich",1,1,"D",0,1,"A","P Dowd",14,6,6,5,13,6,7,5,3,0,0,1,"1.66","3.4","5.5","1.6","3.4","5.5","1.68","3.3","5.5","1.65","3.3","4.4","1.62","3.25","5","1.7","3.4","5","1.7","3.3","4.33","1.95","1.75","2","1.8","1.8","2","-0.75","1.82","2.02","-0.75","1.85","2.05","-0.75"
"210","E0",2005-01-01,"Tottenham","Everton",5,2,"H",2,1,"H","S Dunn",14,6,12,3,8,13,6,4,0,0,0,0,"2.25","3.2","3.1","2.3","3.1","2.9","2.25","3.25","3.05","2.1","3","3.1","2.2","3.2","2.8","2.3","3.2","3","2.25","3.2","2.75","2.05","1.65","2.1","1.7","1.9","1.9","-0.25","1.94","1.9","-0.25","1.95","1.95","-0.25"
"211","E0",2005-01-03,"Blackburn","Charlton",1,0,"H",1,0,"H","A Wiley",16,9,11,6,11,14,6,8,2,3,0,0,"2.3","3.2","2.7","2.25","3","3.1","2.3","3.3","2.9","2.1","3","3.1","2.25","3.2","2.75","2.38","3.2","2.88","2.3","3.2","2.62","2.05","1.65","0","0","2.3","1.54","-0.5","1.9","1.94","-0.25","1.9","2","-0.25"
"212","E0",2005-01-03,"Crystal Palace","Aston Villa",2,0,"H",1,0,"H","A D'Urso",14,12,9,6,8,14,7,7,2,3,0,0,"2.5","3.2","2.5","2.75","3.1","2.4","2.65","3.3","2.5","2.5","3","2.5","2.5","3.25","2.4","2.7","3.2","2.5","2.5","3.25","2.4","2.05","1.65","0","0","1.47","2.5","0.5","2.06","1.78","0","2.05","1.85","0"
"213","E0",2005-01-03,"Norwich","Liverpool",1,2,"A",0,0,"D","H Webb",7,11,4,6,16,19,5,2,2,3,0,0,"4.33","3.4","1.66","5","3.2","1.7","5.5","3.4","1.65","4.2","3.2","1.7","4.33","3.2","1.73","5.5","3.4","1.67","5","3.1","1.66","1.95","1.75","0","0","2.1","1.65","0.5","2","1.84","0.75","2.1","1.8","0.75"
"214","E0",2005-01-03,"West Brom","Newcastle",0,0,"D",0,0,"D","N Barry",8,12,5,7,9,7,1,6,2,0,0,0,"3.6","3.4","1.83","3.75","3.25","1.9","3.95","3.3","1.9","3.5","3.1","1.9","3.4","3.25","1.91","4","3.25","1.91","3.5","3.2","1.9","1.85","1.85","0","0","1.8","1.9","0.5","1.94","1.9","0.5","1.975","1.925","0.5"
"215","E0",2005-01-04,"Arsenal","Man City",1,1,"D",0,1,"A","R Styles",13,5,9,4,10,13,12,5,3,3,0,0,"1.28","4.5","9","1.3","4.5","9","1.3","4.75","10","1.25","4.5","9","1.22","5","10","1.29","5","10","1.25","5","8","1.65","2.05","1.75","2.05","1.3","3.22","-0.5","1.96","1.88","-1.5","2","1.9","-1.5"
"216","E0",2005-01-04,"Birmingham","Bolton",1,2,"A",0,1,"A","U Rennie",14,11,8,6,12,12,6,5,2,2,0,0,"1.8","3.25","4","1.85","3.2","4","1.85","3.3","4.3","1.85","3.1","3.6","1.73","3.2","4.33","1.83","3.4","4.2","1.8","3.3","3.75","2.05","1.65","2.15","1.66","1.85","1.87","-0.5","1.92","1.92","-0.5","1.925","1.975","-0.5"
"217","E0",2005-01-04,"Chelsea","Middlesbrough",2,0,"H",2,0,"H","S Bennett",14,2,10,1,15,9,4,3,2,1,0,0,"1.36","4","7.5","1.45","3.7","7","1.37","4.2","9","1.4","3.9","6","1.3","4.33","8","1.36","4.33","8.5","1.36","3.75","8","1.95","1.75","1.95","1.85","1.93","1.64","-1.5","1.84","2","-1.25","1.85","2.05","-1.25"
"218","E0",2005-01-04,"Everton","Portsmouth",2,1,"H",1,1,"D","P Walton",17,9,7,6,5,9,8,1,0,0,0,0,"1.72","3.25","4.33","1.75","3.2","4.6","1.73","3.4","4.75","1.75","3.2","4","1.67","3.25","4.5","1.73","3.4","4.75","1.72","3.4","4","2","1.71","2.15","1.66","1.73","1.98","-0.5","1.88","1.96","-0.5","1.925","1.975","-0.5"
"219","E0",2005-01-04,"Man United","Tottenham",0,0,"D",0,0,"D","M Clattenburg",23,7,16,5,11,13,8,2,1,2,0,0,"1.4","3.75","7.5","1.4","4","7.25","1.4","4.1","8","1.4","3.9","6","1.36","3.75","8","1.4","4","8.5","1.44","3.6","6.5","1.85","1.85","1.9","1.9","2.02","1.58","-1.5","2.02","1.82","-1.25","2.05","1.85","-1.25"
"220","E0",2005-01-05,"Southampton","Fulham",3,3,"D",2,2,"D","G Poll",8,12,5,7,16,16,2,10,2,2,0,0,"2.37","3.2","2.62","2.3","3.1","2.9","2.3","3.3","2.9","2.2","3","2.9","2.2","3.2","2.8","2.38","3.2","2.88","2.37","3.3","2.5","2","1.71","2.1","1.7","2.3","1.54","-0.5","2.06","1.78","-0.25","2.075","1.825","-0.25"
"221","E0",2005-01-15,"Aston Villa","Norwich",3,0,"H",2,0,"H","M Riley",22,7,10,1,15,12,7,5,0,0,0,0,"1.72","3.4","5","1.6","3.4","5.5","1.7","3.35","5.25","1.65","3.3","4.4","1.67","3.25","4.5","1.67","3.4","5.5","1.66","3.3","4.5","1.95","1.75","2.1","1.7","1.9","1.9","-0.75","1.92","1.92","-0.75","1.95","1.95","-0.75"
"222","E0",2005-01-15,"Bolton","Arsenal",1,0,"H",1,0,"H","M Clattenburg",9,11,3,7,8,8,8,7,2,1,0,0,"6.5","3.5","1.57","6.5","3.55","1.5","6.25","3.5","1.57","4.4","3.3","1.65","5","3.5","1.57","6","3.6","1.57","6","3.4","1.5","1.85","1.85","2.05","1.75","2","1.72","0.75","2.04","1.8","0.75","2.1","1.8","0.75"
"223","E0",2005-01-15,"Charlton","Birmingham",3,1,"H",1,0,"H","C Foy",10,10,6,6,11,10,4,4,0,2,0,0,"2.2","3.1","3.4","2.05","3.2","3.3","2.1","3.2","3.45","2","3.1","3.2","2","3","3.4","2.1","3.2","3.4","1.9","3.2","3.5","2","1.71","2.1","1.7","1.9","1.9","-0.25","1.92","1.92","-0.25","1.95","1.95","-0.25"
"224","E0",2005-01-15,"Liverpool","Man United",0,1,"A",0,1,"A","S Bennett",13,5,5,2,12,25,9,4,2,4,0,1,"2.62","3.2","2.6","2.4","3.1","2.75","2.85","3.3","2.85","2.5","3","2.5","2.38","3","2.75","2.6","3.2","2.6","2.62","2.9","2.5","2.05","1.65","2.2","1.65","1.88","1.92","0","1.86","1.98","0","1.875","2.025","0"
"225","E0",2005-01-15,"Man City","Crystal Palace",3,1,"H",2,1,"H","A Marriner",16,7,9,2,10,11,7,7,2,1,0,0,"1.72","3.4","5","1.7","3.2","5","1.7","3.3","5.3","1.7","3.2","4.2","1.73","3.2","4.33","1.7","3.4","5","1.66","3.3","4.5","1.9","1.79","2","1.8","1.88","1.92","-0.75","1.82","2.02","-0.75","1.9","2","-0.75"
"226","E0",2005-01-15,"Newcastle","Southampton",2,1,"H",2,1,"H","U Rennie",22,9,17,6,12,20,14,4,0,2,0,0,"1.57","3.5","6.5","1.55","3.5","5.75","1.6","3.3","6.5","1.6","3.4","4.6","1.62","3.25","5","1.57","3.6","6","1.57","3.3","5.5","1.79","1.9","1.85","1.95","1.9","1.9","-1","1.92","1.92","-1","1.95","1.95","-1"
"227","E0",2005-01-15,"Portsmouth","Blackburn",0,1,"A",0,0,"D","A D'Urso",11,14,1,6,13,23,5,6,2,6,2,0,"2.2","3.1","3.4","1.95","3.2","3.6","2.1","3.2","3.45","2.1","3","3.1","1.91","3.25","3.4","2.05","3.25","3.5","1.95","3.2","3.3","2.05","1.65","2.2","1.65","1.8","2","-0.25","1.84","2","-0.25","1.875","2.025","-0.25"
"228","E0",2005-01-15,"Tottenham","Chelsea",0,2,"A",0,1,"A","G Poll",12,12,4,5,14,12,4,7,2,4,0,0,"4.5","3.25","1.83","5","3.35","1.65","4.5","3.25","1.83","4.2","3.2","1.7","3.75","3.25","1.8","4.33","3.4","1.8","4.5","3.1","1.72","1.95","1.75","2.05","1.75","1.89","1.83","0.5","2.02","1.82","0.5","2.05","1.85","0.5"
"229","E0",2005-01-16,"Fulham","West Brom",1,0,"H",0,0,"D","P Walton",8,7,4,6,12,12,7,5,3,1,0,0,"1.8","3.1","5","1.7","3.2","5","1.77","3.3","4.7","1.7","3.2","4.2","1.73","3.2","4.33","1.73","3.3","5","1.72","3.1","4.5","1.95","1.75","2.05","1.75","1.77","1.94","-0.5","1.86","1.98","-0.5","1.875","2.025","-0.5"
"230","E0",2005-01-16,"Middlesbrough","Everton",1,1,"D",1,0,"H","D Gallagher",18,13,12,5,12,10,9,6,1,2,0,0,"2.2","3.1","3.4","2.1","3.2","3.2","2.1","3.25","3.4","2.2","3","2.9","2.1","3.2","3","2.1","3.2","3.4","2.1","3","3.2","2.05","1.65","2.2","1.65","1.8","2","-0.25","1.84","2","-0.25","1.875","2.025","-0.25"
"231","E0",2005-01-22,"Birmingham","Fulham",1,2,"A",0,0,"D","P Dowd",8,6,5,3,16,11,5,3,1,3,0,0,"1.9","3.1","4.33","1.95","3.1","3.75","1.95","3.25","3.9","1.9","3.1","3.5","1.8","3.25","3.75","1.91","3.25","4","1.9","3.2","3.5","1.95","1.75","2.1","1.7","1.95","1.77","-0.5","2","1.84","-0.5","2.025","1.875","-0.5"
"232","E0",2005-01-22,"Chelsea","Portsmouth",3,0,"H",3,0,"H","M Riley",14,9,9,5,2,9,2,3,0,0,0,0,"1.2","6","13","1.2","5.5","12","1.22","5.5","13","1.22","4.8","9.5","1.2","5","11","1.22","5.5","12","1.2","5","11","1.71","2","1.8","2","2","1.8","-1.75","2.06","1.78","-1.75","2.075","1.825","-1.75"
"233","E0",2005-01-22,"Crystal Palace","Tottenham",3,0,"H",0,0,"D","C Foy",8,12,7,6,9,14,5,4,1,2,0,0,"3.1","3.2","2.25","3.45","3.2","2","3.1","3.2","2.25","3.1","3","2.1","3","3.2","2.1","3.2","3.2","2.2","3","3.1","2.15","2","1.71","2.3","1.6","1.9","1.9","0.25","1.92","1.92","0.25","1.95","1.95","0.25"
"234","E0",2005-01-22,"Everton","Charlton",0,1,"A",0,1,"A","H Webb",12,4,7,3,13,10,9,5,1,2,0,0,"1.83","3.3","4.33","1.85","3.2","4","1.85","3.3","4.25","1.8","3.1","3.8","1.73","3.2","4.33","1.83","3.25","4.33","1.8","3.25","3.8","2","1.71","2.3","1.6","1.85","1.86","-0.5","1.96","1.88","-0.5","1.975","1.925","-0.5"
"235","E0",2005-01-22,"Man United","Aston Villa",3,1,"H",1,0,"H","M Halsey",18,10,11,6,11,21,4,2,2,5,0,0,"1.33","4.5","9.5","1.3","4.5","9","1.33","4.65","9","1.3","4.2","8","1.33","3.75","9","1.33","4.5","9","1.28","4.33","8.5","1.79","1.9","1.8","2","1.85","1.7","-1.5","2.04","1.8","-1.5","2.025","1.875","-1.5"
"236","E0",2005-01-22,"Norwich","Middlesbrough",4,4,"D",1,1,"D","M Messias",17,22,9,15,11,16,5,8,0,3,0,0,"3.1","3.2","2.25","3.45","3.1","2.05","3.1","3.2","2.25","2.9","3","2.2","3","3.2","2.1","3.1","3.25","2.2","2.8","3.1","2.25","1.95","1.75","2.1","1.7","1.85","1.95","0.25","1.86","1.96","0.25","1.925","1.975","0.25"
"237","E0",2005-01-22,"Southampton","Liverpool",2,0,"H",2,0,"H","A Wiley",11,11,7,2,10,12,6,3,1,2,0,0,"4.5","3.25","1.83","5","3.2","1.7","4.5","3.25","1.83","3.5","3.1","1.9","4","3.2","1.8","4.33","3.25","1.83","4.33","3.2","1.72","2","1.71","2.25","1.61","1.89","1.83","0.5","2.04","1.8","0.5","2.075","1.825","0.5"
"238","E0",2005-01-22,"West Brom","Man City",2,0,"H",1,0,"H","G Poll",13,11,6,5,9,12,3,11,2,0,0,0,"3","3.25","2.3","3","3.1","2.25","3","3.2","2.3","2.7","3","2.3","2.8","3.2","2.2","3","3.2","2.3","2.87","3.1","2.2","1.95","1.75","2.15","1.66","1.85","1.95","0.25","1.88","1.96","0.25","1.9","2","0.25"
"239","E0",2005-01-23,"Arsenal","Newcastle",1,0,"H",1,0,"H","S Dunn",13,4,8,1,17,19,11,1,2,3,0,0,"1.44","4","7.5","1.45","3.6","7.5","1.45","3.85","8","1.4","3.9","6","1.44","3.6","6.5","1.44","4","7.5","1.4","3.5","8","1.65","2.05","1.8","2","1.8","2","-1","1.84","2","-1","1.875","2.025","-1"
"240","E0",2005-01-24,"Blackburn","Bolton",0,1,"A",0,0,"D","S Bennett",9,6,4,3,16,19,7,7,1,4,0,0,"2.3","3.1","3.1","2.15","3.1","3.2","2.3","3.2","3","2.2","2.9","3","2.2","3.2","2.8","2.25","3.2","3.1","2.25","3","2.87","1.95","1.75","2.2","1.65","2.02","1.78","-0.25","2.02","1.82","-0.25","2.075","1.825","-0.25"
"241","E0",2005-02-01,"Arsenal","Man United",2,4,"A",2,1,"H","G Poll",11,10,10,9,20,16,6,7,2,4,0,1,"2.25","3.1","3.2","2","3.2","3.45","2.45","3.25","3.5","2.2","3","2.9","2.1","3.2","3","2.25","3.2","3.1","2.2","3","3","2.05","1.65","2.3","1.6","2","1.8","-0.25","2.04","1.8","-0.25","2.075","1.825","-0.25"
"242","E0",2005-02-01,"Bolton","Tottenham",3,1,"H",0,0,"D","M Dean",15,11,9,5,9,17,4,6,0,2,0,1,"2.37","3.25","2.87","2.4","3.2","2.7","2.4","3.2","2.85","2.2","3","2.9","2.1","3.2","3","2.3","3.2","3","2.25","3.2","2.75","2.05","1.65","2.4","1.55","1.9","1.9","-0.25","1.9","1.94","-0.25","1.9","2","-0.25"
"243","E0",2005-02-01,"Charlton","Liverpool",1,2,"A",1,0,"H","N Barry",4,19,3,7,11,15,3,7,0,0,0,0,"2.87","3.2","2.4","2.9","3.1","2.3","2.75","3.25","2.45","2.4","3","2.6","2.75","3","2.38","2.8","3.25","2.4","2.62","3.2","2.3","2.05","1.65","2.2","1.65","2.05","1.75","0","2.1","1.74","0","2.15","1.75","0"
"244","E0",2005-02-01,"Portsmouth","Middlesbrough",2,1,"H",1,1,"D","P Crossley",14,9,5,2,9,8,9,5,1,2,0,0,"2.6","3.2","2.62","2.5","3.15","2.6","2.55","3.25","2.65","2.4","3","2.6","2.38","3.2","2.6","2.5","3.2","2.7","2.4","3.25","2.5","2.05","1.65","2.1","1.7","1.8","2","0","1.84","2","0","1.875","2.025","0"
"245","E0",2005-02-01,"West Brom","Crystal Palace",2,2,"D",0,0,"D","D Gallagher",12,4,7,4,17,11,8,4,1,0,0,1,"2.2","3.2","3.25","2.2","3.1","3.1","2.3","3.2","3.05","2.2","3","2.9","2.2","3.2","2.8","2.3","3.2","3","2.25","3.1","2.8","2.05","1.65","2.1","1.7","2","1.8","-0.25","1.98","1.86","-0.25","1.95","1.95","-0.25"
"246","E0",2005-02-02,"Birmingham","Southampton",2,1,"H",2,0,"H","P Walton",12,6,4,3,11,18,8,1,0,2,0,0,"1.9","3.1","4.33","1.85","3.3","3.9","2","3.2","3.75","1.8","3.1","3.8","1.8","3.2","4","1.85","3.4","4","1.8","3.3","3.75","2.05","1.65","2.2","1.65","2","1.73","-0.5","2","1.84","-0.5","2.05","1.85","-0.5"
"247","E0",2005-02-02,"Blackburn","Chelsea",0,1,"A",0,1,"A","U Rennie",11,6,2,3,24,15,4,4,2,2,0,0,"7","3.75","1.5","7.25","4","1.4","7","3.7","1.5","4.6","3.4","1.6","7","3.75","1.4","7","3.75","1.5","6.5","3.6","1.44","2.05","1.65","2.2","1.65","1.92","1.88","1","1.98","1.86","1","2","1.9","1"
"248","E0",2005-02-02,"Everton","Norwich",1,0,"H",0,0,"D","A Wiley",18,11,4,6,12,16,3,3,1,0,0,0,"1.57","3.4","7","1.5","3.4","7","1.55","3.5","7","1.55","3.5","4.8","1.5","3.4","6","1.53","3.6","6.5","1.53","3.5","5.5","2","1.71","2.1","1.7","1.75","2.05","-0.75","1.76","2.08","-0.75","1.775","2.125","-0.75"
"249","E0",2005-02-02,"Fulham","Aston Villa",1,1,"D",0,0,"D","C Foy",12,12,3,2,12,17,4,8,1,3,0,0,"2.25","3.2","3.1","2.3","3.1","2.9","2.3","3.2","3.05","2.1","3","3.1","2.2","3.2","2.8","2.25","3.2","3.1","2.2","3.1","2.87","2","1.71","2.1","1.7","2","1.8","-0.25","2.04","1.8","-0.25","2.075","1.825","-0.25"
"250","E0",2005-02-02,"Man City","Newcastle",1,1,"D",0,1,"A","A D'Urso",5,3,1,1,11,18,3,1,2,3,0,0,"2.37","3.25","2.87","2.25","3.2","2.9","2.4","3.2","2.85","2.3","3","2.7","2.25","3.2","2.75","2.3","3.25","3","2.25","3.2","2.75","1.95","1.75","2.05","1.75","1.8","2","0","1.82","2.02","0","1.85","2.05","0"
"251","E0",2005-02-05,"Aston Villa","Arsenal",1,3,"A",0,3,"A","S Bennett",5,15,1,6,13,11,5,2,2,0,0,0,"4.5","3.4","1.8","5","3.4","1.65","4.9","3.45","1.7","4.2","3.2","1.7","4.33","3.2","1.73","4.75","3.4","1.73","5","3.3","1.61","2","1.71","2.1","1.7","1.8","2","0.75","1.78","2.06","0.75","1.75","2.15","0.75"
"252","E0",2005-02-05,"Crystal Palace","Bolton",0,1,"A",0,1,"A","G Poll",17,9,7,6,16,10,6,4,0,1,0,0,"2.5","3.25","2.75","2.4","3.1","2.75","2.55","3.3","2.6","2.4","3","2.6","2.38","3.2","2.6","2.5","3.2","2.7","2.5","3.1","2.5","1.95","1.75","2.3","1.6","1.8","2","0","1.86","1.98","0","1.875","2.025","0"
"253","E0",2005-02-05,"Liverpool","Fulham",3,1,"H",1,1,"D","R Styles",10,6,7,2,12,13,4,3,1,4,0,0,"1.5","3.75","7","1.45","3.75","7","1.51","3.6","7","1.5","3.7","5","1.53","3.25","6","1.53","3.6","6.5","1.5","3.4","6","1.85","1.85","2.15","1.66","1.85","1.95","-1","1.84","2","-1","1.85","2.05","-1"
"254","E0",2005-02-05,"Man United","Birmingham",2,0,"H",0,0,"D","D Gallagher",17,7,11,1,10,16,5,2,1,3,0,0,"1.28","5","10","1.3","4.5","9","1.3","4.5","11","1.27","4.3","8.5","1.25","4.5","10","1.29","4.75","11","1.25","4.5","10","1.71","2","1.8","2","1.77","1.78","-1.5","1.82","2.02","-1.5","1.85","2.05","-1.5"
"255","E0",2005-02-05,"Middlesbrough","Blackburn",1,0,"H",1,0,"H","M Riley",13,6,7,3,14,10,8,10,1,2,1,0,"1.8","3.4","4.5","1.7","3.2","5","1.77","3.25","4.85","1.8","3.1","3.8","1.73","3.2","4.33","1.8","3.3","4.5","1.8","2.9","4.5","2","1.71","2.2","1.65","1.77","1.95","-0.5","2.08","1.76","-0.75","1.875","2.025","-0.5"
"256","E0",2005-02-05,"Newcastle","Charlton",1,1,"D",0,0,"D","M Halsey",21,8,10,2,10,12,7,2,1,1,0,0,"1.8","3.4","4.5","1.85","3.2","4","1.83","3.25","4.35","1.8","3.1","3.8","1.8","3.2","4","1.8","3.4","4.33","1.8","3.3","3.75","1.95","1.75","2.1","1.7","1.83","1.86","-0.5","1.86","1.98","-0.5","1.85","2.05","-0.5"
"257","E0",2005-02-05,"Norwich","West Brom",3,2,"H",1,1,"D","C Foy",13,15,7,8,18,13,3,3,0,3,0,0,"2.3","3.25","3","2.2","3.1","3.1","2.2","3.2","3.2","2.2","3","2.9","2.2","3.2","2.8","2.2","3.25","3.1","2.1","3.1","3.1","1.95","1.75","2.15","1.66","2","1.8","-0.25","1.96","1.88","-0.25","2","1.9","-0.25"
"258","E0",2005-02-05,"Tottenham","Portsmouth",3,1,"H",1,1,"D","S Dunn",18,6,10,3,10,8,9,2,0,0,0,0,"1.72","3.4","5","1.8","3.2","4.3","1.7","3.45","4.9","1.75","3.2","4","1.73","3.2","4.33","1.67","3.6","5","1.66","3.3","4.5","1.95","1.75","2.05","1.75","2","1.8","-0.75","2","1.84","-0.75","2","1.9","-0.75"
"259","E0",2005-02-06,"Chelsea","Man City",0,0,"D",0,0,"D","H Webb",11,5,8,2,9,11,7,1,2,1,0,0,"1.25","5.5","11","1.2","5.5","12","1.27","5","11","1.25","4.5","9","1.2","5","11","1.25","5","12","1.2","5","11","1.75","1.95","1.9","1.9","1.8","2","-1.5","2.08","1.76","-1.75","1.925","1.975","-1.5"
"260","E0",2005-02-06,"Southampton","Everton",2,2,"D",1,1,"D","A D'Urso",21,8,9,4,15,11,8,3,0,2,0,0,"2.63","3.2","2.63","2.55","3.1","2.6","2.6","3.3","2.55","2.5","3","2.5","2.6","3.2","2.38","2.6","3.2","2.6","2.6","3.1","2.4","2.05","1.65","2.3","1.6","1.8","2","0","1.84","2","0","1.9","2","0"
"261","E0",2005-02-12,"Birmingham","Liverpool",2,0,"H",2,0,"H","H Webb",5,6,3,2,16,10,10,4,2,0,0,0,"3.2","3.2","2.2","3","3.1","2.25","3.2","3.2","2.2","3.1","3","2.1","3.2","3.2","2","3.2","3.2","2.2","3","3.1","2.15","2","1.71","2.2","1.65","2","1.8","0.25","2.06","1.78","0.25","2.1","1.8","0.25"
"262","E0",2005-02-12,"Blackburn","Norwich",3,0,"H",2,0,"H","S Dunn",18,9,13,6,15,14,12,3,2,1,0,0,"1.8","3.4","4.5","1.8","3.05","4.55","1.83","3.25","4.5","1.8","3.1","3.8","1.8","3.25","3.75","1.8","3.3","4.5","1.83","3","4","2","1.71","2.15","1.67","1.83","1.89","-0.5","1.76","2.08","-0.5","1.8","2.1","-0.5"
"263","E0",2005-02-12,"Bolton","Middlesbrough",0,0,"D",0,0,"D","A Wiley",13,5,8,2,11,15,3,2,0,1,0,0,"2.1","3.2","3.5","2.1","3.2","3.25","2.2","3.2","3.2","2.1","3","3.1","1.91","3.2","3.5","2.1","3.25","3.4","2.05","3.1","3.2","2","1.71","2.15","1.67","1.77","2.05","-0.25","1.82","2.02","-0.25","1.85","2.05","-0.25"
"264","E0",2005-02-12,"Everton","Chelsea",0,1,"A",0,0,"D","M Riley",4,25,2,11,14,9,3,9,1,2,1,0,"4.5","3.25","1.83","5","3.2","1.7","4.75","3.2","1.8","4","3","1.8","4","3.2","1.8","4.5","3.3","1.8","4.33","3.2","1.72","2.05","1.65","2.2","1.65","1.91","1.8","0.5","1.76","2.08","0.75","1.775","2.125","0.75"
"265","E0",2005-02-12,"Portsmouth","Aston Villa",1,2,"A",1,1,"D","D Gallagher",9,6,3,4,14,22,6,3,2,1,0,0,"2.3","3.25","3","2.25","3.2","2.9","2.25","3.2","3.1","2.1","3","3.1","2.2","3.2","2.8","2.25","3.2","3.1","2.1","3.2","3","2","1.71","2.15","1.67","2","1.8","-0.25","2.02","1.82","-0.25","2.05","1.85","-0.25"
"266","E0",2005-02-13,"Man City","Man United",0,2,"A",0,0,"D","S Bennett",9,10,3,3,9,14,4,6,2,3,0,0,"4.5","3.4","1.8","4.3","3.2","1.8","5.6","3.6","1.83","3.8","3.1","1.8","4","3","1.83","4.5","3.3","1.8","4.2","3","1.8","1.9","1.79","2.05","1.75","1.89","1.83","0.5","2.1","1.74","0.5","2.125","1.775","0.5"
"267","E0",2005-02-14,"Arsenal","Crystal Palace",5,1,"H",3,0,"H","R Styles",17,6,12,3,8,17,5,1,1,2,0,0,"1.22","5.5","13","1.25","5","10","1.25","5.1","12","1.25","4.5","9","1.25","4.5","10","1.22","5.5","12","1.16","5.5","12","1.55","2.25","1.65","2.2","1.95","1.85","-1.75","2.02","1.82","-1.75","2.05","1.85","-1.75"
"268","E0",2005-02-22,"West Brom","Southampton",0,0,"D",0,0,"D","M Riley",9,11,4,7,15,15,7,3,2,3,0,0,"2.3","3.25","3","2.4","3.2","2.7","2.35","3.2","2.95","2.2","2.9","3","2.1","3.2","3","2.3","3.25","3","2.2","3.2","2.8","2.1","1.66","2.2","1.65","2","1.8","-0.25","1.94","1.9","-0.25","2.05","1.85","-0.25"
"269","E0",2005-02-26,"Aston Villa","Everton",1,3,"A",0,1,"A","G Poll",9,15,6,9,22,17,3,7,3,0,0,0,"2.25","3.2","3.1","2.3","3.1","2.9","2.25","3.2","3.1","2.1","3","3.1","2.25","3","2.88","2.25","3.2","3.1","2.15","3.1","3","2.15","1.6","2.2","1.65","1.9","1.9","-0.25","1.94","1.9","-0.25","1.925","1.975","-0.25"
"270","E0",2005-02-26,"Crystal Palace","Birmingham",2,0,"H",1,0,"H","P Dowd",8,9,2,5,23,15,4,7,3,3,0,0,"2.6","3.2","2.62","2.5","3.05","2.7","2.55","3.2","2.65","2.4","3","2.6","2.25","3.2","2.75","2.5","3.2","2.7","2.4","3.1","2.6","2","1.71","2.15","1.66","1.9","1.9","0","1.9","1.94","0","1.925","1.975","0"
"271","E0",2005-02-26,"Man United","Portsmouth",2,1,"H",1,0,"H","M Halsey",13,8,6,4,15,15,4,3,1,2,0,0,"1.22","5.5","13","1.2","5.35","12","1.25","5.2","12","1.2","5","10","1.2","5","11","1.22","5.5","12","1.2","5","11","1.65","2.05","1.75","2.05","1.8","2","-1.5","1.78","2.06","-1.5","1.85","2.049","-1.5"
"272","E0",2005-02-26,"Southampton","Arsenal",1,1,"D",0,1,"A","A Wiley",10,17,3,12,9,13,3,5,1,1,1,1,"6.5","3.5","1.57","6.75","3.5","1.5","6.5","3.4","1.6","4.8","3.3","1.6","6","3.4","1.5","6.5","3.6","1.53","5.5","3.5","1.53","1.85","1.85","1.9","1.9","1.8","2","1","1.76","2.08","1","1.8","2.1","1"
