"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","Referee","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","B365H","B365D","B365A","GBH","GBD","GBA","IWH","IWD","IWA","LBH","LBD","LBA","SOH","SOD","SOA","SBH","SBD","SBA","WHH","WHD","WHA","GB.2.5","GB.2.5.1","B365.2.5","B365.2.5.1","GBAHH","GBAHA","GBAH","LBAHH","LBAHA","LBAH","B365AHH","B365AHA","B365AH"
"207","E0",2004-01-11,"Leicester","Chelsea",0,4,"A",0,2,"A","U Rennie",6,11,3,6,17,7,6,2,0,1,0,0,"6","3.5","1.61","6","3.5","1.55","4.4","3.3","1.65","5","3.5","1.57","5.5","3.75","1.57","5.5","3.5","1.53","5.5","3.4","1.53","1.85","1.85","1.95","1.85","2","1.85","0.75","0","0","0","2.025","1.875","0.75"
"208","E0",2004-01-11,"Man United","Newcastle",0,0,"D",0,0,"D","P Durkin",12,7,7,3,13,11,2,3,2,0,0,0,"1.44","4","7.5","1.47","3.75","7","1.4","3.9","6","1.36","3.75","8","1.44","4","7.5","1.4","3.75","7.5","1.44","3.6","6.5","1.75","1.95","1.8","2","1.75","2.1","-1","1.8","2.05","-1","1.8","2.1","-1"
"209","E0",2004-01-17,"Bolton","Portsmouth",1,0,"H",0,0,"D","P Dowd",13,8,6,3,9,13,2,2,1,1,0,1,"1.83","3.25","4.5","1.8","3.2","4.35","1.8","3.1","3.8","1.67","3.25","4.5","1.73","3.25","4.33","1.83","3.3","3.75","1.8","3.3","3.75","1.79","1.9","2.05","1.75","1.9","1.95","-0.5","1.85","2","-0.5","1.9","2","-0.5"
"210","E0",2004-01-17,"Everton","Charlton",0,1,"A",0,1,"A","M Riley",17,7,7,4,6,14,10,5,4,2,0,0,"2.25","3.25","3.1","2.2","3.25","3","2.1","3","3.1","2.1","3.2","3","2.2","3.2","2.88","2.2","3.2","2.88","2.25","3.2","2.75","1.85","1.85","2.1","1.7","1.85","2","-0.25","1.85","2","-0.25","1.925","1.975","-0.25"
"211","E0",2004-01-17,"Man City","Blackburn",1,1,"D",0,0,"D","M Dean",10,6,7,3,7,13,4,2,2,1,0,0,"2.1","3.25","3.4","2.1","3.2","3.2","2.1","3","3.1","2.1","3.2","3","2.1","3.25","3","2.2","3.2","2.88","2.2","3.2","2.8","1.75","1.9","1.85","1.95","1.85","2","-0.25","1.8","2.05","-0.25","1.85","2.05","-0.25"
"212","E0",2004-01-17,"Middlesbrough","Leicester",3,3,"D",1,0,"H","B Knight",13,14,7,8,15,12,6,6,2,5,0,0,"1.72","3.3","5","1.8","3.2","4.35","1.8","3.1","3.8","1.67","3.25","4.5","1.67","3.4","4.5","1.8","3.25","4","1.72","3.2","4.33","1.85","1.85","2.15","1.66","1.8","2.05","-0.5","1.95","1.9","-0.75","2.05","1.85","-0.75"
"213","E0",2004-01-17,"Southampton","Leeds",2,1,"H",2,0,"H","A Wiley",18,11,6,6,16,8,1,6,1,1,0,0,"1.72","3.3","5","1.65","3.4","5.1","1.7","3.2","4.2","1.62","3.5","4.5","1.57","3.5","5","1.67","3.4","4.5","1.57","3.5","5","1.95","1.75","2.05","1.75","1.8","2.05","-0.75","2.15","1.7","-1","2.125","1.775","-1"
"214","E0",2004-01-17,"Tottenham","Liverpool",2,1,"H",1,0,"H","U Rennie",7,10,3,4,18,9,5,6,1,1,0,0,"2.87","3.25","2.37","2.85","3.2","2.3","2.8","3.1","2.2","2.6","3.2","2.38","2.75","3.2","2.3","2.75","3.2","2.3","2.8","3.1","2.25","1.9","1.8","1.95","1.85","1.85","2","0.25","1.85","2","0.25","1.85","2.05","0.25"
"215","E0",2004-01-17,"Wolves","Man United",1,0,"H",0,0,"D","A D'Urso",11,15,6,6,13,5,4,12,2,0,0,0,"8.5","4.5","1.36","8","4.35","1.35","6","3.9","1.4","8","3.75","1.36","9","4.5","1.33","7.5","4","1.36","8","4.33","1.3","1.65","2.05","1.75","2.05","2","1.85","1.25","2.1","1.75","1.25","2.075","1.825","1.25"
"216","E0",2004-01-18,"Aston Villa","Arsenal",0,2,"A",0,1,"A","M Halsey",12,13,5,9,17,21,3,2,4,1,0,0,"5.5","3.4","1.66","5","3.25","1.7","3.8","3.1","1.8","4.5","3.25","1.67","5","3.6","1.67","4.33","3.25","1.73","4.5","3.3","1.66","1.95","1.75","2","1.8","1.85","2","0.75","1.9","1.95","0.75","1.95","1.95","0.75"
"217","E0",2004-01-18,"Chelsea","Birmingham",0,0,"D",0,0,"D","J Winter",16,2,9,1,13,8,6,2,2,2,0,0,"1.3","4.5","12","1.3","4.5","9.4","1.3","4.2","8","1.3","4.33","8","1.29","4.75","11","1.3","4.33","8.5","1.3","4.33","8","1.71","2","1.85","1.95","1.9","1.95","-1.5","1.95","1.9","-1.5","1.975","1.925","-1.5"
"218","E0",2004-01-19,"Newcastle","Fulham",3,1,"H",2,0,"H","N Barry",10,13,9,6,10,8,7,4,0,1,0,0,"1.66","3.4","5.5","1.62","3.45","5.4","1.65","3.3","4.4","1.62","3.5","4.5","1.57","3.6","6","1.62","3.4","5","1.57","3.5","5","1.75","1.95","1.85","1.95","1.85","2","-0.75","1.8","2.05","-0.75","1.875","2.025","-0.75"
"219","E0",2004-01-21,"Wolves","Liverpool",1,1,"D",0,1,"A","B Knight",9,14,6,10,14,16,7,5,2,1,0,0,"4.5","3.4","1.8","4.3","3.25","1.8","3.6","3.1","1.85","4","3.2","1.8","4.5","3.25","1.73","4","3.25","1.8","4","3.1","1.8","1.9","1.79","1.9","1.9","2.05","1.8","0.5","2.05","1.8","0.5","2.075","1.825","0.5"
"220","E0",2004-01-31,"Birmingham","Newcastle",1,1,"D",0,1,"A","R Styles",15,4,5,2,13,11,2,3,1,3,0,0,"2.7","3.25","2.5","2.6","3.2","2.5","2.7","2.9","2.4","2.6","3.2","2.375","2.75","3.25","2.25","2.7","3.1","2.37","2.5","3.1","2.5","1.9","1.79","2.05","1.75","2.08","1.77","0","1.8","2.05","0.25","2.1","1.8","0"
"221","E0",2004-01-31,"Charlton","Bolton",1,2,"A",1,1,"D","A D'Urso",14,14,7,10,9,9,5,6,0,0,0,0,"1.8","3.3","4.5","1.85","3.3","4","1.85","3.1","3.6","1.727","3.2","4.333","1.8","3.25","4","1.8","3.25","4","1.72","3.25","4.2","1.85","1.85","1.95","1.85","1.85","2","-0.5","1.95","1.9","-0.5","1.975","1.925","-0.5"
"222","E0",2004-01-31,"Fulham","Tottenham",2,1,"H",1,1,"D","M Messias",16,4,10,4,6,12,10,13,1,1,0,0,"2.375","3.25","2.875","2.3","3.25","2.85","2.1","3","3.1","2.2","3.2","2.8","2.25","3.25","2.75","2.2","3.2","2.87","2.25","3.2","2.75","1.79","1.9","2","1.8","2.05","1.8","-0.25","2","1.85","-0.25","2","1.9","-0.25"
"223","E0",2004-01-31,"Leeds","Middlesbrough",0,3,"A",0,0,"D","G Poll",8,15,4,6,14,6,7,6,1,1,1,0,"2.5","3.25","2.7","2.45","3.2","2.65","2.4","3.2","2.4","2.5","3.25","2.4","2.5","3.2","2.5","2.5","3.2","2.5","2.75","3.2","2.25","1.85","1.85","2.05","1.75","1.9","1.95","0","1.95","1.9","0","2","1.9","0"
"224","E0",2004-01-31,"Leicester","Aston Villa",0,5,"A",0,0,"D","J Winter",13,14,9,10,12,7,5,9,0,1,0,0,"2.5","3.25","2.7","2.45","3.2","2.65","2.3","2.8","2.9","2.4","3.25","2.5","2.38","3.2","2.62","2.37","3.1","2.7","2.3","3.1","2.75","1.85","1.85","2.05","1.75","1.8","2.05","0","1.85","2","0","1.8","2.1","0"
"225","E0",2004-01-31,"Liverpool","Everton",0,0,"D",0,0,"D","S Bennett",21,6,9,4,7,11,8,3,0,1,0,0,"1.727","3.4","5","1.72","3.35","4.75","1.75","3.2","4","1.727","3.2","4.333","1.62","3.4","5","1.66","3.4","4.5","1.57","3.3","5.5","1.79","1.9","1.95","1.85","2","1.85","-0.75","1.95","1.9","-0.75","1.95","1.95","-0.75"
"226","E0",2004-01-31,"Man United","Southampton",3,2,"H",2,1,"H","G Barber",12,17,7,11,9,11,1,10,0,2,0,0,"1.25","5.5","10","1.26","5","10","1.25","4.5","9","1.25","4.5","10","1.27","5","11","1.25","4.75","10","1.22","5","9.5","1.71","2","1.75","2.05","1.85","2","-1.5","1.9","1.95","-1.5","1.875","2.025","-1.5"
"227","E0",2004-01-31,"Portsmouth","Wolves",0,0,"D",0,0,"D","H Webb",17,8,10,4,9,6,6,6,0,1,0,0,"1.909","3.25","4","1.9","3.3","3.75","1.85","3.1","3.6","1.727","3.4","4","1.91","3.25","3.6","1.83","3.3","3.75","1.83","3.3","3.6","1.85","1.85","1.9","1.9","1.9","1.95","-0.5","1.95","1.9","-0.5","2","1.9","-0.5"
"228","E0",2004-02-01,"Arsenal","Man City",2,1,"H",1,0,"H","A Wiley",11,9,9,8,13,13,5,4,2,2,0,1,"1.25","5.5","10","1.26","5","10","1.22","4.8","9.5","1.2","5","11","1.25","5.5","10","1.25","4.75","10","1.25","4.5","10","1.65","2.05","1.7","2.1","1.95","1.9","-1.5","1.9","1.95","-1.5","2","1.9","-1.5"
"229","E0",2004-02-01,"Blackburn","Chelsea",2,3,"A",1,2,"A","D Gallagher",13,17,7,9,9,14,5,6,2,0,0,0,"4.5","3.3","1.8","4.25","3.25","1.8","3.8","3.1","1.8","4.5","3.25","1.667","4.33","3.4","1.8","4.33","3.25","1.72","4.5","3.3","1.66","1.71","2","1.9","1.9","2.05","1.8","0.5","2.05","1.8","0.5","2.05","1.85","0.5"
"230","E0",2004-02-07,"Aston Villa","Leeds",2,0,"H",1,0,"H","U Rennie",15,7,7,4,15,16,3,10,2,2,0,0,"1.615","3.4","6","1.6","3.4","5.5","1.55","3.5","4.8","1.5","3.4","6","1.5","3.5","6","1.53","3.6","5.5","1.44","3.75","6","1.75","1.95","1.85","1.95","2.3","1.55","-1.25","2","1.85","-1","1.85","2.05","-0.75"
"231","E0",2004-02-07,"Bolton","Liverpool",2,2,"D",1,0,"H","A Wiley",12,11,6,6,15,15,3,5,3,2,0,0,"3.1","3.2","2.25","2.9","3.25","2.25","2.8","2.9","2.3","2.8","3.2","2.2","2.8","3.25","2.2","2.8","3.2","2.25","2.87","3.1","2.2","1.85","1.85","2","1.8","1.9","1.95","0.25","1.95","1.9","0.25","1.95","1.95","0.25"
"232","E0",2004-02-07,"Everton","Man United",3,4,"A",0,3,"A","N Barry",12,19,8,9,11,14,7,7,1,0,0,0,"5.5","3.6","1.615","5.25","3.5","1.61","4.6","3.4","1.6","5","3.5","1.571","5","3.4","1.62","5","3.4","1.61","5.5","3.3","1.57","1.85","1.85","1.9","1.9","2","1.85","0.75","2.1","1.75","0.75","2.05","1.85","0.75"
"233","E0",2004-02-07,"Middlesbrough","Blackburn",0,1,"A",0,1,"A","R Styles",15,6,7,2,6,12,8,3,0,1,0,0,"1.909","3.25","4","1.95","3.25","3.6","2","3.1","3.2","1.8","3.25","3.75","1.91","3.25","3.5","2","3.25","3.25","2","3.2","3.2","1.85","1.85","2","1.8","1.95","1.85","-0.5","2.05","1.8","-0.5","1.775","2.125","-0.25"
"234","E0",2004-02-07,"Newcastle","Leicester",3,1,"H",2,0,"H","S Dunn",15,7,9,3,17,11,9,1,1,2,0,0,"1.4","4.333","7.5","1.42","3.75","8","1.4","3.9","6","1.364","3.75","8","1.36","3.75","8.5","1.4","3.75","7.5","1.4","3.6","7.5","1.75","1.95","1.75","2.05","1.55","2.3","-1","2.05","1.8","-1.5","1.875","2.025","-1.25"
"235","E0",2004-02-07,"Southampton","Fulham",0,0,"D",0,0,"D","A D'Urso",11,11,6,8,12,18,17,3,1,2,0,0,"2.1","3.25","3.4","2","3.3","3.3","1.9","3.1","3.5","1.909","3.25","3.4","2.1","3.25","3","2.1","3.2","3.1","2","3.2","3.2","1.85","1.85","2.05","1.75","1.8","2","-0.25","1.75","2.1","-0.25","2.125","1.775","-0.5"
"236","E0",2004-02-07,"Tottenham","Portsmouth",4,3,"H",2,1,"H","P Walton",15,16,13,9,16,13,6,5,1,0,0,0,"1.667","3.4","5.5","1.65","3.4","5","1.7","3.2","4.2","1.615","3.5","4.5","1.62","3.4","5","1.61","3.4","5","1.57","3.5","5","1.79","1.9","1.95","1.85","2.1","1.7","-1","1.9","1.95","-0.75","1.95","1.95","-0.75"
"237","E0",2004-02-07,"Wolves","Arsenal",1,3,"A",1,1,"D","P Dowd",12,10,5,7,18,18,6,4,2,1,0,0,"9","4","1.4","7.5","4","1.4","5.4","3.8","1.45","7","3.75","1.4","8.5","4","1.33","7.5","3.75","1.4","8","4","1.33","1.79","1.9","1.85","1.95","1.65","2.1","1.5","1.95","1.9","1.25","1.925","1.975","1.25"
"238","E0",2004-02-08,"Chelsea","Charlton",1,0,"H",1,0,"H","S Bennett",16,5,6,0,9,17,4,3,2,0,0,0,"1.364","4.333","9","1.4","3.9","7.8","1.4","3.9","6","1.333","4","8","1.33","4.75","8.5","1.36","3.75","8.5","1.4","3.6","7.5","1.71","2","1.85","1.95","1.55","2.3","-1","1.95","1.9","-1.25","1.9","2","-1.25"
"239","E0",2004-02-08,"Man City","Birmingham",0,0,"D",0,0,"D","P Durkin",21,7,12,2,11,10,11,5,0,1,0,0,"2","3.4","3.5","2.15","3.25","3.05","2","3.1","3.2","2.2","3.25","2.75","2.1","3.25","3.4","2.1","3.25","3","2.1","3.2","3","1.9","1.79","1.95","1.85","1.5","2.45","0","2.05","1.8","-0.5","1.875","2.025","-0.25"
"240","E0",2004-02-10,"Arsenal","Southampton",2,0,"H",1,0,"H","N Barry",11,10,6,6,13,12,5,9,2,3,0,0,"1.25","5","13","1.23","5.25","11","1.22","4.8","9.5","1.25","4.5","10","1.22","5","10","1.25","5","9","1.22","5","9.5","1.71","2","1.75","2.05","1.65","2.15","-1.25","2","1.85","-1.5","2.05","1.85","-1.5"
"241","E0",2004-02-10,"Leeds","Wolves",4,1,"H",2,1,"H","M Dean",20,11,8,5,15,14,4,3,1,2,0,0,"2.1","3.25","3.4","2.15","3.25","3.1","2","3.2","3.1","2.1","3.2","3","2.1","3.25","3","2.1","3.25","3","2.1","3.2","3","1.95","1.75","2","1.8","1.55","2.31","0","1.8","2.05","-0.25","1.85","2.05","-0.25"
"242","E0",2004-02-10,"Leicester","Bolton",1,1,"D",1,1,"D","U Rennie",15,9,15,9,16,13,8,7,1,2,0,0,"2.7","3.25","2.5","2.65","3.25","2.4","2.5","3","2.5","2.38","3.2","2.6","2.75","3.3","2.4","2.6","3.2","2.4","2.62","3.1","2.37","1.95","1.75","1.95","1.85","2.3","1.55","-0.25","2","1.85","0","2.05","1.85","0"
"243","E0",2004-02-11,"Birmingham","Everton",3,0,"H",2,0,"H","M Halsey",15,5,11,3,10,14,8,11,1,0,0,0,"2.1","3.25","3.4","2.05","3.25","3.35","2","3.1","3.2","2.1","3.2","3","2","3.25","3.25","2","3.25","3.25","1.9","3.2","3.5","2","1.71","2.05","1.75","1.6","2.2","0","2","1.85","-0.25","1.95","1.95","-0.25"
"244","E0",2004-02-11,"Blackburn","Newcastle",1,1,"D",0,0,"D","M Messias",17,14,7,7,12,10,8,6,0,0,0,0,"2.87","3.25","2.37","2.7","3.2","2.4","2.5","3","2.5","2.8","3.2","2.2","2.62","3.2","2.38","2.62","3.2","2.38","2.62","3.1","2.37","1.79","1.9","1.85","1.95","2.3","1.55","-0.25","2.05","1.8","0","2.1","1.8","0"
"245","E0",2004-02-11,"Charlton","Tottenham",2,4,"A",0,2,"A","G Barber",18,12,14,10,13,14,10,4,3,0,0,0,"2.1","3.25","3.4","2.1","3.25","3.2","2.1","3","3.1","2.1","3.2","3","2","3.25","3.25","2","3.25","3.25","2.1","3.2","3","1.79","1.9","1.95","1.85","1.5","2.45","0","1.8","2.05","-0.25","1.9","2","-0.25"
"246","E0",2004-02-11,"Fulham","Aston Villa",1,2,"A",1,2,"A","B Knight",13,10,6,3,16,17,6,5,2,1,1,0,"2.2","3.25","3.2","2.15","3.25","3.1","2.1","3","3.1","2","3.2","3.2","2.1","3.25","3","2.2","3.1","3","2","3.2","3.2","1.79","1.9","2","1.8","1.55","2.3","0","1.95","1.9","-0.25","1.975","1.925","-0.25"
"247","E0",2004-02-11,"Liverpool","Man City",2,1,"H",1,0,"H","M Riley",12,6,7,3,7,8,6,3,0,0,0,0,"1.61","3.6","5.5","1.62","3.45","5.35","1.65","3.3","4.4","1.44","3.6","6.5","1.57","3.4","5.5","1.57","3.4","5.5","1.66","3.3","4.5","1.85","1.85","1.9","1.9","2.05","1.7","-1","1.8","2.05","-0.75","1.8","2.1","-0.75"
"248","E0",2004-02-11,"Man United","Middlesbrough",2,3,"A",1,2,"A","P Durkin",23,12,13,8,13,17,10,5,1,1,0,0,"1.25","5.5","11","1.23","5.25","11","1.25","4.5","9","1.22","5","10","1.22","5","10","1.22","5","10","1.22","5","9.5","1.75","1.95","1.75","2.05","1.6","2.2","-1.25","1.9","1.95","-1.5","1.95","1.95","-1.5"
"249","E0",2004-02-11,"Portsmouth","Chelsea",0,2,"A",0,1,"A","G Poll",11,10,5,4,8,13,9,10,1,2,0,0,"5.5","3.6","1.61","5.5","3.45","1.6","4.8","3.5","1.55","5","3.5","1.57","4.75","4","1.62","5.5","3.4","1.57","5.5","3.4","1.53","1.75","1.95","1.85","1.95","2","1.85","0.75","0","0","0","2","1.9","0.75"
"250","E0",2004-02-21,"Bolton","Man City",1,3,"A",1,2,"A","S Dunn",16,17,11,13,9,10,12,11,0,2,0,0,"2.2","3.25","3.2","2.1","3.2","3.4","2","3.1","3.2","2.1","3.2","3","2","3.25","3.25","2","3.25","3.25","2","3.2","3.2","1.85","1.85","1.95","1.85","1.95","1.9","-0.25","2","1.85","-0.25","0","0","0"
"251","E0",2004-02-21,"Charlton","Blackburn",3,2,"H",2,0,"H","U Rennie",11,18,7,12,7,6,8,12,0,0,0,0,"2.2","3.25","3.2","2.1","3.2","3.4","2.2","3","2.9","2","3.2","3.2","2.2","3.25","2.8","2","3.25","3.25","2.2","3.2","2.8","1.75","1.95","1.95","1.85","1.6","2.2","0","2","1.85","-0.25","2.025","1.875","-0.25"
"252","E0",2004-02-21,"Chelsea","Arsenal",1,2,"A",1,2,"A","M Riley",10,9,4,7,16,18,11,5,4,2,1,0,"2.625","3.2","2.6","2.6","3.2","2.6","2.5","3","2.5","2.375","3.2","2.6","2.6","3.2","2.6","2.4","3.2","2.6","2.62","2.9","2.5","1.79","1.9","2","1.8","2.2","1.6","-0.25","1.85","2","0","1.85","2.05","0"
"253","E0",2004-02-21,"Man United","Leeds",1,1,"D",0,0,"D","M Halsey",24,7,7,3,12,17,12,7,1,2,0,0,"1.222","5.5","13","1.25","5.25","11","1.25","4.5","9","1.25","4.5","10","1.2","5.5","10","1.2","5.5","10","1.2","5","11","1.5","2.35","1.66","2.15","1.45","2.6","-1.25","1.95","1.9","-1.75","1.775","2.125","-1.5"
"254","E0",2004-02-21,"Newcastle","Middlesbrough",2,1,"H",0,1,"A","G Poll",16,8,9,4,20,21,7,3,0,3,0,0,"1.727","3.4","5","1.8","3.25","4.5","1.7","3.2","4.2","1.615","3.25","5","1.62","3.4","5","1.72","3.25","4.33","1.72","3.2","4.33","1.79","1.9","1.95","1.85","2.15","1.65","-1","2.05","1.8","-0.75","2.125","1.775","-0.75"
"255","E0",2004-02-21,"Southampton","Everton",3,3,"D",0,2,"A","P Dowd",9,12,5,6,14,19,6,5,1,0,0,0,"2","3.2","3.75","2","3.25","3.65","1.85","3.1","3.6","1.833","3.2","3.75","2","3.25","3.25","2","3.25","3.25","1.83","3.2","3.75","1.95","1.75","2.1","1.7","1.8","2.05","-0.25","1.85","2","-0.25","1.825","2.075","-0.25"
"256","E0",2004-02-21,"Wolves","Fulham",2,1,"H",1,0,"H","H Webb",12,9,10,5,13,16,8,6,1,0,0,0,"2.6","3.2","2.625","2.5","3.2","2.7","2.4","3","2.6","2.375","3.2","2.6","2.5","3.2","2.5","2.37","3.2","2.62","2.37","3.1","2.62","1.9","1.79","1.9","1.9","2.2","1.6","-0.25","1.8","2.05","0","1.9","2","0"
"257","E0",2004-02-22,"Aston Villa","Birmingham",2,2,"D",1,0,"H","J Winter",11,13,8,9,15,14,7,5,0,1,0,0,"2.1","3.1","3.6","2.05","3.25","3.5","2","3.1","3.2","2","2.875","3.6","2.1","3.25","3.4","2","3.2","3.3","2","3","3.4","2","1.71","2.15","1.66","1.7","2.05","-0.25","2.05","1.8","-0.5","1.9","2","-0.25"
"258","E0",2004-02-22,"Tottenham","Leicester",4,4,"D",3,1,"H","N Barry",10,14,9,7,9,14,4,3,0,2,0,1,"1.571","3.5","6.5","1.6","3.6","5.6","1.65","3.3","4.4","1.5","3.4","6","1.57","3.75","5.5","1.57","3.4","5.5","1.57","3.3","5.5","1.65","2.05","1.8","2","2.3","1.55","-1.25","2.05","1.8","-1","1.8","2.1","-0.75"
"259","E0",2004-02-28,"Arsenal","Charlton",2,1,"H",2,0,"H","G Barber",21,6,11,3,8,10,12,3,0,0,0,0,"1.286","5","10","1.25","5","12","1.35","4","7","1.222","5","10","1.22","5","10","1.25","5","9","1.2","5","11","1.65","2.05","1.75","2.05","2.05","1.8","-1.5","2","1.85","-1.5","2.05","1.85","-1.5"
"260","E0",2004-02-28,"Blackburn","Southampton",1,1,"D",0,1,"A","M Dean",16,10,7,6,10,8,6,9,1,1,0,0,"2.1","3.25","3.4","2.1","3.25","3.3","1.9","3.1","3.5","2.1","3.2","3","2.1","3.25","3","2.1","3.2","3.1","2.1","3.2","3","1.9","1.79","1.9","1.9","1.8","2.05","-0.25","1.8","2.05","-0.25","1.8","2.1","-0.25"
"261","E0",2004-02-28,"Everton","Aston Villa",2,0,"H",0,0,"D","M Messias",15,12,7,8,13,18,5,11,4,2,0,0,"2.375","3.25","2.875","2.3","3.25","2.95","2.3","3","2.7","2.2","3.2","2.8","2.38","3.2","2.62","2.25","3.2","2.8","2.25","3.2","2.75","1.79","1.9","2.05","1.75","1.95","1.9","-0.25","1.9","1.95","-0.25","2","1.9","-0.25"
"262","E0",2004-02-28,"Fulham","Man United",1,1,"D",0,1,"A","A Wiley",7,13,3,7,13,19,4,3,1,3,0,0,"5","3.6","1.667","5.1","3.5","1.67","4","3.2","1.75","4.5","3.25","1.667","4.5","3.4","1.67","5","3.4","1.61","5","3.5","1.57","1.71","2","1.85","1.95","1.8","2.05","1","1.75","2.1","1","2.025","1.875","0.75"
"263","E0",2004-02-28,"Leicester","Wolves",0,0,"D",0,0,"D","J Winter",10,6,6,3,7,9,6,3,0,1,0,0,"2.2","3.25","3.2","2.2","3.2","3.2","2.1","3","3.2","2.1","3.2","3","2.2","3.2","2.88","2.1","3.25","3","2","3.1","3.3","1.85","1.85","1.95","1.85","1.95","1.9","-0.25","1.95","1.9","-0.25","1.925","1.975","-0.25"
"264","E0",2004-02-28,"Man City","Chelsea",0,1,"A",0,0,"D","R Styles",14,9,4,4,8,11,7,1,0,1,0,0,"4.333","3.3","1.833","4.4","3.35","1.8","4","3.2","1.75","4","3.4","1.727","4.33","3.25","1.73","4.33","3.25","1.72","4.2","3.25","1.72","1.75","1.95","1.9","1.9","1.9","1.8","0.5","1.95","1.9","0.5","2","1.9","0.5"
"265","E0",2004-02-29,"Leeds","Liverpool",2,2,"D",2,2,"D","P Durkin",12,22,6,13,13,11,6,8,0,1,0,0,"3.2","3.25","2.2","3.2","3.2","2.2","3.2","3.1","2","2.75","3.2","2.25","3.4","3","2.2","3","3.25","2.1","3.5","3.2","1.9","1.79","1.9","2","1.8","2","1.85","0.25","2.05","1.8","0.25","1.975","1.925","0.25"
"266","E0",2004-02-29,"Portsmouth","Newcastle",1,1,"D",0,1,"A","A D'Urso",18,5,8,2,9,9,8,6,2,2,0,0,"3.2","3.25","2.2","3.2","3.2","2.2","3.2","3","2.1","3","3.2","2.1","2.8","3.25","2.2","3","3.25","2.1","2.8","3.2","2.2","1.85","1.85","1.95","1.85","1.95","1.9","0.25","2","1.85","0.25","1.95","1.95","0.25"
"267","E0",2004-03-03,"Birmingham","Middlesbrough",3,1,"H",1,0,"H","R Styles",9,8,5,6,13,20,4,5,3,4,0,1,"2.1","3.25","3.4","2.15","3.25","3.25","2","3.1","3.2","2.1","3.2","3","2.1","3.3","3.3","2.1","3.25","3","2.1","3.1","3.1","1.95","1.75","0","0","1.6","2.2","0","1.95","1.9","-0.25","2","1.9","-0.25"
"268","E0",2004-03-06,"Birmingham","Bolton",2,0,"H",1,0,"H","A D'Urso",10,10,6,2,10,15,3,5,1,1,0,0,"2.1","3.25","3.2","2.1","3.2","3.4","2","3","3.3","2","3.2","3.2","1.95","3.25","3.8","2","3.25","3.25","2","3.2","3.2","1.85","1.85","2","1.8","1.85","2","-0.25","1.9","1.95","-0.25","1.925","1.975","-0.25"
"269","E0",2004-03-09,"Middlesbrough","Tottenham",1,0,"H",0,0,"D","A D'Urso",10,10,6,2,10,15,3,5,1,1,0,0,"2.2","3.25","2.8","2.25","3.3","3","2.1","3","3.1","2","3.2","3.2","2.2","3.2","3.2","2.1","3.25","3","2.2","3.25","2.75","2","1.71","2","1.8","1.9","1.95","-0.25","1.9","1.95","-0.25","1.85","2.05","-0.25"
"270","E0",2004-03-13,"Birmingham","Leicester",0,1,"A",0,0,"D","M Messias",6,4,4,2,12,26,8,6,1,2,0,0,"1.571","3.5","6.5","1.53","3.65","6.5","1.5","3.7","5","1.444","3.75","6","1.5","3.75","7","1.5","3.6","6","1.53","3.4","5.5","1.75","1.95","1.85","1.95","2.2","1.6","-1.25","1.75","2.1","-1","1.9","2","-1"
"271","E0",2004-03-13,"Blackburn","Arsenal",0,2,"A",0,0,"D","A Wiley",10,14,5,5,12,11,8,3,1,1,0,0,"6.5","3.75","1.533","6","3.6","1.57","4.6","3.4","1.6","6","3.4","1.5","7","3.75","1.5","6","3.4","1.53","6","3.4","1.5","1.71","2","1.8","2","2.25","1.57","0.5","2.1","1.75","0.75","1.8","2.1","1"
"272","E0",2004-03-13,"Bolton","Chelsea",0,2,"A",0,0,"D","G Poll",20,12,11,8,8,13,8,6,1,0,0,0,"4.5","3.6","1.727","4.75","3.4","1.73","4","3.2","1.75","4.333","3.2","1.727","5","3.6","1.67","4.33","3.25","1.73","4.5","3.3","1.66","1.79","1.9","1.9","1.9","1.98","1.73","0.5","2.05","1.8","0.5","1.8","2.1","0.75"
"273","E0",2004-03-13,"Charlton","Middlesbrough",1,0,"H",1,0,"H","M Dean",14,15,7,9,13,9,4,7,0,0,0,0,"2.2","3.25","3.2","2.2","3.2","3.15","2.1","3","3.1","2.1","3.2","3","2.2","3.25","3.1","2.1","3.25","3","2.1","3.2","3","1.9","1.79","2","1.8","1.92","1.92","-0.25","1.95","1.9","-0.25","1.95","1.95","-0.25"
"274","E0",2004-03-13,"Everton","Portsmouth",1,0,"H",0,0,"D","N Barry",13,5,6,3,10,12,6,4,0,2,0,0,"1.727","3.4","5","1.75","3.4","4.7","1.7","3.2","4.2","1.727","3.2","4.333","1.67","3.3","5.5","1.67","3.4","4.5","1.72","3.2","4.33","1.79","1.9","2","1.8","2","1.85","-0.75","1.95","1.9","-0.75","2.05","1.85","-0.75"
"275","E0",2004-03-13,"Fulham","Leeds",2,0,"H",0,0,"D","S Dunn",19,9,10,6,14,13,4,7,4,3,0,0,"1.833","3.3","4.333","1.85","3.4","4","1.8","3.1","3.8","1.8","3.25","3.75","1.8","3.4","4.33","1.85","3.25","3.75","1.72","3.4","4","1.79","1.9","2","1.8","1.7","2.05","-0.25","2.05","1.8","-0.5","2.05","1.85","-0.5"
