"","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTGS","ATGS","HTGC","ATGC","HTP","ATP","HM1","HM2","HM3","HM4","HM5","AM1","AM2","AM3","AM4","AM5","HomeTeamLP","AwayTeamLP","MW","HTWinStreak3","HTWinStreak5","HTLossStreak3","HTLossStreak5","ATWinStreak3","ATWinStreak5","ATLossStreak3","ATLossStreak5","HTGD","ATGD","DiffPts","DiffFormPts","DiffLP"
"2237",2009-01-28,"Chelsea","Middlesbrough",2,0,"H",42,18,13,33,1.95652173913043,0.91304347826087,"3","3","4","7","8","0","1","1","1","1",2,13,23,0,0,0,0,0,0,0,0,1.26086956521739,-0.652173913043478,1.04347826086957,0.304347826086957,-11
"2247",2009-01-28,"Everton","Arsenal",1,1,"D",30,37,26,24,1.56521739130435,1.78260869565217,"1","4","7","10","11","3","6","9","10","11",5,3,23,0,0,0,0,1,0,0,0,0.173913043478261,0.565217391304348,-0.217391304347826,-0.0869565217391304,2
"2257",2009-01-28,"ManCity","Newcastle",2,1,"H",41,28,31,37,1.21739130434783,1,"3","6","7","10","10","0","1","1","1","4",9,12,23,0,0,0,0,0,0,0,0,0.434782608695652,-0.391304347826087,0.217391304347826,0.130434782608696,-3
"2267",2009-01-28,"WestHam","Hull",2,0,"H",29,29,31,42,1.26086956521739,1.17391304347826,"3","4","7","10","10","0","0","0","0","0",10,18,23,0,0,0,0,0,0,1,1,-0.0869565217391304,-0.565217391304348,0.0869565217391304,0.304347826086957,-8
"2277",2009-01-28,"Wigan","Liverpool",1,1,"D",25,36,23,14,1.34782608695652,2.04347826086957,"0","0","3","6","9","1","2","5","8","9",14,4,23,0,0,0,0,0,0,0,0,0.0869565217391304,0.956521739130435,-0.695652173913043,0,10
"2287",2009-01-31,"Arsenal","WestHam",0,0,"D",37,29,24,31,1.78260869565217,1.26086956521739,"3","6","9","10","11","3","4","7","10","10",3,10,23,1,0,0,0,0,0,0,0,0.565217391304348,-0.0869565217391304,0.521739130434783,0.0869565217391304,-7
"2297",2009-01-31,"AstonVilla","Wigan",0,0,"D",37,25,24,23,1.91304347826087,1.34782608695652,"3","6","9","10","13","0","0","3","6","9",6,14,23,1,0,0,0,0,0,0,0,0.565217391304348,0.0869565217391304,0.565217391304348,0,-8
"2307",2009-01-31,"Bolton","Tottenham",3,2,"H",22,21,30,27,1,0.91304347826087,"0","0","0","0","3","1","1","1","2","2",16,11,23,0,0,1,0,0,0,0,0,-0.347826086956522,-0.260869565217391,0.0869565217391304,0.0434782608695652,5
"23111",2009-01-31,"Fulham","Portsmouth",3,1,"H",22,23,19,38,1.25,1,"1","4","4","4","5","0","0","1","1","1",17,8,24,0,0,0,0,0,0,0,0,0.125,-0.625,0.25,0.166666666666667,9
"2328",2009-01-31,"Hull","WestBrom",2,2,"D",29,20,44,42,1.125,0.875,"0","0","0","0","0","0","3","3","6","6",18,18,24,0,0,1,1,0,0,0,0,-0.625,-0.916666666666667,0.25,-0.25,0
"2337",2009-01-31,"ManUnited","Everton",1,0,"H",40,31,10,27,2.20833333333333,1.54166666666667,"3","6","9","12","15","1","2","5","8","11",1,5,24,1,1,0,0,0,0,0,0,1.25,0.166666666666667,0.666666666666667,0.0416666666666667,-4
"2347",2009-01-31,"Middlesbrough","Blackburn",0,0,"D",18,27,35,38,0.875,0.958333333333333,"0","0","1","1","1","1","2","5","6","7",13,7,24,0,0,0,0,0,0,0,0,-0.708333333333333,-0.458333333333333,-0.0833333333333333,-0.25,6
"2357",2009-01-31,"Stoke","ManCity",1,0,"H",20,41,38,32,0.875,1.16666666666667,"0","0","1","1","1","0","3","6","7","10",18,9,24,0,0,0,0,0,0,0,0,-0.75,0.375,-0.291666666666667,-0.25,9
"2367",2009-02-01,"Liverpool","Chelsea",2,0,"H",37,44,15,13,2,2,"1","2","3","6","9","3","6","6","7","10",4,2,24,0,0,0,0,0,0,0,0,0.916666666666667,1.29166666666667,0,0.0833333333333333,2
"2377",2009-02-01,"Newcastle","Sunderland",1,1,"D",29,24,39,32,0.958333333333333,1.08333333333333,"0","0","1","1","1","3","3","4","4","5",12,15,24,0,0,0,0,0,0,0,0,-0.416666666666667,-0.333333333333333,-0.125,-0.166666666666667,-3
"2387",2009-02-07,"Blackburn","AstonVilla",0,2,"A",27,38,38,24,0.958333333333333,1.95833333333333,"1","2","5","6","7","3","6","9","12","13",7,6,24,0,0,0,0,1,0,0,0,-0.458333333333333,0.583333333333333,-1,-0.0833333333333333,1
"2397",2009-02-07,"Chelsea","Hull",0,0,"D",44,29,13,44,2,1.125,"3","6","6","7","10","0","0","0","0","0",2,18,24,0,0,0,0,0,0,1,1,1.29166666666667,-0.625,0.875,0.291666666666667,-16
"2407",2009-02-07,"Everton","Bolton",3,0,"H",31,24,27,32,1.54166666666667,1,"1","2","5","8","11","1","1","1","1","1",5,16,24,0,0,0,0,0,0,0,0,0.166666666666667,-0.333333333333333,0.541666666666667,0.291666666666667,-11
"24111",2009-02-07,"ManCity","Middlesbrough",1,0,"H",42,18,32,35,1.24,0.88,"3","3","6","9","10","1","1","1","2","2",9,13,25,0,0,0,0,0,0,0,0,0.4,-0.68,0.36,0.28,-4
"2428",2009-02-07,"Portsmouth","Liverpool",2,3,"A",25,39,41,15,0.96,2.04,"0","0","0","1","1","3","4","5","6","9",8,4,25,0,0,1,0,0,0,0,0,-0.64,0.96,-1.08,-0.32,4
"2437",2009-02-07,"Sunderland","Stoke",2,0,"H",25,21,33,38,1.08,0.96,"1","4","4","5","5","3","3","3","4","4",15,18,25,0,0,0,0,0,0,0,0,-0.32,-0.68,0.12,0.04,-3
"2447",2009-02-07,"WestBrom","Newcastle",2,3,"A",22,30,44,40,0.88,0.96,"1","1","4","4","7","1","1","1","2","2",18,12,25,0,0,0,0,0,0,0,0,-0.88,-0.4,-0.08,0.2,6
"2457",2009-02-07,"Wigan","Fulham",0,0,"D",26,22,24,22,1.32,1.2,"1","2","2","2","5","0","1","4","4","4",14,17,25,0,0,0,0,0,0,0,0,0.08,0,0.12,0.04,-3
"2467",2009-02-08,"Tottenham","Arsenal",0,0,"D",26,38,31,25,0.96,1.72,"0","3","4","4","4","1","2","5","8","11",11,3,25,0,0,0,0,0,0,0,0,-0.2,0.52,-0.76,-0.16,8
"2477",2009-02-08,"WestHam","ManUnited",0,1,"A",31,41,31,10,1.32,2.24,"1","4","7","8","11","3","6","9","12","15",10,1,25,0,0,0,0,1,1,0,0,0,1.24,-0.92,-0.04,9
"2487",2009-02-14,"Portsmouth","ManCity",2,0,"H",25,42,41,32,0.96,1.24,"0","0","0","1","1","3","3","6","9","10",8,9,25,0,0,1,0,0,0,0,0,-0.64,0.4,-0.28,-0.32,-1
"2497",2009-02-18,"ManUnited","Fulham",3,0,"H",41,22,10,22,2.24,1.2,"3","6","9","12","15","0","1","4","4","4",1,17,25,1,1,0,0,0,0,0,0,1.24,0,1.04,0.2,-16
"2507",2009-02-21,"Arsenal","Sunderland",0,0,"D",38,25,25,33,1.72,1.08,"1","2","5","8","11","1","4","4","5","5",3,15,25,0,0,0,0,0,0,0,0,0.52,-0.32,0.64,0.12,-12
"25111",2009-02-21,"AstonVilla","Chelsea",0,1,"A",40,44,24,15,1.96153846153846,1.88461538461538,"3","4","7","10","13","1","1","4","7","7",6,2,26,0,0,0,0,0,0,0,0,0.615384615384615,1.11538461538462,0.0769230769230769,0,4
"2528",2009-02-21,"Bolton","WestHam",2,1,"H",27,31,37,32,1.03846153846154,1.26923076923077,"0","3","4","4","4","0","1","4","7","8",16,10,26,0,0,0,0,0,0,0,0,-0.384615384615385,-0.0384615384615385,-0.230769230769231,-0.153846153846154,6
"2537",2009-02-21,"ManUnited","Blackburn",2,1,"H",44,28,10,42,2.26923076923077,0.884615384615385,"3","6","9","12","15","0","0","1","2","5",1,7,26,1,1,0,0,0,0,0,0,1.30769230769231,-0.538461538461538,1.38461538461538,0.153846153846154,-6
"2547",2009-02-21,"Middlesbrough","Wigan",0,0,"D",18,26,36,24,0.846153846153846,1.30769230769231,"0","1","1","1","2","1","2","3","3","3",13,14,26,0,0,0,0,0,0,0,0,-0.692307692307692,0.0769230769230769,-0.461538461538462,-0.0384615384615385,-1
"2557",2009-02-21,"Stoke","Portsmouth",2,2,"D",21,27,40,41,0.923076923076923,1.03846153846154,"0","3","3","3","4","3","3","3","3","4",18,8,26,0,0,0,0,0,0,0,0,-0.730769230769231,-0.538461538461538,-0.115384615384615,0,10
"2567",2009-02-22,"Fulham","WestBrom",2,0,"H",24,24,22,47,1.26923076923077,0.846153846153846,"3","3","4","7","7","0","1","1","4","4",17,18,26,0,0,0,0,0,0,0,0,0.0769230769230769,-0.884615384615385,0.423076923076923,0.115384615384615,-1
"2577",2009-02-22,"Liverpool","ManCity",1,1,"D",42,42,17,34,2.07692307692308,1.19230769230769,"3","6","7","8","9","0","3","3","6","9",4,9,26,0,0,0,0,0,0,0,0,0.961538461538462,0.307692307692308,0.884615384615385,0,-5
"2587",2009-02-22,"Newcastle","Everton",0,0,"D",33,34,42,28,1.03846153846154,1.53846153846154,"3","4","4","4","5","3","3","4","5","8",12,5,26,0,0,0,0,0,0,0,0,-0.346153846153846,0.230769230769231,-0.5,-0.115384615384615,7
"2597",2009-02-23,"Hull","Tottenham",1,2,"A",31,26,46,31,1.11538461538462,0.961538461538462,"1","2","2","2","2","1","1","4","5","5",18,11,26,0,0,0,0,0,0,0,0,-0.576923076923077,-0.192307692307692,0.153846153846154,-0.115384615384615,7
"2607",2009-02-28,"Arsenal","Fulham",0,0,"D",38,24,25,22,1.69230769230769,1.26923076923077,"1","2","3","6","9","3","3","4","7","7",3,17,26,0,0,0,0,0,0,0,0,0.5,0.0769230769230769,0.423076923076923,0.0769230769230769,-14
"26111",2009-02-28,"Chelsea","Wigan",2,1,"H",45,26,15,24,1.92592592592593,1.2962962962963,"3","4","4","7","10","1","2","3","4","4",2,14,27,0,0,0,0,0,0,0,0,1.11111111111111,0.0740740740740741,0.62962962962963,0.111111111111111,-12
"2628",2009-02-28,"Everton","WestBrom",2,0,"H",34,24,28,49,1.51851851851852,0.814814814814815,"1","4","4","5","6","0","0","1","1","4",5,18,27,0,0,0,0,0,0,0,0,0.222222222222222,-0.925925925925926,0.703703703703704,0.0740740740740741,-13
"2637",2009-02-28,"Middlesbrough","Liverpool",2,0,"H",18,43,36,18,0.851851851851852,2.03703703703704,"1","1","2","2","2","1","4","7","8","9",13,4,27,0,0,0,0,0,0,0,0,-0.666666666666667,0.925925925925926,-1.18518518518519,-0.259259259259259,9
"2647",2009-03-01,"AstonVilla","Stoke",2,2,"D",40,23,25,42,1.88888888888889,0.925925925925926,"0","3","4","7","10","1","1","4","4","4",6,18,27,0,0,0,0,0,0,0,0,0.555555555555556,-0.703703703703704,0.962962962962963,0.111111111111111,-12
"2657",2009-03-01,"Bolton","Newcastle",1,0,"H",29,33,38,42,1.11111111111111,1.03703703703704,"3","3","6","7","7","1","4","5","5","5",16,12,27,0,0,0,0,0,0,0,0,-0.333333333333333,-0.333333333333333,0.0740740740740741,0.0740740740740741,4
"2667",2009-03-01,"Hull","Blackburn",1,2,"A",32,30,48,43,1.07407407407407,0.962962962962963,"0","1","2","2","2","3","3","3","4","5",18,7,27,0,0,0,0,0,0,0,0,-0.592592592592593,-0.481481481481481,0.111111111111111,-0.111111111111111,11
"2677",2009-03-01,"WestHam","ManCity",1,0,"H",32,43,34,35,1.22222222222222,1.18518518518519,"0","0","1","4","7","1","1","4","4","7",10,9,27,0,0,0,0,0,0,0,0,-0.0740740740740741,0.296296296296296,0.037037037037037,0,1
"2687",2009-03-03,"Liverpool","Sunderland",2,0,"H",43,27,18,33,2.03703703703704,1.14814814814815,"1","4","7","8","9","1","4","5","8","8",4,15,27,0,0,0,0,0,0,0,0,0.925925925925926,-0.222222222222222,0.888888888888889,0.037037037037037,-11
"2697",2009-03-03,"Portsmouth","Chelsea",0,1,"A",29,45,43,15,1.03703703703704,1.92592592592593,"1","4","4","4","4","3","4","4","7","10",8,2,27,0,0,0,0,0,0,0,0,-0.518518518518518,1.11111111111111,-0.888888888888889,-0.111111111111111,6
"2707",2009-03-03,"WestBrom","Arsenal",1,3,"A",24,38,49,25,0.814814814814815,1.66666666666667,"0","0","1","1","4","1","2","3","4","7",18,3,27,0,0,0,0,0,0,0,0,-0.925925925925926,0.481481481481481,-0.851851851851852,-0.111111111111111,15
"27111",2009-03-04,"Blackburn","Everton",0,0,"D",30,36,43,28,0.964285714285714,1.57142857142857,"1","4","4","4","5","3","4","7","7","8",7,5,28,0,0,0,0,0,0,0,0,-0.464285714285714,0.285714285714286,-0.607142857142857,-0.107142857142857,2
"2728",2009-03-04,"Fulham","Hull",0,1,"A",24,33,23,50,1.21428571428571,1.03571428571429,"0","1","4","4","5","0","0","1","2","2",17,18,28,0,0,0,0,0,0,0,0,0.0357142857142857,-0.607142857142857,0.178571428571429,0.107142857142857,-1
"2736",2009-03-04,"ManCity","AstonVilla",2,0,"H",43,42,36,27,1.14285714285714,1.85714285714286,"0","1","1","4","4","1","1","4","5","8",9,6,28,0,0,0,0,0,0,0,0,0.25,0.535714285714286,-0.714285714285714,-0.142857142857143,3
"2747",2009-03-04,"Newcastle","ManUnited",1,2,"A",33,48,43,12,1,2.32142857142857,"0","1","4","5","5","3","6","9","12","15",12,1,28,0,0,0,0,1,1,0,0,-0.357142857142857,1.28571428571429,-1.32142857142857,-0.142857142857143,11
"2756",2009-03-04,"Stoke","Bolton",2,0,"H",25,30,44,38,0.928571428571429,1.17857142857143,"1","2","2","5","5","3","6","6","9","10",18,16,28,0,0,0,0,0,0,0,0,-0.678571428571429,-0.285714285714286,-0.25,-0.142857142857143,2
"2767",2009-03-04,"Tottenham","Middlesbrough",4,0,"H",32,20,32,36,1.10714285714286,0.928571428571429,"3","6","7","7","10","3","4","4","5","5",11,13,28,0,0,0,0,0,0,0,0,0,-0.571428571428571,0.178571428571429,0.0714285714285714,-2
"2776",2009-03-04,"Wigan","WestHam",0,1,"A",27,33,26,34,1.25,1.28571428571429,"0","1","2","3","4","3","3","3","4","7",14,10,28,0,0,0,0,0,0,0,0,0.0357142857142857,-0.0357142857142857,-0.0357142857142857,-0.107142857142857,4
"2787",2009-03-07,"Sunderland","Tottenham",1,1,"D",27,32,35,32,1.10714285714286,1.10714285714286,"0","1","4","5","8","3","6","7","7","10",15,11,28,0,0,0,0,0,0,0,0,-0.285714285714286,0,0,0.0357142857142857,4
"2796",2009-03-11,"Fulham","Blackburn",1,2,"A",24,30,23,43,1.21428571428571,0.964285714285714,"0","1","4","4","5","1","4","4","4","5",17,7,28,0,0,0,0,0,0,0,0,0.0357142857142857,-0.464285714285714,0.25,0,10
"2807",2009-03-14,"Arsenal","Blackburn",4,0,"H",38,30,25,43,1.64285714285714,0.964285714285714,"1","2","3","4","5","1","4","4","4","5",3,7,28,0,0,0,0,0,0,0,0,0.464285714285714,-0.464285714285714,0.678571428571429,0,-4
"28111",2009-03-14,"Bolton","Fulham",1,3,"A",30,25,40,25,1.13793103448276,1.17241379310345,"0","3","6","6","9","0","0","1","4","4",16,17,29,0,0,0,0,0,0,0,0,-0.344827586206897,0,-0.0344827586206897,0.172413793103448,-1
"2827",2009-03-14,"Everton","Stoke",3,1,"H",36,27,28,44,1.55172413793103,1,"1","4","5","8","8","3","4","5","5","8",5,18,29,0,0,0,0,0,0,0,0,0.275862068965517,-0.586206896551724,0.551724137931034,0,-13
"2836",2009-03-14,"Hull","Newcastle",1,1,"D",34,34,50,45,1.10344827586207,0.96551724137931,"3","3","3","4","5","0","0","1","4","5",18,12,29,0,0,0,0,0,0,0,0,-0.551724137931034,-0.379310344827586,0.137931034482759,0,6
"2847",2009-03-14,"ManUnited","Liverpool",1,4,"A",49,45,16,20,2.24137931034483,2,"0","3","6","9","12","3","3","4","7","10",1,4,29,0,0,0,0,0,0,0,0,1.13793103448276,0.862068965517241,0.241379310344828,0.0689655172413793,-3
"2856",2009-03-14,"Middlesbrough","Portsmouth",1,1,"D",20,30,40,45,0.896551724137931,1,"0","3","4","4","5","1","1","2","5","5",13,8,29,0,0,0,0,0,0,0,0,-0.689655172413793,-0.517241379310345,-0.103448275862069,0,5
"2867",2009-03-14,"Sunderland","Wigan",1,2,"A",28,27,36,27,1.10344827586207,1.20689655172414,"1","1","2","5","6","0","0","1","2","3",15,14,29,0,0,0,0,0,0,0,0,-0.275862068965517,0,-0.103448275862069,0.103448275862069,1
"2876",2009-03-15,"AstonVilla","Tottenham",1,2,"A",42,33,29,33,1.79310344827586,1.10344827586207,"0","1","1","4","5","1","4","7","8","8",6,11,29,0,0,0,0,0,0,0,0,0.448275862068966,0,0.689655172413793,-0.103448275862069,-5
"2887",2009-03-15,"Chelsea","ManCity",1,0,"H",48,45,16,36,2,1.20689655172414,"3","6","9","10","10","3","3","4","4","7",2,9,29,1,0,0,0,0,0,0,0,1.10344827586207,0.310344827586207,0.793103448275862,0.0689655172413793,-7
"2896",2009-03-16,"WestHam","WestBrom",0,0,"D",34,25,34,54,1.3448275862069,0.758620689655172,"3","6","6","6","7","0","0","0","0","1",10,18,29,0,0,0,0,0,0,1,0,0,-1,0.586206896551724,0.206896551724138,-8
"2907",2009-03-21,"Blackburn","WestHam",1,1,"D",32,34,44,34,1.03448275862069,1.3448275862069,"3","4","7","7","7","3","6","6","6","7",7,10,29,0,0,0,0,0,0,0,0,-0.413793103448276,0,-0.310344827586207,0,-3
"29111",2009-03-21,"Fulham","ManUnited",2,0,"H",28,49,26,18,1.23333333333333,2.16666666666667,"3","3","3","4","7","0","0","3","6","9",17,1,30,0,0,0,0,0,0,0,0,0.0666666666666667,1.03333333333333,-0.933333333333333,-0.0666666666666667,16
"2927",2009-03-21,"Newcastle","Arsenal",1,3,"A",35,45,46,26,0.966666666666667,1.73333333333333,"1","1","1","2","5","3","6","7","8","9",12,3,30,0,0,0,0,0,0,0,0,-0.366666666666667,0.633333333333333,-0.766666666666667,-0.133333333333333,9
"2936",2009-03-21,"Portsmouth","Everton",2,1,"H",32,39,46,29,1.06666666666667,1.6,"3","4","4","5","8","3","4","7","8","11",8,5,30,0,0,0,0,0,0,0,0,-0.466666666666667,0.333333333333333,-0.533333333333333,0,3
"2947",2009-03-21,"Stoke","Middlesbrough",1,0,"H",28,21,47,41,0.966666666666667,0.9,"0","3","4","5","5","1","1","4","5","5",18,13,30,0,0,0,0,0,0,0,0,-0.633333333333333,-0.666666666666667,0.0666666666666667,0,5
"2956",2009-03-21,"Tottenham","Chelsea",1,0,"H",35,49,34,16,1.16666666666667,2.03333333333333,"3","4","7","10","11","3","6","9","12","13",11,2,30,0,0,0,0,1,0,0,0,0.0333333333333333,1.1,-0.866666666666667,-0.0666666666666667,9
"2967",2009-03-21,"WestBrom","Bolton",1,1,"D",25,31,54,43,0.766666666666667,1.1,"1","1","1","1","1","0","0","3","6","6",18,16,30,0,0,0,0,0,0,0,0,-0.966666666666667,-0.4,-0.333333333333333,-0.166666666666667,2
"2976",2009-03-22,"Liverpool","AstonVilla",5,0,"H",49,43,21,31,2.03333333333333,1.73333333333333,"3","6","6","7","10","0","0","1","1","4",4,6,30,0,0,0,0,0,0,0,0,0.933333333333333,0.4,0.3,0.1,-2
"2987",2009-03-22,"ManCity","Sunderland",1,0,"H",45,29,37,38,1.16666666666667,1.06666666666667,"0","3","3","4","4","0","1","1","2","5",9,15,30,0,0,0,0,0,0,0,0,0.266666666666667,-0.3,0.1,-0.0333333333333333,-6
"2996",2009-03-22,"Wigan","Hull",1,0,"H",29,35,28,51,1.26666666666667,1.1,"3","3","3","4","5","1","4","4","4","5",14,18,30,0,0,0,0,0,0,0,0,0.0333333333333333,-0.533333333333333,0.166666666666667,0,-4
"3007",2009-04-04,"Arsenal","ManCity",2,0,"H",45,45,26,37,1.73333333333333,1.16666666666667,"3","6","7","8","9","0","3","3","4","4",3,9,30,0,0,0,0,0,0,0,0,0.633333333333333,0.266666666666667,0.566666666666667,0.166666666666667,-6
"30111",2009-04-04,"Blackburn","Tottenham",2,1,"H",33,36,49,34,1,1.2258064516129,"1","1","4","5","8","3","6","7","10","13",7,11,31,0,0,0,0,0,0,0,0,-0.516129032258065,0.0645161290322581,-0.225806451612903,0.032258064516129,-4
"3027",2009-04-04,"Bolton","Middlesbrough",4,1,"H",32,21,44,42,1.09677419354839,0.870967741935484,"1","1","1","4","7","0","1","1","4","5",16,13,31,0,0,0,0,0,0,0,0,-0.387096774193548,-0.67741935483871,0.225806451612903,0.0645161290322581,3
"3036",2009-04-04,"Fulham","Liverpool",0,1,"A",30,54,26,21,1.29032258064516,2.06451612903226,"3","6","6","6","7","3","6","9","9","10",17,4,31,0,0,0,0,1,0,0,0,0.129032258064516,1.06451612903226,-0.774193548387097,-0.0645161290322581,13
"3047",2009-04-04,"Hull","Portsmouth",0,0,"D",35,32,52,46,1.06451612903226,1.06451612903226,"0","1","4","4","4","1","4","5","5","6",18,8,31,0,0,0,0,0,0,0,0,-0.548387096774194,-0.451612903225806,0,-0.0645161290322581,10
"3056",2009-04-04,"Newcastle","Chelsea",0,2,"A",36,49,49,17,0.935483870967742,1.96774193548387,"0","1","1","1","2","0","3","6","9","12",12,2,31,0,0,0,0,0,0,0,0,-0.419354838709677,1.03225806451613,-1.03225806451613,-0.225806451612903,10
"3067",2009-04-04,"WestBrom","Stoke",0,2,"A",26,29,55,47,0.774193548387097,1.03225806451613,"1","2","2","2","2","3","3","6","7","8",18,18,31,0,0,0,0,0,0,0,0,-0.935483870967742,-0.580645161290323,-0.258064516129032,-0.193548387096774,0
"3076",2009-04-04,"WestHam","Sunderland",2,0,"H",35,29,35,39,1.32258064516129,1.03225806451613,"1","2","5","8","8","0","0","1","1","2",10,15,31,0,0,0,0,0,0,0,0,0,-0.32258064516129,0.290322580645161,0.193548387096774,-5
"3087",2009-04-05,"Everton","Wigan",4,0,"H",40,30,31,28,1.54838709677419,1.32258064516129,"0","3","4","7","8","3","6","6","6","7",5,14,31,0,0,0,0,0,0,0,0,0.290322580645161,0.0645161290322581,0.225806451612903,0.032258064516129,-9
"3096",2009-04-05,"ManUnited","AstonVilla",3,2,"H",52,43,20,36,2.19354838709677,1.67741935483871,"3","3","3","6","9","0","0","0","1","1",1,6,31,0,0,0,0,0,0,1,0,1.03225806451613,0.225806451612903,0.516129032258065,0.258064516129032,-5
"31011",2009-04-11,"Chelsea","Bolton",4,3,"H",49,32,17,44,1.96774193548387,1.09677419354839,"0","3","6","9","12","1","1","1","4","7",2,16,31,0,0,0,0,0,0,0,0,1.03225806451613,-0.387096774193548,0.870967741935484,0.0645161290322581,-14
"31111",2009-04-11,"Liverpool","Blackburn",4,0,"H",55,35,21,50,2.09375,1.0625,"3","6","9","12","12","3","4","4","7","8",4,7,32,1,0,0,0,0,0,0,0,1.0625,-0.46875,1.03125,0.03125,-3
"3129",2009-04-11,"Middlesbrough","Hull",3,1,"H",22,35,46,52,0.84375,1.0625,"0","0","1","1","4","1","1","2","5","5",13,18,32,0,0,0,0,0,0,0,0,-0.75,-0.53125,-0.21875,-0.03125,-5
"3136",2009-04-11,"Portsmouth","WestBrom",2,2,"D",34,26,48,57,1.0625,0.75,"1","2","5","6","6","0","1","2","2","2",8,18,32,0,0,0,0,0,0,0,0,-0.4375,-0.96875,0.3125,0.125,-10
"3147",2009-04-11,"Stoke","Newcastle",1,1,"D",31,36,47,51,1.09375,0.90625,"3","6","6","9","10","0","0","1","1","1",18,12,32,0,0,0,0,0,0,0,0,-0.5,-0.46875,0.1875,0.25,6
"3156",2009-04-11,"Sunderland","ManUnited",1,2,"A",29,54,41,21,1,2.21875,"0","0","0","1","1","3","6","6","6","9",15,1,32,0,0,1,0,0,0,0,0,-0.375,1.03125,-1.21875,-0.25,14
"3167",2009-04-11,"Tottenham","WestHam",1,0,"H",37,37,36,35,1.1875,1.375,"0","3","6","7","10","3","4","5","8","11",11,10,32,0,0,0,0,0,0,0,0,0.03125,0.0625,-0.1875,-0.03125,1
"3176",2009-04-11,"Wigan","Arsenal",1,4,"A",30,50,32,27,1.28125,1.8125,"0","3","6","6","6","3","6","9","12","13",14,3,32,0,0,0,0,1,0,0,0,-0.0625,0.71875,-0.53125,-0.09375,11
"3187",2009-04-12,"AstonVilla","Everton",3,3,"D",45,44,39,31,1.625,1.59375,"0","0","0","0","1","3","3","6","7","10",6,5,32,0,0,1,0,0,0,0,0,0.1875,0.40625,0.03125,-0.1875,1
"3196",2009-04-12,"ManCity","Fulham",1,3,"A",46,30,39,27,1.1875,1.25,"0","3","3","6","6","0","3","6","6","6",9,17,32,0,0,0,0,0,0,0,0,0.21875,0.09375,-0.0625,0,-8
"3207",2009-04-18,"AstonVilla","WestHam",1,1,"D",45,37,39,35,1.625,1.375,"0","0","0","0","1","3","4","5","8","11",6,10,32,0,0,1,0,0,0,0,0,0.1875,0.0625,0.25,-0.21875,-4
"32111",2009-04-18,"Middlesbrough","Fulham",0,0,"D",25,33,47,28,0.909090909090909,1.3030303030303,"3","3","3","4","4","3","3","6","9","9",13,17,33,0,0,0,0,0,0,0,0,-0.666666666666667,0.151515151515152,-0.393939393939394,-0.151515151515152,-4
"3227",2009-04-18,"Portsmouth","Bolton",1,0,"H",35,39,48,49,1.12121212121212,1.12121212121212,"3","4","5","8","9","0","3","4","4","4",8,16,33,0,0,0,0,0,0,0,0,-0.393939393939394,-0.303030303030303,0,0.151515151515152,-8
"3236",2009-04-18,"Stoke","Blackburn",1,0,"H",32,35,48,54,1.09090909090909,1.03030303030303,"1","4","7","7","10","0","3","4","4","7",18,7,33,0,0,0,0,0,0,0,0,-0.484848484848485,-0.575757575757576,0.0606060606060606,0,11
"3247",2009-04-18,"Sunderland","Hull",1,0,"H",30,36,43,55,0.96969696969697,1.03030303030303,"0","0","0","0","1","0","1","1","2","5",15,18,33,0,0,1,0,0,0,0,0,-0.393939393939394,-0.575757575757576,-0.0606060606060606,-0.121212121212121,-3
"3256",2009-04-19,"ManCity","WestBrom",4,2,"H",47,28,42,59,1.15151515151515,0.757575757575758,"0","0","3","3","6","1","1","2","3","3",9,18,33,0,0,0,0,0,0,0,0,0.151515151515152,-0.939393939393939,0.393939393939394,0.0909090909090909,-9
"3267",2009-04-19,"Tottenham","Newcastle",1,0,"H",38,37,36,52,1.24242424242424,0.909090909090909,"3","3","6","9","10","1","1","1","2","2",11,12,33,0,0,0,0,0,0,0,0,0.0606060606060606,-0.454545454545455,0.333333333333333,0.212121212121212,-1
"3276",2009-04-21,"Liverpool","Arsenal",4,4,"D",59,54,21,28,2.12121212121212,1.84848484848485,"3","6","9","12","15","3","6","9","12","15",4,3,33,1,1,0,0,1,1,0,0,1.15151515151515,0.787878787878788,0.272727272727273,0,1
"3287",2009-04-22,"Chelsea","Everton",0,0,"D",55,47,20,34,2.03030303030303,1.57575757575758,"3","6","6","9","12","1","4","4","7","8",2,5,33,0,0,0,0,0,0,0,0,1.06060606060606,0.393939393939394,0.454545454545455,0.0303030303030303,-3
"3296",2009-04-22,"ManUnited","Portsmouth",2,0,"H",56,35,21,48,2.24242424242424,1.12121212121212,"3","6","9","9","9","3","4","5","8","9",1,8,33,1,0,0,0,0,0,0,0,1.06060606060606,-0.393939393939394,1.12121212121212,0,-7
"3307",2009-04-25,"Bolton","AstonVilla",1,1,"D",39,48,49,42,1.12121212121212,1.60606060606061,"0","3","4","4","4","1","1","1","1","1",16,6,33,0,0,0,0,0,0,0,0,-0.303030303030303,0.181818181818182,-0.484848484848485,0.0909090909090909,10
"33111",2009-04-25,"Everton","ManCity",1,2,"A",47,51,34,44,1.55882352941176,1.20588235294118,"1","2","5","5","8","3","3","3","6","6",5,9,34,0,0,0,0,0,0,0,0,0.382352941176471,0.205882352941176,0.352941176470588,0.0588235294117647,-4
