"","match_date","FTR","IWH","IWD","IWA","hg1_score","hd1_score","hd2_score","hd3_score","hd4_score","hd5_score","hd6_score","hd7_score","hm1_score","hm2_score","hm3_score","hm4_score","hm5_score","hm6_score","hm7_score","hf1_score","hf2_score","hf3_score","hf4_score","ag1_score","ad1_score","ad2_score","ad3_score","ad4_score","ad5_score","ad6_score","ad7_score","am1_score","am2_score","am3_score","am4_score","am5_score","am6_score","am7_score","af1_score","af2_score","af3_score","af4_score","af5_score","ad8_score","hd8_score","FTR_H","FTR_A","FTR_D"
"2542","2011-03-05","H","2","3.3","3.3",78,69,70,80,71,0,0,0,76,75,78,0,0,0,0,74,78,75,0,72,75,78,72,67,71,0,0,74,71,72,72,0,0,0,67,0,0,0,0,0,0,1,0,0
"2543","2011-03-06","H","2.8","3.2","2.3",85,80,80,75,82,78,0,0,86,80,79,81,0,0,0,81,0,0,0,83,77,78,76,84,0,0,0,81,82,83,82,0,0,0,82,88,0,0,0,0,0,1,0,0
"2544","2011-03-06","D","2.8","3.2","2.3",73,73,68,69,71,64,0,0,71,71,73,74,0,0,0,77,0,0,0,83,78,80,76,80,0,0,0,76,83,77,77,0,0,0,82,78,0,0,0,0,0,0,0,1
"2545","2011-03-07","A","7.3","4.5","1.35",70,72,66,72,68,0,0,0,71,67,65,70,60,0,0,72,0,0,0,84,86,81,68,83,0,0,0,85,87,79,81,0,0,0,88,66,0,0,0,0,0,0,1,0
"2546","2011-03-09","D","1.6","3.6","5",82,76,80,72,80,77,78,0,82,76,0,0,0,0,0,74,80,0,0,74,76,73,78,79,76,0,0,73,73,77,73,0,0,0,78,0,0,0,0,0,0,0,0,1
"2547","2011-03-19","A","1.85","3.4","3.8",82,56,79,76,63,83,0,0,76,80,76,0,0,0,0,71,80,0,0,73,73,68,69,71,0,0,0,75,71,73,74,61,0,0,77,0,0,0,0,0,0,0,1,0
"2548","2011-03-19","D","1.85","3.4","3.8",77,73,75,78,77,72,0,0,74,74,74,0,0,0,0,77,59,0,0,70,72,66,72,68,0,0,0,74,70,67,70,0,0,0,68,71,0,0,0,0,0,0,0,1
"2549","2011-03-19","H","1.8","3.4","4",82,76,73,72,80,78,77,78,76,80,0,0,0,0,0,80,0,0,0,80,76,75,82,75,0,0,0,77,75,77,80,79,0,0,78,0,0,0,0,0,0,1,0,0
"2550","2011-03-19","H","1.35","4.5","7.3",83,78,77,76,83,84,0,0,81,82,83,0,0,0,0,79,88,0,0,79,72,74,79,81,0,0,0,73,77,0,0,0,0,0,77,76,78,72,0,0,0,1,0,0
"2551","2011-03-19","H","2.1","3.15","3.25",72,71,75,78,72,71,0,0,77,74,71,72,0,0,0,78,0,0,0,73,73,76,70,76,73,73,0,73,76,0,0,0,0,0,70,75,0,0,0,0,0,1,0,0
"2552","2011-03-19","D","1.6","3.6","5",83,78,78,80,80,81,0,0,82,83,77,84,0,0,0,82,0,0,0,78,69,72,80,71,0,0,0,76,75,75,78,0,0,0,74,78,0,0,0,0,0,0,0,1
"2553","2011-03-19","D","4.5","3.5","1.67",74,70,72,77,73,74,0,0,68,65,69,71,0,0,0,74,0,0,0,77,76,82,81,81,0,0,0,79,84,76,75,86,0,0,85,0,0,0,0,0,0,0,0,1
"2554","2011-03-19","H","2.25","3.2","2.9",72,69,73,75,71,0,0,0,71,73,79,70,71,0,0,74,0,0,0,74,76,73,78,74,79,76,0,73,78,73,0,0,0,0,78,0,0,0,0,0,0,1,0,0
"2555","2011-03-20","H","1.7","3.5","4.4",84,86,82,82,83,0,0,0,85,87,79,0,0,0,0,80,84,66,0,82,79,79,80,81,82,81,0,85,75,83,0,0,0,0,67,0,0,0,0,0,0,1,0,0
"2556","2011-03-20","A","2.7","3.2","2.4",70,72,78,73,72,72,0,0,72,72,72,0,0,0,0,75,69,0,0,85,82,80,80,82,78,0,0,80,69,81,0,0,0,0,72,72,0,0,0,0,0,0,1,0
"2557","2011-04-02","D","1.25","5","10",77,76,82,81,81,0,0,0,84,82,75,86,81,0,0,85,0,0,0,77,73,75,78,77,74,72,0,74,74,74,0,0,0,0,59,0,0,0,0,0,0,0,0,1
"2558","2011-04-02","H","2.2","3.3","2.9",74,76,78,74,79,66,76,0,77,78,0,0,0,0,0,78,74,0,0,79,67,74,79,75,0,0,0,73,77,0,0,0,0,0,77,76,78,72,0,0,0,1,0,0
"2559","2011-04-02","D","1.85","3.4","3.8",82,76,80,73,72,80,78,78,76,76,0,0,0,0,0,74,0,0,0,82,76,77,78,80,83,0,0,80,76,0,0,0,0,0,76,71,80,0,0,0,0,0,0,1
"2560","2011-04-02","H","2","3.3","3.3",73,73,70,76,58,78,0,0,73,71,76,0,0,0,0,70,75,0,0,73,73,68,69,71,0,0,0,72,71,73,74,61,0,0,73,0,0,0,0,0,0,1,0,0
"2561","2011-04-02","D","5","3.6","1.6",72,71,75,78,72,71,0,0,77,74,71,72,0,0,0,78,0,0,0,84,86,81,74,83,0,0,0,85,87,79,0,0,0,0,85,88,84,0,0,0,0,0,0,1
"2562","2011-04-02","H","2.9","3.3","2.2",74,70,72,77,73,74,0,0,68,69,71,0,0,0,0,71,74,0,0,85,82,80,80,82,78,0,0,80,69,81,0,0,0,0,72,72,0,0,0,0,0,1,0,0
"2563","2011-04-02","A","3.8","3.4","1.85",78,69,72,80,71,0,0,0,76,75,75,78,0,0,0,74,78,0,0,75,76,87,75,83,84,0,0,81,75,82,75,0,0,0,88,0,0,0,0,0,0,0,1,0
"2564","2011-04-02","D","2.75","3.3","2.3",72,69,73,75,71,0,0,0,71,73,79,70,71,0,0,77,0,0,0,83,78,78,78,80,0,0,0,76,83,77,84,0,0,0,82,78,0,0,0,0,0,0,0,1
"2565","2011-04-03","H","1.55","3.7","5.4",80,76,75,82,75,0,0,0,77,75,77,80,79,0,0,79,0,0,0,70,72,66,72,68,0,0,0,74,70,70,0,0,0,0,72,69,68,0,0,0,0,1,0,0
"2566","2011-04-03","H","1.4","3.9","7.5",82,71,79,80,81,0,0,0,85,75,81,83,0,0,0,81,86,0,0,70,72,78,72,75,0,0,0,76,72,80,72,0,0,0,75,69,0,0,0,0,0,1,0,0
"2567","2011-04-09","D","2","3.1","3.5",77,73,78,77,74,72,0,0,77,74,78,74,0,0,0,59,0,0,0,74,76,78,74,79,66,76,0,77,78,0,0,0,0,0,78,74,0,0,0,0,0,0,0,1
"2568","2011-04-09","H","1.9","3.3","3.7",79,67,74,79,76,0,0,0,77,78,0,0,0,0,0,77,76,78,72,78,69,70,80,71,0,0,0,76,75,78,0,0,0,0,74,68,75,0,0,0,0,1,0,0
"2569","2011-04-09","H","1.25","5","10",84,76,83,82,83,0,0,0,87,82,79,0,0,0,0,85,88,84,0,72,69,73,75,71,0,0,0,71,73,79,70,71,0,0,77,0,0,0,0,0,0,1,0,0
"2570","2011-04-09","H","1.4","4.1","7",75,80,76,87,83,84,0,0,78,75,83,82,0,0,0,82,0,0,0,80,76,75,82,75,0,0,0,77,75,77,80,73,0,0,79,0,0,0,0,0,0,1,0,0
"2571","2011-04-09","A","2.1","3.1","3.3",70,72,78,78,75,72,72,0,76,74,0,0,0,0,0,75,69,0,0,74,70,72,77,73,74,0,0,68,69,71,0,0,0,0,71,74,0,0,0,0,0,0,1,0
"2572","2011-04-09","H","1.7","3.5","4.4",83,78,78,77,80,81,80,0,83,84,0,0,0,0,0,78,78,0,0,72,75,68,78,72,71,0,0,77,74,71,72,0,0,0,78,0,0,0,0,0,0,1,0,0
"2573","2011-04-09","A","2.5","3.2","2.6",73,73,68,69,71,0,0,0,70,71,73,61,0,0,0,73,76,0,0,82,76,80,72,80,78,78,0,72,76,76,0,0,0,0,74,0,0,0,0,0,0,0,1,0
"2574","2011-04-10","H","1.9","3.3","3.7",82,76,77,78,80,83,0,0,80,80,0,0,0,0,0,76,71,80,0,73,73,75,70,76,78,73,0,73,71,0,0,0,0,0,75,69,0,0,0,0,0,1,0,0
"2575","2011-04-10","A","6.5","3.9","1.45",70,72,66,72,68,0,0,0,74,67,65,0,0,0,0,68,68,71,0,83,77,76,81,81,0,0,0,79,86,84,75,86,0,0,85,0,0,0,0,0,0,0,1,0
"2576","2011-04-11","H","2.3","3.2","2.8",85,70,80,75,82,78,0,0,80,69,81,0,0,0,0,78,78,0,0,82,71,79,80,81,82,81,0,81,83,0,0,0,0,0,67,86,0,0,0,0,0,1,0,0
"2577","2011-04-16","H","2","3.2","3.4",74,76,78,74,79,66,76,0,77,78,0,0,0,0,0,78,74,0,0,70,72,78,75,64,72,0,0,76,72,72,0,0,0,0,75,69,0,0,0,0,0,1,0,0
"2578","2011-04-16","A","2.3","3.3","2.75",67,66,66,72,68,0,0,0,74,70,65,0,0,0,0,68,68,71,0,72,69,69,75,71,0,0,0,71,73,79,70,71,0,0,77,0,0,0,0,0,0,0,1,0
"2579","2011-04-16","H","1.8","3.4","4",82,76,80,72,80,78,78,0,72,76,76,0,0,0,0,74,0,0,0,77,73,75,74,77,74,72,0,77,74,0,0,0,0,0,77,59,0,0,0,0,0,1,0,0
"2580","2011-04-16","A","4.4","3.5","1.7",74,70,72,77,73,74,0,0,68,65,69,71,0,0,0,74,0,0,0,84,86,72,82,83,0,0,0,85,87,82,0,0,0,0,88,80,84,0,0,0,0,0,1,0
"2581","2011-04-16","A","2.1","3.2","3.2",78,69,72,80,71,0,0,0,76,75,75,72,0,0,0,78,68,0,0,82,76,77,78,80,83,0,0,80,80,76,0,0,0,0,71,76,0,0,0,0,0,0,1,0
"2582","2011-04-17","D","1.75","3.4","4.3",69,77,76,78,81,0,0,0,79,86,84,75,81,0,0,85,0,0,0,85,70,80,75,82,78,0,0,80,69,81,0,0,0,0,79,79,0,0,0,0,0,0,0,1
"2583","2011-04-19","D","4.8","3.4","1.65",67,73,70,76,78,73,73,0,73,71,0,0,0,0,0,70,75,0,0,83,80,76,87,84,0,0,0,78,81,82,83,0,0,0,79,88,0,0,0,0,0,0,0,1
"2584","2011-04-20","H","1.22","5.3","11",84,76,86,84,83,0,0,0,85,87,82,0,0,0,0,88,80,84,0,74,76,78,74,79,66,76,0,73,78,82,0,0,0,0,78,0,0,0,0,0,0,1,0,0
"2585","2011-04-20","D","2.5","3.3","2.5",83,78,78,80,80,81,80,0,83,84,0,0,0,0,0,78,78,0,0,69,76,82,78,81,0,0,0,79,86,84,82,81,0,0,85,0,0,0,0,0,0,0,0,1
"2586","2011-04-23","D","1.8","3.4","4",82,76,77,78,80,83,0,0,80,80,76,0,0,0,0,71,76,0,0,72,75,68,78,72,71,0,0,77,74,71,72,0,0,0,78,0,0,0,0,0,0,0,0,1
"2587","2011-04-23","D","2.6","3.35","2.4",67,72,66,72,68,0,0,0,74,65,70,63,0,0,0,68,68,0,0,67,73,70,76,78,73,73,0,73,76,0,0,0,0,0,70,75,0,0,0,0,0,0,0,1
"2588","2011-04-23","H","1.25","5","10",84,86,84,82,83,0,0,0,85,87,82,0,0,0,0,88,80,84,0,78,69,71,72,72,71,0,0,76,75,68,0,0,0,0,74,78,0,0,0,0,0,1,0,0
"2589","2011-04-23","H","1.5","3.8","5.7",85,70,80,82,78,80,0,0,80,79,69,81,0,0,0,78,0,0,0,74,76,73,78,74,79,76,0,77,73,82,0,0,0,0,78,0,0,0,0,0,0,1,0,0
"2590","2011-04-23","H","1.45","3.9","6.5",83,77,80,85,75,83,0,0,78,75,83,0,0,0,0,79,88,0,0,82,76,73,72,80,78,77,78,76,76,0,0,0,0,0,74,0,0,0,0,0,0,1,0,0
"2591","2011-04-23","H","2.1","3.2","3.2",70,72,78,75,64,72,0,0,76,72,72,0,0,0,0,75,69,0,0,72,69,69,75,71,0,0,0,71,73,79,70,71,0,0,77,0,0,0,0,0,0,1,0,0
"2592","2011-04-23","D","1.65","3.5","4.6",83,78,80,77,80,81,80,0,83,84,0,0,0,0,0,82,78,0,0,74,70,72,77,73,74,0,0,68,69,71,0,0,0,0,74,81,0,0,0,0,0,0,0,1
"2593","2011-04-23","D","2.3","3.2","2.8",73,73,71,73,64,0,0,0,70,71,73,74,61,0,0,76,0,0,0,80,76,75,82,75,0,0,0,75,77,77,71,80,70,0,0,0,0,0,0,0,0,0,0,1
"2594","2011-04-24","H","4.3","3.4","1.75",79,72,74,79,76,75,0,0,77,78,0,0,0,0,0,77,76,72,0,69,76,82,78,81,0,0,0,86,84,82,75,81,0,0,85,0,0,0,0,0,0,1,0,0
"2595","2011-04-25","A","3.1","3.3","2.1",77,73,75,74,77,74,72,0,77,74,0,0,0,0,0,76,75,0,0,82,79,78,80,81,82,0,0,85,75,81,83,0,0,0,81,0,0,0,0,0,0,0,1,0
"2596","2011-04-26","H","1.85","3.3","3.9",72,75,68,78,72,71,0,0,77,74,71,72,0,0,0,78,0,0,0,73,73,71,73,74,64,0,0,71,73,61,74,0,0,0,76,0,0,0,0,0,0,1,0,0
"2597","2011-04-27","H","1.8","3.4","4",80,76,75,82,75,0,0,0,75,77,77,71,80,70,0,0,0,0,0,79,72,74,79,76,75,0,0,73,77,78,0,0,0,0,77,76,0,0,0,0,0,1,0,0
"2598","2011-04-30","H","1.85","3.4","3.8",77,73,75,74,77,74,72,0,74,74,0,0,0,0,0,76,75,0,0,61,72,79,76,75,75,0,0,73,72,0,0,0,0,0,77,76,67,0,0,0,0,1,0,0
"2599","2011-04-30","D","2.5","3.3","2.5",67,72,66,72,68,0,0,0,74,65,70,63,0,0,0,68,68,0,0,72,75,68,78,72,71,0,0,74,71,72,72,0,0,0,78,0,0,0,0,0,0,0,0,1
"2600","2011-04-30","H","1.55","3.8","5.2",84,86,83,82,83,0,0,0,85,87,82,0,0,0,0,88,84,66,0,83,78,80,77,80,81,0,0,82,83,77,84,0,0,0,78,0,0,0,0,0,0,1,0,0
"2601","2011-04-30","A","2.3","3","3",70,72,78,75,64,72,0,0,76,72,74,72,72,0,0,0,0,0,0,80,76,75,74,75,0,0,0,75,77,71,70,73,0,0,79,0,0,0,0,0,0,0,1,0
"2602","2011-04-30","H","2.4","3","2.9",74,68,70,72,77,74,0,0,65,69,0,0,0,0,0,71,74,71,0,82,76,77,78,80,83,0,0,80,80,76,0,0,0,0,76,71,0,0,0,0,0,1,0,0
"2603","2011-04-30","D","2.5","3.3","2.5",72,69,73,75,71,0,0,0,71,73,79,70,71,0,0,77,0,0,0,82,76,72,80,78,77,78,0,82,76,80,0,0,0,0,72,0,0,0,0,0,0,0,0,1
"2604","2011-05-01","H","2.5","3.2","2.6",69,76,82,78,81,0,0,0,84,76,82,75,81,0,0,85,0,0,0,83,87,85,75,84,0,0,0,78,81,75,83,0,0,0,79,88,0,0,0,0,0,1,0,0
"2605","2011-05-01","D","2","3.3","3.3",74,76,73,78,74,79,76,0,77,78,0,0,0,0,0,78,74,0,0,73,68,69,71,73,74,64,0,71,73,61,0,0,0,0,76,0,0,0,0,0,0,0,0,1
"2606","2011-05-01","H","1.4","4.1","7",85,70,80,80,82,78,0,0,80,79,69,81,0,0,0,78,0,0,0,67,73,70,76,78,73,73,0,73,76,0,0,0,0,0,70,75,0,0,0,0,0,1,0,0
"2607","2011-05-01","H","1.42","4","7",82,79,78,80,81,82,0,0,85,75,81,83,0,0,0,81,0,0,0,78,71,72,72,70,80,0,0,76,74,68,0,0,0,0,74,68,0,0,0,0,0,1,0,0
"2608","2011-05-07","D","1.9","3.4","3.6",82,76,77,78,80,83,0,0,80,80,76,0,0,0,0,71,76,0,0,72,69,73,75,71,0,0,0,71,73,79,70,71,0,0,77,0,0,0,0,0,0,0,0,1
"2609","2011-05-07","A","1.85","3.4","3.8",79,72,74,79,76,75,0,0,77,78,0,0,0,0,0,77,76,72,0,70,72,78,78,72,64,72,0,72,74,72,72,0,0,0,0,0,0,0,0,0,0,0,1,0
"2610","2011-05-07","H","2.6","3.2","2.5",82,76,80,72,80,78,77,78,82,76,0,0,0,0,0,72,0,0,0,82,79,78,80,81,81,0,0,85,75,83,78,0,0,0,67,0,0,0,0,0,0,1,0,0
"2611","2011-05-07","H","2","3.4","3.2",67,73,75,76,78,73,73,0,73,76,0,0,0,0,0,70,75,0,0,74,76,73,78,79,76,0,0,73,77,73,78,0,0,0,78,0,0,0,0,0,0,1,0,0
"2612","2011-05-07","D","1.25","5","10",83,80,77,80,81,70,0,0,83,77,84,0,0,0,0,82,78,0,0,67,72,66,72,68,0,0,0,74,65,70,0,0,0,0,68,68,68,0,0,0,0,0,0,1
"2613","2011-05-07","D","1.9","3.4","3.6",78,69,71,72,72,71,0,0,76,74,68,0,0,0,0,74,78,0,0,77,75,74,77,72,0,0,0,74,74,78,74,0,0,0,77,75,0,0,0,0,0,0,0,1
"2614","2011-05-08","H","2.1","3.2","3.2",83,80,87,85,75,83,0,0,81,82,75,0,0,0,0,79,88,0,0,84,86,82,82,83,0,0,0,85,87,82,0,0,0,0,88,80,84,0,0,0,0,1,0,0
"2615","2011-05-08","H","4.6","3.5","1.67",72,75,68,78,72,71,0,0,74,71,72,72,0,0,0,78,0,0,0,69,76,82,78,76,0,0,0,76,82,75,86,81,0,0,85,0,0,0,0,0,0,1,0,0
"2616","2011-05-08","H","2.2","3.3","2.9",73,68,69,73,74,64,0,0,70,71,74,61,0,0,0,76,0,0,0,74,68,70,72,74,0,0,0,65,69,74,71,0,0,0,71,74,0,0,0,0,0,1,0,0
"2617","2011-05-09","A","2.8","3.2","2.3",80,76,75,82,75,0,0,0,75,77,77,71,80,70,0,0,0,0,0,85,70,80,80,82,78,0,0,80,79,69,81,0,0,0,76,0,0,0,0,0,0,0,1,0
"2618","2011-05-10","H","2","3.4","3.2",82,79,78,80,81,81,0,0,85,75,81,83,0,0,0,67,0,0,0,75,78,80,80,70,0,0,0,82,83,78,77,84,0,0,78,0,0,0,0,0,0,1,0,0
"2619","2011-05-14","D","4.5","3.1","1.8",77,73,75,74,77,74,72,0,74,74,74,0,0,0,0,75,0,0,0,75,77,87,85,75,83,0,0,81,82,83,0,0,0,0,79,88,0,0,0,0,0,0,0,1
"2620","2011-05-14","H","2","3.4","3.2",67,72,66,72,68,0,0,0,74,67,65,70,0,0,0,68,68,0,0,79,72,74,79,76,75,0,0,72,77,78,0,0,0,0,77,72,0,0,0,0,0,1,0,0
"2621","2011-05-14","A","2.4","3.3","2.6",70,72,78,78,64,72,0,0,72,74,74,72,72,0,0,0,0,0,0,73,68,69,73,74,64,0,0,70,71,74,61,0,0,0,76,0,0,0,0,0,0,0,1,0
"2622","2011-05-14","H","2.5","3.3","2.5",74,72,77,75,73,74,0,0,68,69,71,0,0,0,0,71,74,0,0,82,76,80,73,72,80,78,78,82,76,0,0,0,0,0,72,0,0,0,0,0,0,1,0,0
"2623","2011-05-15","A","1.25","5","10",69,82,81,83,76,0,0,0,76,82,75,86,81,0,0,85,0,0,0,82,76,77,78,80,83,0,0,76,80,80,76,0,0,0,71,0,0,0,0,0,0,0,1,0
"2624","2011-05-15","A","1.9","3.4","3.6",74,76,73,78,79,66,0,0,73,77,78,0,0,0,0,77,74,0,0,80,76,75,82,74,0,0,0,73,77,71,80,0,0,0,78,79,0,0,0,0,0,0,1,0
"2625","2011-05-15","D","1.22","5.3","11",84,83,86,82,83,0,0,0,79,87,67,79,0,0,0,85,66,0,0,67,73,75,76,58,78,72,73,73,0,0,0,0,0,0,70,75,0,0,0,0,0,0,0,1
"2626","2011-05-15","A","1.85","3.4","3.8",85,70,80,80,82,78,0,0,79,69,81,0,0,0,0,78,78,0,0,75,77,80,80,70,0,0,0,82,83,77,77,84,0,0,78,0,0,0,0,0,0,0,1,0
"2627","2011-05-15","H","1.9","3.4","3.6",72,69,73,75,71,0,0,0,71,73,79,70,71,0,0,77,0,0,0,78,71,72,66,70,71,0,0,74,76,71,0,0,0,0,74,75,0,0,0,0,0,1,0,0
"2628","2011-05-17","H","1.35","4.5","7.3",82,79,78,80,81,81,0,0,85,75,81,83,0,0,0,86,0,0,0,77,71,68,78,67,71,0,0,70,71,72,72,0,0,0,67,0,0,0,0,0,0,1,0,0
"2629","2011-05-22","H","2.8","3.2","2.3",82,76,77,78,80,83,0,0,76,80,80,76,0,0,0,71,0,0,0,85,70,80,75,82,78,0,0,80,80,69,81,0,0,0,78,0,0,0,0,0,0,1,0,0
"2630","2011-05-22","A","4.4","3.5","1.7",79,72,74,79,76,75,0,0,72,78,0,0,0,0,0,77,76,72,0,82,71,78,80,81,82,0,0,85,75,81,83,0,0,0,86,0,0,0,0,0,0,0,1,0
"2631","2011-05-22","H","2.8","3.1","2.4",82,76,80,73,72,80,77,78,82,76,0,0,0,0,0,74,0,0,0,84,83,86,82,83,0,0,0,85,87,82,0,0,0,0,85,84,66,0,0,0,0,1,0,0
"2632","2011-05-22","D","3.3","3.3","2",80,76,82,74,59,0,0,0,73,77,71,80,0,0,0,78,79,0,0,69,82,83,78,76,0,0,0,79,84,76,75,0,0,0,82,85,0,0,0,0,0,0,0,1
"2633","2011-05-22","H","1.65","3.8","4",83,77,77,87,84,0,0,0,78,82,75,83,82,0,0,82,0,0,0,67,72,66,72,68,0,0,0,74,67,65,70,0,0,0,68,68,0,0,0,0,0,1,0,0
"2634","2011-05-22","D","1.9","3.3","3.7",67,73,75,76,58,72,73,0,73,71,0,0,0,0,0,70,75,0,0,74,70,72,77,73,74,0,0,68,65,69,74,0,0,0,72,0,0,0,0,0,0,0,0,1
"2635","2011-05-22","A","2.8","3.2","2.3",72,71,68,78,72,71,0,0,77,74,71,72,0,0,0,78,0,0,0,72,69,73,75,71,0,0,0,73,79,70,71,0,0,0,77,70,0,0,0,0,0,0,1,0
"2636","2011-05-22","H","1.55","4","4.6",75,77,80,80,80,70,0,0,82,83,77,0,0,0,0,78,82,0,0,74,76,74,78,74,79,76,0,73,73,78,0,0,0,0,78,0,0,0,0,0,0,1,0,0
"2637","2011-05-22","A","2","3.3","3.3",78,71,66,70,71,0,0,0,74,76,74,71,68,0,0,75,0,0,0,70,72,78,72,64,72,0,0,72,74,72,72,0,0,0,75,0,0,0,0,0,0,0,1,0
"2638","2011-05-22","A","2","3.3","3.3",73,68,69,73,74,64,0,0,71,74,73,61,0,0,0,76,0,0,0,77,73,75,74,77,74,72,0,74,74,74,0,0,0,0,75,0,0,0,0,0,0,0,1,0
"2639","2011-08-13","A","2","3.3","3.3",78,67,59,68,74,0,0,0,76,70,76,77,78,0,0,71,0,0,0,77,74,72,75,73,0,0,0,73,73,77,77,0,0,0,78,77,0,0,0,0,0,0,1,0
"2640","2011-08-13","D","2.2","3.2","3",80,75,76,81,72,0,0,0,75,77,80,78,0,0,0,76,80,0,0,82,65,75,78,74,0,0,0,73,77,77,0,0,0,0,75,82,70,0,0,0,0,0,0,1
"2641","2011-08-13","D","1.4","4.1","7",85,69,83,78,80,80,0,0,80,82,77,0,0,0,0,78,86,0,0,74,73,76,74,72,74,78,76,75,81,0,0,0,0,0,81,0,0,0,0,0,0,0,0,1
"2642","2011-08-13","D","3.7","3.3","1.9",78,75,76,80,78,74,78,0,75,80,0,0,0,0,0,71,82,0,0,79,78,83,83,75,0,0,0,77,81,82,83,0,0,0,84,86,0,0,0,0,0,0,0,1
"2643","2011-08-13","A","2.3","3.2","2.8",76,70,68,67,69,0,0,0,69,73,78,71,0,0,0,72,73,0,0,77,71,73,79,72,0,0,0,73,76,76,0,0,0,0,75,75,74,0,0,0,0,0,1,0
"2644","2011-08-13","D","1.9","3.3","3.7",77,74,68,73,68,0,0,0,71,74,72,69,72,0,0,70,0,0,0,74,69,68,68,72,0,0,0,70,69,75,70,0,0,0,73,75,0,0,0,0,0,0,0,1
"2645","2011-08-14","D","5.4","3.7","1.55",76,76,77,78,71,74,0,0,80,77,75,75,0,0,0,77,0,0,0,84,83,85,79,85,0,0,0,84,80,79,0,0,0,0,79,82,84,0,0,0,0,0,0,1
"2646","2011-08-14","A","5.4","3.7","1.55",78,75,75,73,71,71,0,0,75,71,74,69,0,0,0,75,0,0,0,78,78,89,84,76,83,0,0,78,77,86,0,0,0,0,90,79,0,0,0,0,0,0,1,0
"2647","2011-08-15","H","1.22","5.3","11",83,80,85,82,82,80,0,0,88,81,80,85,0,0,0,83,0,0,0,81,71,70,74,69,0,0,0,69,73,75,0,0,0,0,71,74,73,0,0,0,0,1,0,0
"2648","2011-08-20","A","2.3","3.2","2.8",79,63,78,83,83,0,0,0,71,78,77,83,82,0,0,86,0,0,0,85,77,83,78,80,80,0,0,80,82,77,78,0,0,0,78,0,0,0,0,0,0,0,1,0
"2649","2011-08-20","H","1.7","3.5","4.4",82,65,75,78,74,0,0,0,73,77,77,0,0,0,0,75,82,70,0,78,67,68,77,74,0,0,0,76,76,77,78,0,0,0,72,71,0,0,0,0,0,1,0,0
"2650","2011-08-20","H","1.25","5","10",74,83,85,79,85,0,0,0,84,80,79,0,0,0,0,83,79,84,0,78,75,75,73,71,71,0,0,75,71,74,69,0,0,0,75,0,0,0,0,0,0,1,0,0
"2651","2011-08-20","A","1.5","3.9","5.5",80,76,76,80,74,76,80,0,69,77,78,0,0,0,0,79,0,0,0,76,68,70,67,69,67,0,0,71,73,78,71,0,0,0,62,0,0,0,0,0,0,0,1,0
"2652","2011-08-20","A","2.1","3.2","3.2",74,73,76,74,72,74,78,76,75,81,0,0,0,0,0,81,0,0,0,78,75,76,80,78,74,78,0,75,80,70,0,0,0,0,71,0,0,0,0,0,0,0,1,0
"2653","2011-08-20","D","2.2","3.2","3",81,71,70,74,69,0,0,0,69,73,73,75,0,0,0,74,73,0,0,77,73,74,73,68,0,0,0,71,74,72,69,72,0,0,70,0,0,0,0,0,0,0,0,1
"2654","2011-08-21","A","4.4","3.5","1.7",77,71,73,79,72,0,0,0,73,76,76,0,0,0,0,75,75,74,0,83,79,80,85,82,82,82,0,88,85,0,0,0,0,0,87,83,0,0,0,0,0,0,1,0
"2655","2011-08-21","D","2.4","3.2","2.7",74,68,69,68,72,0,0,0,69,70,71,71,0,0,0,73,66,0,0,76,76,77,78,74,0,0,0,80,77,75,75,75,0,0,77,0,0,0,0,0,0,0,0,1
"2656","2011-08-21","H","2.2","3.2","3",77,74,72,75,73,0,0,0,73,73,77,77,0,0,0,78,77,0,0,80,75,76,81,72,0,0,0,75,69,77,80,78,0,0,76,0,0,0,0,0,0,1,0,0
"2657","2011-08-22","H","1.5","3.9","5.5",78,76,78,78,83,84,0,0,78,77,86,0,0,0,0,90,79,0,0,81,78,80,78,80,85,70,0,78,81,86,0,0,0,0,81,0,0,0,0,0,0,1,0,0
"2658","2011-08-27","D","2","3.3","3.3",82,75,78,68,74,0,0,0,73,77,77,0,0,0,0,75,82,70,0,77,74,72,75,73,0,0,0,73,73,77,77,0,0,0,78,77,0,0,0,0,0,0,0,1
"2659","2011-08-27","A","2.7","3.2","2.4",78,67,59,74,79,74,0,0,76,76,77,78,0,0,0,71,0,0,0,80,76,76,80,74,80,0,0,61,69,79,77,0,0,0,73,0,0,0,0,0,0,0,1,0
"2660","2011-08-27","H","1.2","5.5","12",74,85,79,83,85,0,0,0,84,80,79,0,0,0,0,86,82,84,0,74,68,69,68,68,72,0,0,70,75,71,0,0,0,0,73,66,0,0,0,0,0,1,0,0
"2661","2011-08-27","H","1.35","4.5","7.3",85,77,83,78,80,80,0,0,80,82,77,78,0,0,0,86,0,0,0,77,71,73,79,72,0,0,0,73,76,76,0,0,0,0,75,75,74,0,0,0,0,1,0,0
"2662","2011-08-27","D","2.3","3.2","2.8",81,71,70,74,69,0,0,0,69,73,73,75,0,0,0,74,73,0,0,74,73,76,78,74,72,74,78,75,81,0,0,0,0,0,81,0,0,0,0,0,0,0,0,1
"2663","2011-08-27","H","2.25","3.2","2.9",77,74,68,73,68,0,0,0,71,72,69,72,0,0,0,70,74,0,0,76,63,68,70,67,69,0,0,71,73,78,71,0,0,0,62,0,0,0,0,0,0,1,0,0
