"","match_date","FTR","IWH","IWD","IWA","hg1_score","hd1_score","hd2_score","hd3_score","hd4_score","hd5_score","hd6_score","hd7_score","hm1_score","hm2_score","hm3_score","hm4_score","hm5_score","hm6_score","hm7_score","hf1_score","hf2_score","hf3_score","hf4_score","ag1_score","ad1_score","ad2_score","ad3_score","ad4_score","ad5_score","ad6_score","ad7_score","am1_score","am2_score","am3_score","am4_score","am5_score","am6_score","am7_score","af1_score","af2_score","af3_score","af4_score","af5_score","ad8_score","hd8_score","FTR_H","FTR_A","FTR_D"
"3628","2014-02-01","H","1.45","4","7",81,77,68,72,80,83,0,0,72,61,61,74,80,0,0,0,0,0,0,79,71,77,69,71,73,71,0,72,74,0,0,0,0,0,79,71,0,0,0,0,0,1,0,0
"3629","2014-02-01","A","3","3.3","2.25",79,77,80,74,75,0,0,0,73,79,75,77,75,0,0,78,0,0,0,75,72,70,72,63,77,0,0,73,74,78,76,0,0,0,69,0,0,0,0,0,0,0,1,0
"3630","2014-02-01","D","3.8","3.45","1.9",68,75,67,71,71,71,76,68,0,0,0,0,0,0,0,66,71,0,0,84,79,79,73,82,0,0,0,87,57,80,81,0,0,0,80,84,0,0,0,0,67,0,0,1
"3631","2014-02-01","A","1.9","3.45","3.8",79,75,76,73,74,78,79,0,79,75,68,0,0,0,0,71,0,0,0,71,72,76,73,75,59,71,0,77,60,0,0,0,0,0,77,75,0,0,0,0,0,0,1,0
"3632","2014-02-01","H","5.4","3.7","1.6",81,72,78,72,73,0,0,0,75,73,73,0,0,0,0,81,77,77,0,82,79,78,78,82,82,0,0,82,78,79,0,0,0,0,87,89,0,0,0,0,0,1,0,0
"3633","2014-02-01","H","2.65","3.3","2.5",76,73,74,70,70,70,0,0,78,77,75,75,0,0,0,77,0,0,0,73,74,76,79,69,70,0,0,76,74,74,75,0,0,0,80,0,0,0,0,0,0,1,0,0
"3634","2014-02-02","H","1.22","5.5","12",79,81,77,80,80,0,0,0,82,54,77,85,0,0,0,80,80,0,0,73,67,68,69,72,69,0,0,67,73,72,0,0,0,0,75,69,0,0,0,0,0,1,0,0
"3635","2014-02-02","D","5.4","3.7","1.6",78,68,73,76,69,0,0,0,75,74,76,78,0,0,0,60,74,0,0,80,75,63,81,80,0,0,0,83,75,80,76,0,0,0,80,86,0,0,0,0,0,0,0,1
"3636","2014-02-03","A","1.85","3.45","4",83,79,78,82,86,77,0,0,88,85,86,0,0,0,0,83,83,0,0,85,80,83,77,82,80,0,0,85,87,80,83,0,0,0,84,0,0,0,0,0,0,0,1,0
"3637","2014-02-08","A","2.1","3.2","3.4",79,71,74,69,71,73,71,0,72,74,0,0,0,0,0,73,79,0,0,76,73,74,70,70,70,0,0,78,77,75,75,0,0,0,77,0,0,0,0,0,0,0,1,0
"3638","2014-02-08","H","1.3","5","9",85,80,77,82,80,0,0,0,85,81,87,82,83,0,0,84,0,0,0,79,62,75,76,73,74,78,0,79,75,68,0,0,0,0,62,0,0,0,0,0,0,1,0,0
"3639","2014-02-08","H","2.4","3.1","2.9",73,68,68,69,72,0,0,0,67,70,68,73,72,0,0,75,0,0,0,78,68,68,73,69,0,0,0,75,74,75,76,78,0,0,75,0,0,0,0,0,0,1,0,0
"3640","2014-02-08","H","2.2","3.3","3.1",80,75,63,81,80,0,0,0,83,75,80,76,0,0,0,80,86,0,0,79,81,77,80,80,0,0,0,82,54,77,85,82,0,0,80,0,0,0,0,0,0,1,0,0
"3641","2014-02-08","D","9","5","1.3",78,75,73,73,72,0,0,0,76,73,73,74,70,0,0,74,0,0,0,83,79,82,86,81,81,0,0,88,85,86,0,0,0,0,84,83,0,0,0,0,0,0,0,1
"3642","2014-02-08","D","1.6","3.7","5.4",75,73,72,70,72,74,77,0,73,78,76,0,0,0,0,69,0,0,0,81,68,72,78,72,0,0,0,75,76,73,73,0,0,0,77,77,0,0,0,0,0,0,0,1
"3643","2014-02-08","A","1.95","3.35","3.7",71,72,76,73,75,59,71,0,77,60,0,0,0,0,0,77,71,0,0,68,75,67,71,71,76,74,68,0,0,0,0,0,0,0,66,71,0,0,0,67,0,0,1,0
"3644","2014-02-08","H","1.7","3.6","4.7",81,76,76,79,69,0,0,0,76,76,74,75,60,0,0,80,0,0,0,73,74,70,73,73,0,0,0,72,59,72,63,0,0,0,74,59,0,0,0,0,0,1,0,0
"3645","2014-02-09","D","1.2","5.8","13",82,77,78,87,82,82,0,0,82,79,79,0,0,0,0,87,89,0,0,79,77,74,74,74,75,0,0,73,75,74,75,0,0,0,61,0,0,0,0,0,0,0,0,1
"3646","2014-02-09","H","2.1","3.3","3.3",84,79,79,73,82,0,0,0,87,81,57,80,81,0,0,80,0,0,0,81,77,72,72,80,83,0,0,61,74,80,80,71,0,0,0,0,0,0,0,0,0,1,0,0
"3647","2014-02-11","D","2.3","3.3","2.9",73,74,70,70,73,0,0,0,59,70,71,63,0,0,0,73,59,0,0,79,71,77,69,71,71,65,0,71,72,0,0,0,0,0,73,79,0,0,0,0,0,0,0,1
"3648","2014-02-11","A","2.85","3.2","2.4",68,75,67,71,65,71,76,74,0,0,0,0,0,0,0,66,71,0,0,75,72,70,72,63,74,77,0,73,78,76,0,0,0,0,69,0,0,0,0,0,68,0,1,0
"3649","2014-02-11","D","6.1","4","1.5",78,68,73,70,69,0,0,0,57,75,75,78,0,0,0,60,70,0,0,85,80,77,82,80,0,0,0,85,87,82,80,83,0,0,84,0,0,0,0,0,0,0,0,1
"3650","2014-02-11","H","2","3.3","3.6",76,73,74,70,70,70,0,0,78,77,75,75,0,0,0,77,0,0,0,78,75,73,73,72,0,0,0,76,73,75,74,70,0,0,74,0,0,0,0,0,0,1,0,0
"3651","2014-02-12","D","2.2","3.3","3.1",79,81,80,80,78,0,0,0,82,54,80,85,82,0,0,80,0,0,0,82,77,78,87,83,82,0,0,82,78,79,0,0,0,0,87,89,0,0,0,0,0,0,0,1
"3652","2014-02-12","A","7","4","1.45",79,77,74,74,74,75,0,0,73,75,74,75,0,0,0,78,0,0,0,80,75,63,81,80,0,0,0,83,75,80,76,0,0,0,80,86,0,0,0,0,0,0,1,0
"3653","2014-02-12","A","2.75","3.3","2.4",79,75,76,73,74,78,0,0,75,68,77,0,0,0,0,79,62,0,0,84,80,79,73,82,0,0,0,87,79,81,80,81,0,0,80,0,0,0,0,0,0,0,1,0
"3654","2014-02-12","D","2.4","3.3","2.75",81,72,78,72,73,0,0,0,75,73,73,0,0,0,0,81,77,77,0,81,76,76,79,69,0,0,0,76,77,77,74,75,0,0,80,0,0,0,0,0,0,0,0,1
"3655","2014-02-22","H","1.27","5.2","10",79,81,77,80,80,0,0,0,82,80,85,82,0,0,0,80,80,0,0,71,72,73,75,72,59,71,0,77,60,0,0,0,0,0,77,81,0,0,0,0,0,1,0,0
"3656","2014-02-22","A","2.3","3.3","2.9",73,74,69,69,73,0,0,0,68,57,71,63,0,0,0,73,59,0,0,74,75,71,65,71,76,74,68,0,0,0,0,0,0,0,66,71,0,0,0,67,0,0,1,0
"3657","2014-02-22","H","1.5","4","6.1",85,80,83,77,80,0,0,0,85,81,87,82,83,0,0,84,0,0,0,81,77,72,72,80,83,0,0,61,74,80,80,71,0,0,0,0,0,0,0,0,0,1,0,0
"3658","2014-02-22","A","5.1","3.6","1.65",73,68,68,69,72,69,0,0,70,68,73,0,0,0,0,75,71,0,0,82,78,87,83,82,0,0,0,82,79,61,79,0,0,0,87,89,0,0,0,0,0,0,1,0
"3659","2014-02-22","H","1.15","7","15",83,79,78,82,86,0,0,0,88,81,84,86,0,0,0,83,83,0,0,81,72,78,72,73,0,0,0,75,73,73,0,0,0,0,81,77,77,0,0,0,0,1,0,0
"3660","2014-02-22","D","1.8","3.5","4.2",78,68,73,76,69,0,0,0,57,75,75,76,0,0,0,60,71,0,0,79,79,74,80,74,75,0,0,79,75,75,75,0,0,0,74,0,0,0,0,0,0,0,0,1
"3661","2014-02-22","H","2.65","3.3","2.5",76,73,74,70,70,70,0,0,78,77,75,75,0,0,0,77,0,0,0,75,72,70,72,63,74,77,0,73,78,76,0,0,0,0,69,0,0,0,0,0,0,1,0,0
"3662","2014-02-23","H","1.27","5.2","10",80,63,82,81,79,0,0,0,83,75,80,76,0,0,0,80,86,0,0,81,76,76,79,72,0,0,0,76,76,74,74,75,0,0,80,0,0,0,0,0,0,1,0,0
"3663","2014-02-23","H","2.1","3.3","3.3",79,62,73,74,81,78,79,0,75,77,0,0,0,0,0,79,79,0,0,79,71,77,69,71,71,0,0,72,74,74,0,0,0,0,73,79,0,0,0,0,0,1,0,0
"3664","2014-02-23","H","4","3.45","1.85",78,75,73,73,72,0,0,0,76,73,75,74,70,0,0,76,0,0,0,84,79,73,73,82,0,0,0,87,79,81,80,81,0,0,80,0,0,0,0,0,0,1,0,0
"3665","2014-03-01","H","1.5","4","6.1",81,77,68,72,72,83,0,0,61,74,80,71,0,0,0,75,0,0,0,76,73,74,70,70,70,0,0,78,77,75,75,0,0,0,77,0,0,0,0,0,0,1,0,0
"3666","2014-03-01","A","7.3","4.4","1.4",79,74,80,74,75,0,0,0,73,79,75,75,79,0,0,78,0,0,0,85,80,83,77,80,0,0,0,85,87,82,80,0,0,0,80,82,0,0,0,0,0,0,1,0
"3667","2014-03-01","A","2.3","3.2","3",74,75,71,65,71,76,74,68,0,0,0,0,0,0,0,66,71,0,0,79,62,77,73,74,78,79,0,75,77,0,0,0,0,0,62,79,0,0,0,0,67,0,1,0
"3668","2014-03-01","A","3.8","3.45","1.9",75,72,78,70,63,74,77,0,73,78,76,0,0,0,0,69,0,0,0,80,63,82,81,79,0,0,0,77,83,75,80,0,0,0,80,86,0,0,0,0,0,0,1,0
"3669","2014-03-01","H","5.4","3.7","1.6",81,72,78,72,73,0,0,0,75,78,73,73,0,0,0,81,77,0,0,79,81,80,80,78,0,0,0,82,80,85,82,0,0,0,80,80,0,0,0,0,0,1,0,0
"3670","2014-03-02","H","2","3.3","3.6",79,71,77,69,71,71,0,0,72,74,74,0,0,0,0,73,79,0,0,78,75,73,73,72,0,0,0,76,73,75,74,70,0,0,74,0,0,0,0,0,0,1,0,0
"3671","2014-03-02","D","1.8","3.5","4.2",81,76,76,79,69,0,0,0,76,76,77,74,75,0,0,80,0,0,0,73,68,68,69,72,69,0,0,67,70,68,72,0,0,0,75,0,0,0,0,0,0,0,0,1
"3672","2014-03-02","H","1.35","4.8","7.6",84,62,79,73,82,0,0,0,81,80,81,72,0,0,0,80,84,0,0,73,74,69,70,73,73,0,0,72,70,59,0,0,0,0,74,73,0,0,0,0,0,1,0,0
"3673","2014-03-08","H","2.2","3.3","3.1",73,74,70,73,73,0,0,0,72,59,70,71,0,0,0,73,59,0,0,79,74,74,80,74,75,0,0,75,75,75,0,0,0,0,74,61,0,0,0,0,0,1,0,0
"3674","2014-03-08","H","1.55","3.9","5.6",85,80,83,77,80,0,0,0,85,81,87,80,0,0,0,84,80,0,0,84,80,79,79,73,82,0,0,87,80,81,76,0,0,0,80,0,0,0,0,0,0,1,0,0
"3675","2014-03-08","A","3","3.2","2.3",73,68,68,69,72,66,0,0,67,68,73,72,0,0,0,71,0,0,0,75,73,72,78,70,74,77,0,73,78,76,0,0,0,0,69,0,0,0,0,0,0,0,1,0
"3676","2014-03-08","D","2.1","3.3","3.3",78,75,73,73,72,0,0,0,76,73,75,74,70,0,0,76,0,0,0,81,72,78,72,73,0,0,0,78,73,73,0,0,0,0,81,77,77,0,0,0,0,0,0,1
"3677","2014-03-08","A","4.7","3.6","1.7",78,73,76,70,69,0,0,0,57,75,74,76,78,0,0,75,0,0,0,82,77,78,78,82,0,0,0,82,79,61,79,0,0,0,87,89,0,0,0,0,0,0,1,0
"3678","2014-03-15","H","6.1","4","1.5",79,71,77,69,71,65,0,0,72,74,74,0,0,0,0,73,79,0,0,85,80,83,77,80,0,0,0,85,87,82,80,83,0,0,82,0,0,0,0,0,0,1,0,0
"3679","2014-03-15","H","1.37","4.6","7.5",81,77,68,72,72,83,0,0,61,74,80,0,0,0,0,75,72,0,0,73,74,69,70,73,73,0,0,72,59,70,71,0,0,0,73,0,0,0,0,0,0,1,0,0
"3680","2014-03-15","H","2.6","3.2","2.6",73,79,74,80,74,0,0,0,72,73,73,75,75,0,0,61,0,0,0,79,62,77,73,74,81,79,0,75,77,0,0,0,0,0,79,62,0,0,0,0,0,1,0,0
"3681","2014-03-15","A","6.1","4","1.5",74,70,75,71,71,76,74,68,0,0,0,0,0,0,0,66,71,0,0,83,79,82,86,79,81,0,0,88,81,84,86,0,0,0,83,0,0,0,0,0,67,0,1,0
"3682","2014-03-15","H","1.65","3.6","5.1",75,73,72,78,70,77,0,0,73,80,70,78,0,0,0,69,0,0,0,78,69,73,71,72,0,0,0,72,73,73,75,74,0,0,74,0,0,0,0,0,0,1,0,0
"3683","2014-03-15","H","2.2","3.2","3.2",81,72,78,72,73,0,0,0,73,78,73,0,0,0,0,81,77,77,0,76,73,75,70,70,0,0,0,78,75,70,75,73,0,0,77,0,0,0,0,0,0,1,0,0
"3684","2014-03-15","D","2.1","3.3","3.3",71,72,76,73,75,59,72,0,77,60,0,0,0,0,0,71,76,0,0,73,68,68,68,69,72,0,0,67,70,68,72,0,0,0,71,0,0,0,0,0,0,0,0,1
"3685","2014-03-15","A","2.1","3.3","3.3",81,76,74,79,69,0,0,0,76,77,76,74,74,0,0,80,0,0,0,78,68,73,76,70,69,0,0,75,76,73,74,0,0,0,75,0,0,0,0,0,0,0,1,0
"3686","2014-03-16","A","2.4","3.3","2.75",82,77,87,78,82,0,0,0,82,79,61,79,0,0,0,87,89,0,0,80,63,82,81,79,0,0,0,77,83,75,76,0,0,0,80,86,0,0,0,0,0,0,1,0
"3687","2014-03-16","A","2.75","3.3","2.4",84,80,73,73,82,0,0,0,87,78,57,81,72,0,0,80,0,0,0,79,81,80,80,78,0,0,0,82,77,80,85,0,0,0,80,80,0,0,0,0,0,0,1,0
"3688","2014-03-22","A","7","4","1.45",73,74,69,70,73,73,0,0,72,59,70,0,0,0,0,74,73,0,0,80,63,82,81,79,0,0,0,77,83,75,80,0,0,0,80,86,0,0,0,0,0,0,1,0
"3689","2014-03-22","H","1.9","3.45","3.8",85,80,83,77,82,80,0,0,85,87,82,0,0,0,0,84,80,0,0,79,81,80,80,78,0,0,0,82,77,80,85,0,0,0,80,80,0,0,0,0,0,1,0,0
"3690","2014-03-22","H","1.6","3.7","5.4",81,77,68,72,72,83,0,0,72,61,61,80,0,0,0,72,0,0,0,81,76,76,79,69,0,0,0,76,77,77,74,75,0,0,80,0,0,0,0,0,0,1,0,0
"3691","2014-03-22","H","2.1","3.2","3.4",74,70,71,71,76,74,68,67,71,0,0,0,0,0,0,66,71,0,0,78,68,73,70,69,0,0,0,75,76,73,74,0,0,0,75,71,0,0,0,0,0,1,0,0
"3692","2014-03-22","H","1.15","7","15",83,79,78,82,81,81,0,0,88,81,84,86,0,0,0,83,0,0,0,73,79,74,74,80,74,75,0,72,73,75,0,0,0,0,61,0,0,0,0,0,0,1,0,0
"3693","2014-03-22","H","1.9","3.45","3.8",79,62,77,73,74,81,79,0,75,77,0,0,0,0,0,79,62,0,0,73,68,68,68,69,72,0,0,67,68,73,72,0,0,0,69,0,0,0,0,0,0,1,0,0
"3694","2014-03-22","H","2.2","3.2","3.2",78,75,73,73,72,0,0,0,76,72,75,74,0,0,0,76,76,0,0,71,72,76,73,75,59,71,0,77,60,0,0,0,0,0,77,75,0,0,0,0,0,1,0,0
"3695","2014-03-22","A","4.5","3.5","1.75",76,73,74,70,70,70,0,0,78,75,75,73,0,0,0,77,0,0,0,82,77,78,82,73,0,0,0,82,79,79,79,83,0,0,87,0,0,0,0,0,0,0,1,0
"3696","2014-03-23","A","2.2","3.1","3.3",79,71,77,69,71,71,0,0,72,74,74,0,0,0,0,73,79,0,0,81,72,78,72,73,0,0,0,78,70,73,0,0,0,0,81,77,77,0,0,0,0,0,1,0
"3697","2014-03-23","H","1.9","3.5","3.75",84,80,73,73,82,0,0,0,87,78,81,57,80,0,0,84,0,0,0,75,73,72,78,70,74,0,0,73,70,78,76,0,0,0,69,0,0,0,0,0,0,1,0,0
"3698","2014-03-25","D","1.4","4.4","7.3",79,80,81,80,78,0,0,0,82,77,77,80,85,0,0,80,0,0,0,81,76,76,79,72,0,0,0,76,76,74,74,79,0,0,80,0,0,0,0,0,0,0,0,1
"3699","2014-03-25","A","3.3","3.3","2.1",82,77,83,78,82,0,0,0,82,78,79,79,0,0,0,87,78,0,0,83,79,82,86,81,0,0,0,88,81,85,84,86,0,0,83,0,0,0,0,0,0,0,1,0
"3700","2014-03-25","A","2.9","3.3","2.3",79,62,77,73,74,81,79,0,75,77,0,0,0,0,0,79,62,0,0,81,77,68,72,72,83,0,0,72,61,74,0,0,0,0,75,72,0,0,0,0,0,0,1,0
"3701","2014-03-26","H","1.2","5.8","13",80,63,82,81,79,0,0,0,77,83,75,80,0,0,0,80,86,0,0,71,72,76,65,75,72,59,0,76,77,0,0,0,0,0,77,69,0,0,0,0,0,1,0,0
"3702","2014-03-26","H","2.1","3.2","3.4",76,73,74,70,70,70,0,0,78,75,75,73,0,0,0,77,0,0,0,74,70,75,71,65,71,76,74,0,0,0,0,0,0,0,66,71,0,0,0,68,0,1,0,0
"3703","2014-03-29","D","3.6","3.3","2",79,80,81,80,78,0,0,0,82,77,80,85,0,0,0,80,80,0,0,83,79,82,86,81,0,0,0,88,81,85,84,86,0,0,83,0,0,0,0,0,0,0,0,1
"3704","2014-03-29","H","7.3","4.4","1.4",73,68,68,68,69,72,0,0,67,68,73,72,0,0,0,69,0,0,0,85,80,83,77,82,80,0,0,85,81,87,0,0,0,0,80,82,0,0,0,0,0,1,0,0
"3705","2014-03-29","H","1.45","4","7",82,77,87,78,82,73,0,0,79,79,79,83,0,0,0,87,0,0,0,79,77,69,71,73,71,0,0,71,72,74,0,0,0,0,73,79,0,0,0,0,0,1,0,0
"3706","2014-03-29","H","1.8","3.5","4.2",75,72,78,70,63,74,0,0,73,70,78,76,0,0,0,69,0,0,0,68,69,77,73,74,81,79,0,79,75,77,0,0,0,0,79,0,0,0,0,0,0,1,0,0
"3707","2014-03-29","H","2","3.3","3.6",81,72,78,72,73,0,0,0,73,78,73,0,0,0,0,81,77,77,0,68,70,71,65,71,76,74,68,0,0,0,0,0,0,0,66,71,0,0,0,67,0,1,0,0
"3708","2014-03-29","H","1.8","3.5","4.2",81,76,76,79,69,0,0,0,76,76,74,74,79,0,0,80,0,0,0,78,75,69,73,73,0,0,0,76,72,75,74,0,0,0,76,76,0,0,0,0,0,1,0,0
"3709","2014-03-29","D","1.8","3.5","4.2",78,68,73,70,69,0,0,0,57,75,76,73,74,0,0,74,0,0,0,73,74,69,70,70,73,73,0,70,70,0,0,0,0,0,74,73,0,0,0,0,0,0,0,1
"3710","2014-03-30","A","3.8","3.45","1.9",73,74,74,80,74,75,0,0,73,73,75,75,0,0,0,74,0,0,0,81,77,68,72,72,83,0,0,72,61,74,0,0,0,0,75,72,0,0,0,0,0,0,1,0
"3711","2014-03-30","H","1.5","4","6.1",80,63,82,81,79,0,0,0,83,75,80,76,0,0,0,80,86,0,0,84,80,73,73,82,0,0,0,87,78,57,80,76,0,0,84,0,0,0,0,0,0,1,0,0
"3712","2014-03-31","A","2.1","3.3","3.3",71,72,76,73,75,72,59,0,76,60,0,0,0,0,0,70,69,0,0,76,73,75,70,70,70,0,0,78,75,75,73,0,0,0,77,0,0,0,0,0,0,0,1,0
"3713","2014-04-05","A","1.9","3.45","3.8",79,71,74,77,69,71,71,65,71,74,0,0,0,0,0,71,0,0,0,73,79,74,80,74,75,0,0,65,73,75,75,0,0,0,61,0,0,0,0,0,0,0,1,0
"3714","2014-04-05","A","2.2","3.2","3.2",73,74,69,70,70,73,0,0,70,73,63,0,0,0,0,73,59,0,0,73,68,68,68,69,72,0,0,67,68,73,72,0,0,0,69,0,0,0,0,0,0,0,1,0
"3715","2014-04-05","H","1.25","5.5","10.3",85,80,83,77,80,0,0,0,81,87,83,71,0,0,0,80,82,0,0,81,72,78,72,73,0,0,0,78,70,73,0,0,0,0,81,77,77,0,0,0,0,1,0,0
"3716","2014-04-05","H","2.4","3.15","2.9",68,70,75,71,71,74,68,67,70,0,0,0,0,0,0,66,71,0,0,81,76,76,79,69,0,0,0,76,76,74,74,79,0,0,80,0,0,0,0,0,0,1,0,0
"3717","2014-04-05","H","1.27","5.2","10",83,79,78,82,86,0,0,0,88,81,85,84,86,0,0,83,0,0,0,65,72,78,70,63,74,77,0,73,78,76,0,0,0,0,69,0,0,0,0,0,0,1,0,0
"3718","2014-04-05","A","3.6","3.3","2",68,69,75,73,74,81,72,79,77,0,0,0,0,0,0,79,62,0,0,78,78,78,83,82,82,0,0,79,79,79,83,0,0,0,82,0,0,0,0,0,0,0,1,0
"3719","2014-04-05","A","2.2","3.2","3.2",78,75,73,73,72,0,0,0,76,72,75,74,0,0,0,76,74,0,0,78,73,76,70,69,0,0,0,57,75,76,73,74,0,0,74,0,0,0,0,0,0,0,1,0
"3720","2014-04-06","H","2.4","3.3","2.75",81,77,68,72,72,83,0,0,61,74,80,71,0,0,0,72,0,0,0,79,77,80,81,80,0,0,0,82,77,80,85,0,0,0,80,80,0,0,0,0,0,1,0,0
"3721","2014-04-06","A","7.3","4.4","1.4",76,72,73,75,70,70,0,0,78,75,75,73,0,0,0,77,0,0,0,80,63,75,81,79,0,0,0,83,75,80,76,0,0,0,80,86,0,0,0,0,0,0,1,0
"3722","2014-04-07","H","1.5","4","6.1",84,75,80,73,73,0,0,0,78,57,80,81,0,0,0,80,67,0,0,71,72,76,73,73,72,59,0,76,77,60,0,0,0,0,75,0,0,0,0,0,0,1,0,0
"3723","2014-04-12","H","2.2","3.1","3.3",73,68,68,68,69,72,0,0,67,68,73,72,0,0,0,69,0,0,0,79,71,74,77,71,73,71,0,72,74,0,0,0,0,0,73,71,0,0,0,0,0,1,0,0
"3724","2014-04-12","H","2.05","3.3","3.5",73,79,74,80,74,75,0,0,65,73,75,75,0,0,0,74,0,0,0,78,74,73,73,71,0,0,0,76,72,73,75,70,0,0,76,0,0,0,0,0,0,1,0,0
"3725","2014-04-12","A","1.55","3.9","5.6",65,72,78,70,63,74,77,0,73,80,78,76,0,0,0,0,0,0,0,73,74,69,70,73,73,0,0,72,70,73,72,0,0,0,73,0,0,0,0,0,0,0,1,0
"3726","2014-04-12","H","2.1","3.3","3.3",81,72,78,72,73,0,0,0,73,78,73,0,0,0,0,81,77,77,0,79,62,76,73,74,81,72,79,77,0,0,0,0,0,0,71,79,0,0,0,0,0,1,0,0
"3727","2014-04-12","A","4.2","3.5","1.8",71,72,76,73,75,71,0,0,76,77,60,0,0,0,0,72,69,0,0,81,77,68,72,72,83,0,0,61,74,71,0,0,0,0,75,72,0,0,0,0,0,0,1,0
"3728","2014-04-12","D","2.9","3.3","2.3",78,73,76,70,69,0,0,0,57,75,76,73,74,0,0,74,0,0,0,84,75,80,73,73,0,0,0,78,57,80,81,0,0,0,80,67,0,0,0,0,0,0,0,1
"3729","2014-04-13","H","2.3","3.2","3",80,63,75,81,79,0,0,0,83,75,80,76,0,0,0,80,86,0,0,83,79,82,86,81,0,0,0,88,81,85,84,86,0,0,83,0,0,0,0,0,0,1,0,0
"3730","2014-04-13","A","5.2","3.8","1.6",81,76,76,79,69,0,0,0,76,77,74,74,75,0,0,80,0,0,0,85,80,83,77,80,0,0,0,87,80,83,71,0,0,0,81,80,0,0,0,0,0,0,1,0
"3731","2014-04-15","H","1.4","4.4","7.3",79,81,80,81,80,0,0,0,82,82,80,85,0,0,0,80,80,0,0,76,72,73,75,70,0,0,0,78,77,75,70,73,0,0,77,0,0,0,0,0,0,1,0,0
"3732","2014-04-16","A","1.35","4.8","7.6",81,77,68,72,72,83,0,0,72,61,80,0,0,0,0,75,72,0,0,73,68,68,68,69,72,0,0,68,73,72,0,0,0,0,75,69,0,0,0,0,0,0,1,0
"3733","2014-04-16","D","1.15","7","15",83,79,78,82,86,79,81,0,81,84,0,0,0,0,0,88,83,0,0,71,76,73,75,72,71,72,0,76,77,0,0,0,0,0,82,69,0,0,0,0,0,0,0,1
"3734","2014-04-19","D","2.9","3.3","2.3",79,71,77,69,71,71,0,0,71,72,74,74,0,0,0,73,0,0,0,75,73,72,78,70,77,0,0,73,74,70,78,76,0,0,0,0,0,0,0,0,0,0,0,1
"3735","2014-04-19","D","2.2","3.3","3.1",73,74,69,70,73,73,0,0,72,70,73,72,0,0,0,73,0,0,0,81,72,78,72,73,0,0,0,73,78,73,0,0,0,0,81,77,77,0,0,0,0,0,0,1
"3736","2014-04-19","A","1.17","7","12",79,80,83,77,80,0,0,0,87,82,80,83,71,0,0,84,0,0,0,71,76,73,75,72,71,72,0,76,77,0,0,0,0,0,81,69,0,0,0,0,0,0,1,0
"3737","2014-04-19","A","2.5","3.3","2.65",79,62,73,74,81,72,79,0,77,0,0,0,0,0,0,71,79,62,0,81,76,74,79,69,0,0,0,76,76,77,74,74,0,0,80,0,0,0,0,0,0,0,1,0
"3738","2014-04-19","H","1.55","4.1","5.2",84,62,80,73,73,0,0,0,78,57,80,81,0,0,0,80,67,0,0,73,79,74,74,80,0,0,0,72,73,79,75,75,0,0,74,0,0,0,0,0,0,1,0,0
"3739","2014-04-19","A","2.2","3","3.4",76,72,73,75,70,0,0,0,78,77,75,75,73,0,0,77,0,0,0,73,68,68,68,69,72,0,0,67,68,73,72,0,0,0,69,0,0,0,0,0,0,0,1,0
"3740","2014-04-20","H","2.4","3.3","2.75",81,77,68,72,72,83,0,0,72,61,80,71,0,0,0,72,0,0,0,82,79,78,78,73,0,0,0,82,79,79,83,83,0,0,87,0,0,0,0,0,0,1,0,0
"3741","2014-04-20","A","4.7","3.6","1.7",68,70,71,71,76,74,68,67,70,0,0,0,0,0,0,66,71,0,0,79,81,77,80,80,0,0,0,82,54,77,85,0,0,0,80,80,0,0,0,0,0,0,1,0
"3742","2014-04-20","A","8","5","1.33",78,74,73,73,71,0,0,0,76,72,73,75,70,0,0,74,0,0,0,80,63,75,81,79,81,0,0,77,83,80,76,0,0,0,86,0,0,0,0,0,0,0,1,0
"3743","2014-04-21","H","1.17","7","12",83,79,82,86,79,81,0,0,88,81,84,0,0,0,0,88,83,0,0,78,68,68,76,69,0,0,0,57,75,76,73,74,0,0,74,0,0,0,0,0,0,1,0,0
"3744","2014-04-26","D","2.2","3.3","3.1",73,79,74,74,80,75,0,0,65,79,75,75,0,0,0,74,0,0,0,68,70,71,65,71,76,74,68,0,0,0,0,0,0,0,66,71,0,0,0,67,0,0,0,1
"3745","2014-04-26","H","1.4","4.4","7.3",82,87,83,78,83,82,0,0,82,78,83,0,0,0,0,87,78,0,0,78,74,73,73,71,0,0,0,76,72,73,75,70,0,0,76,0,0,0,0,0,0,1,0,0
"3746","2014-04-26","H","2.9","3.3","2.3",75,73,72,78,70,74,0,0,73,74,78,76,0,0,0,78,0,0,0,81,74,68,72,72,83,0,0,72,61,71,0,0,0,0,75,72,0,0,0,0,0,1,0,0
"3747","2014-04-26","A","3.1","3.3","2.2",81,68,78,72,73,0,0,0,73,78,73,0,0,0,0,81,77,77,0,84,80,79,73,73,0,0,0,78,57,80,81,0,0,0,80,67,0,0,0,0,0,0,1,0
"3748","2014-04-26","H","1.7","3.6","4.7",81,76,74,79,69,0,0,0,76,76,77,74,74,0,0,80,0,0,0,79,71,77,69,71,71,0,0,71,72,74,74,0,0,0,73,0,0,0,0,0,0,1,0,0
"3749","2014-04-26","H","1.9","3.45","3.8",78,68,68,76,70,0,0,0,57,75,76,73,74,0,0,60,0,0,0,76,73,75,70,70,0,0,0,78,77,75,75,73,0,0,77,0,0,0,0,0,0,1,0,0
