"","name","MV","season"
"4790","Sylvain Distin",1800000,"20122013"
"4791","John Stones",45000,"20122013"
"4792","Shane Duffy",0,"20122013"
"4793","Tyias Browning",0,"20122013"
"4794","Leighton Baines",17100000,"20122013"
"4795","Bryan Oviedo",450000,"20122013"
"4796","Luke Garbutt",0,"20122013"
"4797","Seamus Coleman",4500000,"20122013"
"4798","Tony Hibbert",1800000,"20122013"
"4799","Phil Neville",1350000,"20122013"
"4800","Marouane Fellaini",1.8e+07,"20122013"
"4801","Leon Osman",4050000,"20122013"
"4802","Darron Gibson",3150000,"20122013"
"4803","Thomas Hitzlsperger",1130000,"20122013"
"4804","Francisco Júnior",0,"20122013"
"4805","Ross Barkley",4050000,"20122013"
"4806","Steven Pienaar",6300000,"20122013"
"4807","Kevin Mirallas",5850000,"20122013"
"4808","Steven Naismith",3600000,"20122013"
"4809","Matthew Kennedy",68000,"20122013"
"4810","Nikica Jelavic",8100000,"20122013"
"4811","Victor Anichebe",3150000,"20122013"
"4812","Magaye Gueye",2250000,"20122013"
"4813","Apostolos Vellios",1800000,"20122013"
"4814","David Stockdale",3150000,"20122013"
"4815","Mark Schwarzer",1350000,"20122013"
"4816","Neil Etheridge",450000,"20122013"
"4817","Csaba Somogyi",225000,"20122013"
"4818","Brede Hangeland",7200000,"20122013"
"4819","Philippe Senderos",2700000,"20122013"
"4820","Aaron Hughes",1800000,"20122013"
"4821","Rafik Halliche",675000,"20122013"
"4822","Urby Emanuelson",6750000,"20122013"
"4823","Kieran Richardson",4500000,"20122013"
"4824","John Riise",3600000,"20122013"
"4825","Matthew Briggs",1350000,"20122013"
"4826","Stanislav Manolev",2250000,"20122013"
"4827","Sascha Riether",2250000,"20122013"
"4828","Stephen Kelly",1800000,"20122013"
"4829","Jack Grimmer",135000,"20122013"
"4830","Mahamadou Diarra",2250000,"20122013"
"4831","Chris Baird",1800000,"20122013"
"4832","Eyong Enoh",1800000,"20122013"
"4833","Emmanuel Frimpong",1350000,"20122013"
"4834","Mickaël Tavares",180000,"20122013"
"4835","Mousa Dembélé",11700000,"20122013"
"4836","Pajtim Kasami",2250000,"20122013"
"4837","Steve Sidwell",2250000,"20122013"
"4838","Georgios Karagounis",1800000,"20122013"
"4839","Alex Smith",0,"20122013"
"4840","Ashkan Dejagah",4500000,"20122013"
"4841","Damien Duff",1350000,"20122013"
"4842","Simon Davies",9e+05,"20122013"
"4843","Alexander Kacaniklic",9e+05,"20122013"
"4844","Kerim Frei",2700000,"20122013"
"4845","Charles Banya",0,"20122013"
"4846","Bryan Ruíz",9e+06,"20122013"
"4847","Dimitar Berbatov",10350000,"20122013"
"4848","Mladen Petric",4500000,"20122013"
"4849","Hugo Rodallega",4050000,"20122013"
"4850","Marcello Trotta",225000,"20122013"
"4851","Jussi Jääskeläinen",9e+05,"20122013"
"4852","Stephen Henderson",675000,"20122013"
"4853","Raphael Spiegel",180000,"20122013"
"4854","James Tomkins",4950000,"20122013"
"4855","James Collins",4500000,"20122013"
"4856","Winston Reid",3150000,"20122013"
"4857","Emanuel Pogatetz",3150000,"20122013"
"4858","Leo Chambers",0,"20122013"
"4859","George McCartney",1350000,"20122013"
"4860","Dan Potts",225000,"20122013"
"4861","Joey O'Brien",9e+05,"20122013"
"4862","Guy Demel",9e+05,"20122013"
"4863","Jordan Spence",450000,"20122013"
"4864","Callum Driver",0,"20122013"
"4865","Alou Diarra",5400000,"20122013"
"4866","Mark Noble",6300000,"20122013"
"4867","Mohamed Diamé",4500000,"20122013"
"4868","Jack Collison",3150000,"20122013"
"4869","Gary O'Neil",2250000,"20122013"
"4870","George Moncur",0,"20122013"
"4871","Sebastian Lletget",0,"20122013"
"4872","Matthew Taylor",2700000,"20122013"
"4873","Matthias Fanimo",0,"20122013"
"4874","Joe Cole",6750000,"20122013"
"4875","Kevin Nolan",5400000,"20122013"
"4876","Ravel Morrison",675000,"20122013"
"4877","Matt Jarvis",7200000,"20122013"
"4878","Yossi Benayoun",4050000,"20122013"
"4879","Ricardo Tê",1800000,"20122013"
"4880","Rob Hall",225000,"20122013"
"4881","Andy Carroll",13950000,"20122013"
"4882","Marouane Chamakh",4950000,"20122013"
"4883","Carlton Cole",4500000,"20122013"
"4884","Modibo Maïga",4500000,"20122013"
"4885","Nicky Maynard",3150000,"20122013"
"4886","Wellington Paulista",1350000,"20122013"
"4887","Dylan †",225000,"20122013"
"4888","Elliot Lee",0,"20122013"
"4889","Paul McCallum",0,"20122013"
"4890","Shay Given",2700000,"20122013"
"4891","Brad Guzan",1800000,"20122013"
"4892","Andy Marshall",225000,"20122013"
"4893","Ron Vlaar",5400000,"20122013"
"4894","Richard Dunne",3150000,"20122013"
"4895","Ciaran Clark",3150000,"20122013"
"4896","Nathan Baker",675000,"20122013"
"4897","Joe Bennett",1130000,"20122013"
"4898","Enda Stevens",225000,"20122013"
"4899","Derrick Williams",0,"20122013"
"4900","Eric Lichaj",1350000,"20122013"
"4901","Matthew Lowton",180000,"20122013"
"4902","Chris Herd",2250000,"20122013"
"4903","Yacouba Sylla",720000,"20122013"
"4904","Ashley Westwood",0,"20122013"
"4905","Barry Bannan",4500000,"20122013"
"4906","Karim Ahmadi",3380000,"20122013"
"4907","Fabian Delph",3150000,"20122013"
"4908","Gary Gardner",1350000,"20122013"
"4909","Daniel Johnson",0,"20122013"
"4910","Samir Carruthers",0,"20122013"
"4911","Marc Albrighton",4500000,"20122013"
"4912","Stephen Ireland",4950000,"20122013"
"4913","Brett Holman",2700000,"20122013"
"4914","Simon Dawkins",180000,"20122013"
"4915","Charles N'Zogbia",8100000,"20122013"
"4916","Andreas Weimann",1350000,"20122013"
"4917","Graham Burke",0,"20122013"
"4918","Darren Bent",1.8e+07,"20122013"
"4919","Gabriel Agbonlahor",10800000,"20122013"
"4920","Christian Benteke",2700000,"20122013"
"4921","Nathan Delfouneso",2250000,"20122013"
"4922","Jordan Bowery",68000,"20122013"
"4923","Asmir Begovic",3150000,"20122013"
"4924","Jack Butland",9e+05,"20122013"
"4925","Thomas Sörensen",9e+05,"20122013"
"4926","Carlo Nash",225000,"20122013"
"4927","Robert Huth",7200000,"20122013"
"4928","Ryan Shawcross",7200000,"20122013"
"4929","Marc Wilson",4500000,"20122013"
"4930","Ryan Shotton",2250000,"20122013"
"4931","Matthew Upson",1130000,"20122013"
"4932","Andy Wilkinson",3150000,"20122013"
"4933","Wilson Palacios",4950000,"20122013"
"4934","Steven N'Zonzi",4050000,"20122013"
"4935","Glenn Whelan",3600000,"20122013"
"4936","Maurice Edu",2700000,"20122013"
"4937","Geoff Cameron",1350000,"20122013"
"4938","Charlie Adam",7200000,"20122013"
"4939","Dean Whitehead",2700000,"20122013"
"4940","Jamie Ness",540000,"20122013"
"4941","Rory Delap",450000,"20122013"
"4942","Florent Cuvelier",0,"20122013"
"4943","Matthew Etherington",3600000,"20122013"
"4944","Brek Shea",2250000,"20122013"
"4945","Michael Kightly",1800000,"20122013"
"4946","Jonathan Walters",4500000,"20122013"
"4947","Jermaine Pennant",3150000,"20122013"
"4948","Peter Crouch",5850000,"20122013"
"4949","Kenwyne Jones",4500000,"20122013"
"4950","Cameron Jerome",3600000,"20122013"
"4951","Michael Owen",1350000,"20122013"
"4952","Mamady Sidibé",450000,"20122013"
"4953","Michel Vorm",7650000,"20122013"
"4954","Gerhard Tremmel",450000,"20122013"
"4955","David Cornell",225000,"20122013"
"4956","Ashley Williams",3600000,"20122013"
"4957","Ch",3150000,"20122013"
"4958","Kyle Bartley",450000,"20122013"
"4959","Alan Tate",450000,"20122013"
"4960","Garry Monk",450000,"20122013"
"4961","Darnel Situ",225000,"20122013"
"4962","Neil Taylor",2700000,"20122013"
"4963","Ben Davies",0,"20122013"
"4964","Ángel Rangel",3150000,"20122013"
"4965","Dwight Tiendalli",1800000,"20122013"
"4966","Jazz Richards",9e+05,"20122013"
"4967","Daniel Alfei",0,"20122013"
"4968","Sung-Yong Ki",3150000,"20122013"
"4969","Kemy Agustien",9e+05,"20122013"
"4970","Jonathan Guzmán",5400000,"20122013"
"4971","Leon Britton",3150000,"20122013"
"4972","Mark Gower",450000,"20122013"
"4973","Lee Lucas",0,"20122013"
"4974","Scott Sinclair",7200000,"20122013"
"4975","Wayne Routledge",3150000,"20122013"
"4976","Roland Lamah",1800000,"20122013"
"4977","Pablo Hernández",10800000,"20122013"
"4978","Nathan Dyer",4050000,"20122013"
"4979","Mi",5400000,"20122013"
"4980","Stephen Dobbie",1130000,"20122013"
"4981","Danny Graham",3600000,"20122013"
"4982","Itay Shechter",1800000,"20122013"
"4983","Leroy Lita",1350000,"20122013"
"4984","Luke Moore",9e+05,"20122013"
"4985","Rory Donnelly",225000,"20122013"
"4986","Ben Foster",4500000,"20122013"
"4987","Boaz Myhill",1800000,"20122013"
"4988","Luke Daniels",225000,"20122013"
"4989","Jonas Olsson",3150000,"20122013"
"4990","Liam Ridgewell",2250000,"20122013"
"4991","Gabriel Tamas",1800000,"20122013"
"4992","Gonzalo Jara",1580000,"20122013"
"4993","Gareth McAuley",1350000,"20122013"
"4994","Donervon Daniels",0,"20122013"
"4995","Goran Popov",3600000,"20122013"
"4996","Steven Reid",1350000,"20122013"
"4997","Craig Dawson",1350000,"20122013"
"4998","Billy Jones",1350000,"20122013"
"4999","James Hurst",45000,"20122013"
"5000","Youssouf Mulumbu",3150000,"20122013"
"5001","Claudio Yacob",2700000,"20122013"
"5002","George Thorne",0,"20122013"
"5003","James Morrison",4050000,"20122013"
"5004","Graham Dorrans",2250000,"20122013"
"5005","Zoltán Gera",9e+05,"20122013"
"5006","Scott Allan",450000,"20122013"
"5007","Chris Brunt",5850000,"20122013"
"5008","Yassine Ghanassy",2700000,"20122013"
"5009","Jerome Thomas",2700000,"20122013"
"5010","Kemar Roofe",0,"20122013"
"5011","Peter Odemwingie",4950000,"20122013"
"5012","Isaiah Brown",0,"20122013"
"5013","Romelu Lukaku",12600000,"20122013"
"5014","Shane Long",4050000,"20122013"
"5015","Markus Rosenberg",2700000,"20122013"
"5016","Marc-Antoine Fortuné",1350000,"20122013"
"5017","Saido Berahino",0,"20122013"
"5018","Ali Al-Habsi",4500000,"20122013"
"5019","Joel Robles",1800000,"20122013"
"5020","Lee Nicholls",225000,"20122013"
"5021","Mike Pollitt",225000,"20122013"
"5022","Iván Ramis",5400000,"20122013"
"5023","Antolín Alcaraz",3600000,"20122013"
"5024","Gary Caldwell",2700000,"20122013"
"5025","Paul Scharner",1800000,"20122013"
"5026","Adrián López",450000,"20122013"
"5027","Román Golobart",0,"20122013"
"5028","Rob Kiernan",0,"20122013"
"5029","Jean Beausejour",5400000,"20122013"
"5030","Maynor Figueroa",4950000,"20122013"
"5031","Jordan Mustoe",0,"20122013"
"5032","Adam Buxton",0,"20122013"
"5033","Ronnie Stam",2700000,"20122013"
"5034","Emmerson Boyce",1350000,"20122013"
"5035","Edu Campabadal",0,"20122013"
"5036","James McCarthy",4950000,"20122013"
"5037","Ben Watson",2700000,"20122013"
"5038","James McArthur",2250000,"20122013"
"5039","David Jones",1350000,"20122013"
"5040","Fraser Fyvie",9e+05,"20122013"
"5041","Róger Espinoza",540000,"20122013"
"5042","Jordi Gómez",2700000,"20122013"
"5043","Shaun Maloney",2250000,"20122013"
"5044","Daniel Redmond",0,"20122013"
"5045","Ryo Miyaichi",2700000,"20122013"
"5046","Albert Crusat",1350000,"20122013"
"5047","Victor Moses",5850000,"20122013"
"5048","Callum McManaman",675000,"20122013"
"5049","Filip Orsula",0,"20122013"
"5050","Arouna Koné",3600000,"20122013"
"5051","Mauro Boselli",3150000,"20122013"
"5052","Franco Santo",3150000,"20122013"
"5053","Ángelo Henríquez",135000,"20122013"
"5054","Nouha Dicko",0,"20122013"
"5055","John Ruddy",4050000,"20122013"
"5056","Lee Camp",1130000,"20122013"
"5057","Mark Bunn",675000,"20122013"
"5058","Declan Rudd",450000,"20122013"
"5059","Jed Steer",225000,"20122013"
"5060","Sébastien Bassong",4050000,"20122013"
"5061","Michael Turner",4050000,"20122013"
"5062","Ryan Bennett",3150000,"20122013"
"5063","Russell Martin",2700000,"20122013"
"5064","Leon Barnett",2250000,"20122013"
"5065","Elliott Ward",1800000,"20122013"
"5066","Marc Tierney",9e+05,"20122013"
"5067","Javier Garrido",810000,"20122013"
"5068","Steven Whittaker",2250000,"20122013"
"5069","Alexander Tettey",2030000,"20122013"
"5070","Korey Smith",9e+05,"20122013"
"5071","Jonathan Howson",2700000,"20122013"
"5072","Andrew Surman",2250000,"20122013"
"5073","Bradley Johnson",1800000,"20122013"
"5074","David Fox",1800000,"20122013"
"5075","Jacob Butterfield",9e+05,"20122013"
"5076","Simon Lappin",675000,"20122013"
"5077","Elliott Bennett",2700000,"20122013"
"5078","George Francomb",0,"20122013"
"5079","Wesley Hoolahan",2700000,"20122013"
"5080","Anthony Pilkington",3150000,"20122013"
"5081","Josh Murphy",0,"20122013"
"5082","Robert Snodgrass",2700000,"20122013"
"5083","Grant Holt",3600000,"20122013"
"5084","Steve Morison",2700000,"20122013"
"5085","James Vaughan",1350000,"20122013"
"5086","Simeon Jackson",1350000,"20122013"
"5087","Luciano Becchio",1130000,"20122013"
"5088","Chris Martin",450000,"20122013"
"5089","Kei Kamara",450000,"20122013"
"5090","Harry Kane",0,"20122013"
"5091","Artur Boruc",3600000,"20122013"
"5092","Kelvin Davis",225000,"20122013"
"5093","Tommy Forecast",45000,"20122013"
"5094","Paulo Gazzaniga",0,"20122013"
"5095","José Fonte",2250000,"20122013"
"5096","Jos Hooiveld",1800000,"20122013"
"5097","Vegard Forren",1440000,"20122013"
"5098","Maya Yoshida",9e+05,"20122013"
"5099","Danny Seaborne",225000,"20122013"
"5100","Jack Stephens",113000,"20122013"
"5101","Danny Fox",2700000,"20122013"
"5102","Andy Robinson",0,"20122013"
"5103","Luke Shaw",0,"20122013"
"5104","Nathaniel Clyne",1800000,"20122013"
"5105","Frazer Richardson",9e+05,"20122013"
"5106","Danny Butterfield",225000,"20122013"
"5107","Calum Chambers",0,"20122013"
"5108","Morgan Schneiderlin",1580000,"20122013"
"5109","Jack Cork",1350000,"20122013"
"5110","Dominic Gape",0,"20122013"
"5111","Steven Davis",4500000,"20122013"
"5112","Dean Hammond",675000,"20122013"
"5113","Richard Chaplow",675000,"20122013"
"5114","James Ward-Prowse",45000,"20122013"
"5115","Corby Moore",0,"20122013"
"5116","Gastón Ramírez",12150000,"20122013"
"5117","Adam Lallana",2700000,"20122013"
"5118","Gu",1800000,"20122013"
"5119","Steve Ridder",675000,"20122013"
"5120","Jason Puncheon",675000,"20122013"
"5121","Ben Reeves",135000,"20122013"
"5122","Lloyd Isgrove",0,"20122013"
"5123","Tadanari Lee",1580000,"20122013"
"5124","Sam Hoskins",0,"20122013"
"5125","Jake Sinclair",0,"20122013"
"5126","Emmanuel Mayuka",5400000,"20122013"
"5127","Jay Rodríguez",4500000,"20122013"
"5128","Billy Sharp",4050000,"20122013"
"5129","Rickie Lambert",3150000,"20122013"
"5130","Lee Barnard",225000,"20122013"
"5131","Adam Federici",9e+05,"20122013"
"5132","Stuart Taylor",675000,"20122013"
"5133","Alex McCarthy",450000,"20122013"
"5134","Mikkel Andersen",225000,"20122013"
"5135","Jonathan Henly",0,"20122013"
"5136","Daniel Carriço",7470000,"20122013"
"5137","Adrian Mariappa",1800000,"20122013"
"5138","Alex Pearce",1580000,"20122013"
"5139","Kaspars Gorkss",9e+05,"20122013"
"5140","Sean Morrison",180000,"20122013"
"5141","Nicky Shorey",1800000,"20122013"
"5142","Joseph Mills",450000,"20122013"
"5143","Ian Harte",225000,"20122013"
"5144","Jordan Obita",45000,"20122013"
"5145","Stephen Kelly",1800000,"20122013"
"5146","Chris Gunter",1580000,"20122013"
"5147","Shaun Cummings",675000,"20122013"
"5148","Mikele Leigertwood",1130000,"20122013"
"5149","Brynjar Gunnarsson",225000,"20122013"
"5150","Danny Guthrie",3600000,"20122013"
"5151","Jem Karacan",9e+05,"20122013"
"5152","Hope Akpan",0,"20122013"
"5153","Jay Tabb",9e+05,"20122013"
"5154","Jobi McAnuff",1350000,"20122013"
"5155","Hal Robson-Kanu",675000,"20122013"
"5156","Jimmy Kébé",1800000,"20122013"
"5157","Garath McCleary",9e+05,"20122013"
"5158","Nick Blackman",450000,"20122013"
"5159","Pavel Pogrebnyak",4050000,"20122013"
"5160","Noel Hunt",1350000,"20122013"
"5161","Adam Fondre",9e+05,"20122013"
"5162","Simon Church",675000,"20122013"
"5163","Jason Roberts",225000,"20122013"
"5164","Gozie Ugwu",0,"20122013"
"5165","Dominic Samuel",0,"20122013"
"5166","Petr Cech",22500000,"20132014"
"5167","Thibaut Courtois",16200000,"20132014"
"5168","Mark Schwarzer",9e+05,"20132014"
"5169","Matej Delac",450000,"20132014"
"5170","Henrique Hilário",450000,"20132014"
"5171","Jamal Blackman",0,"20132014"
"5172","David Luiz",22500000,"20132014"
"5173","Branislav Ivanovic",21600000,"20132014"
"5174","Gary Cahill",17100000,"20132014"
"5175","John Terry",10800000,"20132014"
"5176","Kurt Zouma",6300000,"20132014"
"5177","Tomás Kalas",5400000,"20132014"
"5178","Nathan Aké",0,"20132014"
"5179","Ashley Cole",7200000,"20132014"
"5180","Ryan Bertrand",4500000,"20132014"
"5181","Patrick Aanholt",2700000,"20132014"
"5182","Cristian Cuevas",68000,"20132014"
"5183","César Azpilicueta",12600000,"20132014"
"5184","Wallace Oliveira",1800000,"20132014"
"5185","John Obi",20700000,"20132014"
"5186","Nemanja Matic",12600000,"20132014"
"5187","Michael Essien",9e+06,"20132014"
"5188","Oriol Romeu",6750000,"20132014"
"5189","Ram",24300000,"20132014"
"5190","Marco Ginkel",7200000,"20132014"
"5191","Frank Lampard",3600000,"20132014"
"5192","John Swift",0,"20132014"
"5193","Lewis Baker",0,"20132014"
"5194","Juan Mata",37800000,"20132014"
"5195","Os",28800000,"20132014"
"5196","Kevin Bruyne",9e+06,"20132014"
"5197","Gaël Kakuta",3600000,"20132014"
"5198","Ulises Dávila",1350000,"20132014"
"5199","Eden Hazard",3.6e+07,"20132014"
"5200","André Schürrle",22500000,"20132014"
"5201","Marko Marin",6300000,"20132014"
"5202","Christian Atsu",5400000,"20132014"
"5203","Lucas Piazón",4500000,"20132014"
"5204","Thorgan Hazard",3600000,"20132014"
"5205","Wil",2.7e+07,"20132014"
"5206","Victor Moses",13500000,"20132014"
"5207","Mohamed Salah",5850000,"20132014"
"5208","Bertrand Traoré",0,"20132014"
"5209","Fernando Torres",25200000,"20132014"
"5210","Samuel Eto'o",19800000,"20132014"
"5211","Demba Ba",19800000,"20132014"
"5212","Romelu Lukaku",17100000,"20132014"
"5213","Stipe Perica",360000,"20132014"
"5214","Patrick Bamford",0,"20132014"
"5215","David Gea",15300000,"20132014"
"5216","Anders Lindegaard",5850000,"20132014"
"5217","Ben Amos",675000,"20132014"
"5218","Sam Johnstone",0,"20132014"
"5219","Nemanja Vidic<U+200E>",18900000,"20132014"
"5220","Phil Jones",15300000,"20132014"
"5221","Chris Smalling",12600000,"20132014"
"5222","Jonny Evans",11700000,"20132014"
"5223","Rio Ferdinand",3150000,"20132014"
"5224","Michael Keane",0,"20132014"
"5225","Patrice Evra",11700000,"20132014"
"5226","Fá",6300000,"20132014"
"5227","Alexander Büttner",4500000,"20132014"
"5228","Antonio Valencia",21600000,"20132014"
"5229","Raf",13050000,"20132014"
"5230","Michael Carrick",9900000,"20132014"
"5231","Marouane Fellaini",25200000,"20132014"
"5232","Tom Cleverley",11250000,"20132014"
"5233","Ande",10800000,"20132014"
"5234","Darren Fletcher",6750000,"20132014"
"5235","Ashley Young",22500000,"20132014"
"5236","Ryan Giggs",9e+05,"20132014"
"5237","Juan Mata",37800000,"20132014"
"5238","Shinji Kagawa",18900000,"20132014"
"5239","Na",24300000,"20132014"
"5240","Be",9e+05,"20132014"
"5241","Jesse Lingard",0,"20132014"
"5242","Wilfried Zaha",10800000,"20132014"
"5243","Adnan Januzaj",0,"20132014"
"5244","Wayne Rooney",58500000,"20132014"
"5245","Tom Lawrence",0,"20132014"
"5246","Robin Persie",40500000,"20132014"
"5247","Chich",19800000,"20132014"
"5248","Danny Welbeck",15300000,"20132014"
"5249","Ángelo Henríquez",3600000,"20132014"
"5250","Federico Macheda",2250000,"20132014"
"5251","James Wilson",0,"20132014"
"5252","Joe Hart",21600000,"20132014"
"5253","Costel Pantilimon",2700000,"20132014"
"5254","Richard Wright",225000,"20132014"
"5255","Vincent Kompany",31500000,"20132014"
"5256","Matija Nastasic",15300000,"20132014"
"5257","Micah Richards",14400000,"20132014"
"5258","Joleon Lescott",10350000,"20132014"
"5259","Martín Demichelis",2700000,"20132014"
"5260","Karim Rekik",1800000,"20132014"
"5261","Dedryck Boyata",1580000,"20132014"
"5262","Gaël Clichy",13500000,"20132014"
"5263","Aleksandar Kolarov",11250000,"20132014"
"5264","Pablo Zabaleta",14400000,"20132014"
"5265","Ferna",28800000,"20132014"
"5266","Javi García",15300000,"20132014"
"5267","Jack Rodwell",13500000,"20132014"
"5268","Emyr Huws",0,"20132014"
"5269","Yaya Touré",32400000,"20132014"
"5270","James Milner",15300000,"20132014"
"5271","David Silva",39600000,"20132014"
"5272","Samir Nasri",18900000,"20132014"
"5273","Jesús Navas",1.8e+07,"20132014"
"5274","Rony Lopes",0,"20132014"
"5275","Sergio Agüero",40500000,"20132014"
"5276","Stevan Jovetic",25200000,"20132014"
"5277","Edin Dzeko",24300000,"20132014"
"5278","Álvaro Negredo",1.8e+07,"20132014"
"5279","John Guidetti",6300000,"20132014"
"5280","Wojciech Szczesny",13500000,"20132014"
"5281","Emiliano Viviano",6300000,"20132014"
"5282","Lukasz Fabianski",1350000,"20132014"
"5283","Thomas Vermaelen",16200000,"20132014"
"5284","Per Mertesacker",14400000,"20132014"
"5285","Laurent Koscielny",13500000,"20132014"
"5286","Johan Djourou",4500000,"20132014"
"5287","Nacho Monreal",9e+06,"20132014"
"5288","Kieran Gibbs",7200000,"20132014"
"5289","Bacary Sagna",13050000,"20132014"
"5290","Carl Jenkinson",4050000,"20132014"
"5291","Héctor Bellerín",270000,"20132014"
"5292","Mathieu Flamini",4500000,"20132014"
"5293","Francis Coquelin",3600000,"20132014"
"5294","Kim Källström",3600000,"20132014"
"5295","Emmanuel Frimpong",1350000,"20132014"
"5296","Isaac Hayden",0,"20132014"
"5297","Nico Yennaris",0,"20132014"
"5298","Jack Wilshere",25200000,"20132014"
"5299","Santi Cazorla",22500000,"20132014"
"5300","Mikel Arteta",9900000,"20132014"
"5301","Aaron Ramsey",9e+06,"20132014"
"5302","Abou Diaby",3600000,"20132014"
"5303","Kristoffer Olsson",0,"20132014"
"5304","Gedion Zelalem",0,"20132014"
"5305","Alex Oxlade-Chamberlain",13500000,"20132014"
"5306","Mesut Özil",3.6e+07,"20132014"
"5307","Tomás Rosicky",1800000,"20132014"
"5308","Thomas Eisfeld",0,"20132014"
"5309","Ryo Miyaichi",2250000,"20132014"
"5310","Alex Iwobi",0,"20132014"
"5311","Theo Walcott",22500000,"20132014"
"5312","Joel Campbell",2250000,"20132014"
"5313","Wellington Silva",360000,"20132014"
"5314","Serge Gnabry",0,"20132014"
"5315","Lukas Podolski",20700000,"20132014"
"5316","Olivier Giroud",13500000,"20132014"
"5317","Nicklas Bendtner",4950000,"20132014"
"5318","Ju-yeong Park",1800000,"20132014"
"5319","Yaya Sanogo",9e+05,"20132014"
"5320","Chuba Akpom",0,"20132014"
"5321","Hugo Lloris",13500000,"20132014"
"5322","Heurelho Gomes",9e+05,"20132014"
"5323","Brad Friedel",9e+05,"20132014"
"5324","Jordan Archer",0,"20132014"
"5325","Jan Vertonghen",17100000,"20132014"
"5326","Younès Kaboul",12150000,"20132014"
"5327","Michael Dawson",8100000,"20132014"
"5328","Vlad Chiriches",5400000,"20132014"
"5329","Milos Veljkovic",0,"20132014"
"5330","Dominic Ball",0,"20132014"
"5331","Danny Rose",4500000,"20132014"
"5332","Zeki Fryers",3150000,"20132014"
"5333","Connor Ogilvie",0,"20132014"
"5334","Kyle Walker",14400000,"20132014"
"5335","Kyle Naughton",4500000,"20132014"
"5336","Ryan Fredericks",0,"20132014"
"5337","San",14400000,"20132014"
"5338","Étienne Capoue",11700000,"20132014"
"5339","Mousa Dembélé",18900000,"20132014"
"5340","Paul",10800000,"20132014"
"5341","Tom Carroll",9e+05,"20132014"
"5342","Laste Dombaxe",0,"20132014"
"5343","Harry Winks",0,"20132014"
"5344","Nabil Bentaleb",0,"20132014"
"5345","Kenny McEvoy",0,"20132014"
"5346","Christian Eriksen",16200000,"20132014"
"5347","Lewis Holtby",9900000,"20132014"
"5348","Gylfi Sigurdsson",7200000,"20132014"
"5349","Alex Pritchard",0,"20132014"
"5350","Josh Onomah",0,"20132014"
"5351","Nacer Chadli",8100000,"20132014"
"5352","Érik Lamela",20700000,"20132014"
"5353","Aaron Lennon",14400000,"20132014"
"5354","Iago Falque",1800000,"20132014"
"5355","Andros Townsend",450000,"20132014"
"5356","Roberto Soldado",25200000,"20132014"
"5357","Emmanuel Adebayor",11700000,"20132014"
"5358","Jermain Defoe",9e+06,"20132014"
"5359","Harry Kane",450000,"20132014"
"5360","Jonathan Obika",0,"20132014"
"5361","Shaq Coulthirst",0,"20132014"
"5362","Pepe Reina",9e+06,"20132014"
"5363","Simon Mignolet",4950000,"20132014"
"5364","Brad Jones",1350000,"20132014"
"5365","Danny Ward",0,"20132014"
"5366","Daniel Agger",17100000,"20132014"
"5367","Mamadou Sakho",13500000,"20132014"
"5368","Martin Skrtel",13500000,"20132014"
"5369","Kolo Touré",5400000,"20132014"
"5370","Sebastián Coates",4050000,"20132014"
"5371","Tiago Ilori",1350000,"20132014"
"5372","Stephen Sama",0,"20132014"
"5373","José Enrique",12600000,"20132014"
"5374","Aly Cissokho",5400000,"20132014"
"5375","Brad Smith",0,"20132014"
"5376","Glen Johnson",10800000,"20132014"
"5377","Martin Kelly",4500000,"20132014"
"5378","Andre Wisdom",9e+05,"20132014"
"5379","Jon Flanagan",0,"20132014"
"5380","Lucas Leiva",13500000,"20132014"
"5381","Joe Allen",13500000,"20132014"
"5382","Steven Gerrard",10350000,"20132014"
"5383","Jordan Henderson",9450000,"20132014"
"5384","Jordan Rossiter",0,"20132014"
"5385","Philippe Coutinho",9e+06,"20132014"
"5386","Luis Alberto",4500000,"20132014"
"5387","Krisztián Adorján",0,"20132014"
"5388","Cameron Brannagan",0,"20132014"
"5389","Fabio Borini",10800000,"20132014"
"5390","João Teixeira",0,"20132014"
"5391","Victor Moses",13500000,"20132014"
"5392","Raheem Sterling",10350000,"20132014"
"5393","Iago Aspas",8100000,"20132014"
"5394","Su",2700000,"20132014"
"5395","Jordon Ibe",0,"20132014"
"5396","Luis Suárez",32400000,"20132014"
"5397","Daniel Sturridge",13500000,"20132014"
"5398","Tim Howard",3150000,"20132014"
"5399","Joel Robles",1800000,"20132014"
"5400","Mason Springthorpe",0,"20132014"
"5401","Phil Jagielka",9900000,"20132014"
"5402","Johnny Heitinga",6300000,"20132014"
"5403","John Stones",3150000,"20132014"
"5404","Antolín Alcaraz",2250000,"20132014"
"5405","Sylvain Distin",9e+05,"20132014"
"5406","Tyias Browning",0,"20132014"
"5407","Leighton Baines",19800000,"20132014"
"5408","Bryan Oviedo",4050000,"20132014"
"5409","Luke Garbutt",0,"20132014"
"5410","Seamus Coleman",3600000,"20132014"
"5411","Tony Hibbert",1350000,"20132014"
"5412","Gareth Barry",7650000,"20132014"
"5413","Marouane Fellaini",25200000,"20132014"
"5414","James McCarthy",5850000,"20132014"
"5415","Leon Osman",4050000,"20132014"
"5416","Darron Gibson",3150000,"20132014"
"5417","Ryan Ledson",0,"20132014"
"5418","Ross Barkley",4050000,"20132014"
