"","name","MV","season"
"1292","Russell Saunders",0,"20072008"
"1293","Fitz Hall",4050000,"20072008"
"1294","Erik Hagen",3440000,"20072008"
"1295","Titus Bramble",3330000,"20072008"
"1296","Paul Scharner",3150000,"20072008"
"1297","Andreas Granqvist",810000,"20072008"
"1298","Peter Moore",0,"20072008"
"1299","Erik Edman",2700000,"20072008"
"1300","Maynor Figueroa",0,"20072008"
"1301","Mario Melchiot",3150000,"20072008"
"1302","Antonio Valencia",2030000,"20072008"
"1303","Emmerson Boyce",1440000,"20072008"
"1304","Ryan Taylor",765000,"20072008"
"1305","Tomasz Cywka",180000,"20072008"
"1306","Wilson Palacios",0,"20072008"
"1307","Denny Landzaat",4050000,"20072008"
"1308","Michael Brown",2700000,"20072008"
"1309","Josip Skoko",2340000,"20072008"
"1310","Lewis Montrose",0,"20072008"
"1311","Kevin Kilbane",4050000,"20072008"
"1312","René-Salomon Olembé",9e+05,"20072008"
"1313","Rachid Bouaouzan",270000,"20072008"
"1314","Antoine Sibierski",2160000,"20072008"
"1315","Jason Koumas",1800000,"20072008"
"1316","David Cotterill",2880000,"20072008"
"1317","Tomasz Kupisz",45000,"20072008"
"1318","Henri Camara",5670000,"20072008"
"1319","Emile Heskey",5400000,"20072008"
"1320","Marcus Bent",3380000,"20072008"
"1321","Marlon King",2250000,"20072008"
"1322","Julius Aghahowa",1800000,"20072008"
"1323","Caleb Folan",0,"20072008"
"1324","Roy Carroll",2160000,"20072008"
"1325","Stephen Bywater",1080000,"20072008"
"1326","Lewis Price",630000,"20072008"
"1327","Ben Hinchliffe",0,"20072008"
"1328","Andy Todd",1620000,"20072008"
"1329","Bob Malcolm",1350000,"20072008"
"1330","Darren Moore",1080000,"20072008"
"1331","Michael Johnson",9e+05,"20072008"
"1332","Alan Stubbs",9e+05,"20072008"
"1333","Claude Davis",693000,"20072008"
"1334","Jay McEveley",675000,"20072008"
"1335","Dean Leacock",540000,"20072008"
"1336","Lewin Nyatanga",450000,"20072008"
"1337","Miles Addison",45000,"20072008"
"1338","Mohammed Camara",2030000,"20072008"
"1339","Andy Griffin",1980000,"20072008"
"1340","Tyrone Mears",1350000,"20072008"
"1341","Danny Mills",810000,"20072008"
"1342","Marc Edworthy",315000,"20072008"
"1343","Mitchell Hanson",0,"20072008"
"1344","Jason Beardsley",0,"20072008"
"1345","Matthew Richards",0,"20072008"
"1346","Matt Oakley",2030000,"20072008"
"1347","Robbie Savage",3600000,"20072008"
"1348","Hossam Ghaly",2160000,"20072008"
"1349","David Jones",1350000,"20072008"
"1350","Stephen Pearson",765000,"20072008"
"1351","Benny Feilhaber",360000,"20072008"
"1352","Eddie Lewis",1130000,"20072008"
"1353","Mile Sterjovski",585000,"20072008"
"1354","Paris Simmons",0,"20072008"
"1355","Laurent Robert",5940000,"20072008"
"1356","Lee Holmes",45000,"20072008"
"1357","Gary Teale",450000,"20072008"
"1358","Robert Earnshaw",4770000,"20072008"
"1359","Steve Howard",2030000,"20072008"
"1360","Kenny Miller",1130000,"20072008"
"1361","Jon Macken",450000,"20072008"
"1362","Giles Barnes",90000,"20072008"
"1363","Craig Fagan",45000,"20072008"
"1364","Emanuel Villa",0,"20072008"
"1365","Craig Gordon",1580000,"20072008"
"1366","Márton †",720000,"20072008"
"1367","Darren Ward",270000,"20072008"
"1368","Trevor Carson",90000,"20072008"
"1369","Danny Higginbotham",2250000,"20072008"
"1370","Stanislav Varga",1800000,"20072008"
"1371","Nyron Nosworthy",540000,"20072008"
"1372","Jonny Evans",450000,"20072008"
"1373","Danny Collins",450000,"20072008"
"1374","Greg Halford",360000,"20072008"
"1375","Paul McShane",225000,"20072008"
"1376","Russell Anderson",225000,"20072008"
"1377","Peter Hartley",68000,"20072008"
"1378","Jean-Yves M'voto",0,"20072008"
"1379","Jack Pelter",0,"20072008"
"1380","Kieran Richardson",4500000,"20072008"
"1381","Ian Harte",3150000,"20072008"
"1382","Gavin Donoghue",0,"20072008"
"1383","Stephen Wright",2250000,"20072008"
"1384","Carlos Edwards",1890000,"20072008"
"1385","Phil Bardsley",1130000,"20072008"
"1386","Dickson Etuhu",540000,"20072008"
"1387","Jamie Chandler",0,"20072008"
"1388","Graham Kavanagh",1580000,"20072008"
"1389","Liam Miller",1130000,"20072008"
"1390","Dean Whitehead",9e+05,"20072008"
"1391","Grant Leadbitter",405000,"20072008"
"1392","Jake Richardson",135000,"20072008"
"1393","Robbie Weir",0,"20072008"
"1394","Ross Wallace",1130000,"20072008"
"1395","Andy Reid",4280000,"20072008"
"1396","Billy Dennehy",0,"20072008"
"1397","David Dowson",0,"20072008"
"1398","Arnau Riera",675000,"20072008"
"1399","Anthony Stokes",3600000,"20072008"
"1400","Rade Prica",2480000,"20072008"
"1401","Andrew Cole",1890000,"20072008"
"1402","David Connolly",1800000,"20072008"
"1403","Stern John",1130000,"20072008"
"1404","Michael Chopra",1130000,"20072008"
"1405","Dwight Yorke",1130000,"20072008"
"1406","Kenwyne Jones",720000,"20072008"
"1407","Daryl Murphy",405000,"20072008"
"1408","Martyn Waghorn",0,"20072008"
"1409","Roy O'Donovan",0,"20072008"
"1410","Marcus Hahnemann",1130000,"20072008"
"1411","Graham Stack",315000,"20072008"
"1412","Adam Federici",90000,"20072008"
"1413","Mikkel Andersen",0,"20072008"
"1414","Ben Hamer",0,"20072008"
"1415","Michael Duberry",2030000,"20072008"
"1416","André Bikey-Amougou",1130000,"20072008"
"1417","Ívar Ingimarsson",720000,"20072008"
"1418","Sam Sodje",675000,"20072008"
"1419","Ibrahima Sonko",630000,"20072008"
"1420","Péter Máté",270000,"20072008"
"1421","Aaron Brown",180000,"20072008"
"1422","Alan Bennett",0,"20072008"
"1423","Alex Pearce",0,"20072008"
"1424","Nicky Shorey",9e+05,"20072008"
"1425","Scott Golbourne",113000,"20072008"
"1426","Liam Rosenior",1350000,"20072008"
"1427","Ulises de Cruz",1170000,"20072008"
"1428","Graeme Murty",450000,"20072008"
"1429","Curtis Osano",0,"20072008"
"1430","Adam Bygrave",0,"20072008"
"1431","Kalifa Cissé",1350000,"20072008"
"1432","Brynjar Gunnarsson",675000,"20072008"
"1433","John Halls",315000,"20072008"
"1434","Emerse Faé",3600000,"20072008"
"1435","Marek Matejovsky",1530000,"20072008"
"1436","James Harper",9e+05,"20072008"
"1437","John Oster",630000,"20072008"
"1438","Jem Karacan",0,"20072008"
"1439","Oliver Bozanic",0,"20072008"
"1440","Bobby Convey",1620000,"20072008"
"1441","Stephen Hunt",1130000,"20072008"
"1442","Hal Robson-Kanu",0,"20072008"
"1443","Ki-Hyeon Seol",3150000,"20072008"
"1444","Glen Little",720000,"20072008"
"1445","Jimmy Kébé",135000,"20072008"
"1446","James Henry",0,"20072008"
"1447","Kevin Doyle",4950000,"20072008"
"1448","Leroy Lita",1800000,"20072008"
"1449","Dave Kitson",1170000,"20072008"
"1450","Shane Long",450000,"20072008"
"1451","Simon Cox",90000,"20072008"
"1452","Simon Church",0,"20072008"
"1453","Petr Cech",25200000,"20082009"
"1454","Carlo Cudicini",1800000,"20082009"
"1455","Henrique Hilário",9e+05,"20082009"
"1456","Rhys Taylor",0,"20082009"
"1457","John Terry",29700000,"20082009"
"1458","Ricardo Carvalho",1.8e+07,"20082009"
"1459","Branislav Ivanovic",10800000,"20082009"
"1460","Al",10350000,"20082009"
"1461","Michael Mancienne",315000,"20082009"
"1462","Ashley Cole",15300000,"20082009"
"1463","Wayne Bridge",5850000,"20082009"
"1464","José Bosingwa",9e+06,"20082009"
"1465","Paulo Ferreira",6300000,"20082009"
"1466","Juliano Belletti",5400000,"20082009"
"1467","Michael Essien",2.7e+07,"20082009"
"1468","John Obi",11250000,"20082009"
"1469","Min",2700000,"20082009"
"1470","Frank Lampard",34200000,"20082009"
"1471","Michael Ballack",23400000,"20082009"
"1472","Michael Woods",45000,"20082009"
"1473","Lee Sawyer",0,"20082009"
"1474","Scott Sinclair",720000,"20082009"
"1475","De",16200000,"20082009"
"1476","Joe Cole",15750000,"20082009"
"1477","Gaël Kakuta",0,"20082009"
"1478","Florent Malouda",15750000,"20082009"
"1479","Salomon Kalou",10800000,"20082009"
"1480","Miroslav Stoch",0,"20082009"
"1481","Ricardo Quaresma",20700000,"20082009"
"1482","Shaun Wright-Phillips",13500000,"20082009"
"1483","Didier Drogba",3.6e+07,"20082009"
"1484","Nicolas Anelka",20250000,"20082009"
"1485","Franco Santo",0,"20082009"
"1486","Edwin van Sar",4500000,"20082009"
"1487","Tomasz Kuszczak",3600000,"20082009"
"1488","Ben Foster",2250000,"20082009"
"1489","Ron-Robert Zieler",270000,"20082009"
"1490","Ben Amos",0,"20082009"
"1491","Rio Ferdinand",2.7e+07,"20082009"
"1492","Nemanja Vidic<U+200E>",19800000,"20082009"
"1493","Wes Brown",5850000,"20082009"
"1494","John O'Shea",4050000,"20082009"
"1495","Jonny Evans",450000,"20082009"
"1496","James Chester",0,"20082009"
"1497","Patrice Evra",13500000,"20082009"
"1498","Fá",0,"20082009"
"1499","Gary Neville",5400000,"20082009"
"1500","Ritchie Laet",270000,"20082009"
"1501","David Gray",90000,"20082009"
"1502","Richard Eckersley",0,"20082009"
"1503","Raf",0,"20082009"
"1504","Owen Hargreaves",1.8e+07,"20082009"
"1505","Michael Carrick",15750000,"20082009"
"1506","Ande",19800000,"20082009"
"1507","Paul Scholes",9e+06,"20082009"
"1508","Darren Fletcher",4500000,"20082009"
"1509","Darron Gibson",270000,"20082009"
"1510","Tom Cleverley",0,"20082009"
"1511","Danny Drinkwater",0,"20082009"
"1512","Corry Evans",0,"20082009"
"1513","Matty James",0,"20082009"
"1514","Rodrigo Possebon",0,"20082009"
"1515","Ryan Giggs",9e+06,"20082009"
"1516","Ji-Sung Park",8100000,"20082009"
"1517","Lee Martin",810000,"20082009"
"1518","Na",17100000,"20082009"
"1519","Zoran Tosic",2480000,"20082009"
"1520","Wayne Rooney",3.6e+07,"20082009"
"1521","Cristiano Ronaldo",49500000,"20082009"
"1522","Dimitar Berbatov",21600000,"20082009"
"1523","Carlos Tévez",21600000,"20082009"
"1524","Man",1800000,"20082009"
"1525","Fraizer Campbell",585000,"20082009"
"1526","Danny Welbeck",0,"20082009"
"1527","Federico Macheda",0,"20082009"
"1528","Pepe Reina",11700000,"20082009"
"1529","Charles Itandje",2250000,"20082009"
"1530","Diego Cavalieri",1080000,"20082009"
"1531","Martin Hansen",113000,"20082009"
"1532","Péter Gulácsi",0,"20082009"
"1533","Javier Mascherano",20250000,"20082009"
"1534","Jamie Carragher",15300000,"20082009"
"1535","Daniel Agger",9230000,"20082009"
"1536","Martin Skrtel",9e+06,"20082009"
"1537","Sami Hyypiä",3150000,"20082009"
"1538","Fábio Aurélio",5400000,"20082009"
"1539","Emiliano Insúa",360000,"20082009"
"1540","Álvaro Arbeloa",5400000,"20082009"
"1541","Philipp Degen",2250000,"20082009"
"1542","Stephen Darby",90000,"20082009"
"1543","Martin Kelly",0,"20082009"
"1544","Xabi Alonso",19800000,"20082009"
"1545","Lucas Leiva",5850000,"20082009"
"1546","Jay Spearing",90000,"20082009"
"1547","Damien Plessis",90000,"20082009"
"1548","Steven Gerrard",40500000,"20082009"
"1549","Andrea Dossena",5850000,"20082009"
"1550","Ryan Babel",12600000,"20082009"
"1551","Albert Riera",9900000,"20082009"
"1552","Dirk Kuyt",11250000,"20082009"
"1553","Jermaine Pennant",8550000,"20082009"
"1554","Yossi Benayoun",7430000,"20082009"
"1555","Nabil Zhar",180000,"20082009"
"1556","Andriy Voronin",6750000,"20082009"
"1557","Fernando Torres",31500000,"20082009"
"1558","Robbie Keane",14850000,"20082009"
"1559","David N'Gog",9e+05,"20082009"
"1560","Krisztián Németh",0,"20082009"
"1561","Manuel Almunia",5400000,"20082009"
"1562","Lukasz Fabianski",2700000,"20082009"
"1563","Wojciech Szczesny",90000,"20082009"
"1564","Vito Mannone",0,"20082009"
"1565","Kolo Touré",18900000,"20082009"
"1566","William Gallas",16200000,"20082009"
"1567","Mikaël Silvestre",3600000,"20082009"
"1568","Johan Djourou",3380000,"20082009"
"1569","Gaël Clichy",9900000,"20082009"
"1570","Kieran Gibbs",225000,"20082009"
"1571","Rene Steer",0,"20082009"
"1572","Bacary Sagna",10350000,"20082009"
"1573","Emmanuel Eboué",7200000,"20082009"
"1574","Justin Hoyte",1350000,"20082009"
"1575","Gavin Hoyte",45000,"20082009"
"1576","Paul Rodgers",0,"20082009"
"1577","Dení",4500000,"20082009"
"1578","Alex Song",1800000,"20082009"
"1579","Abu Ogogo",0,"20082009"
"1580","Francis Coquelin",0,"20082009"
"1581","Emmanuel Frimpong",0,"20082009"
"1582","Cesc Fàbregas",31500000,"20082009"
"1583","Aaron Ramsey",4500000,"20082009"
"1584","Abou Diaby",3600000,"20082009"
"1585","Fran Mérida",2340000,"20082009"
"1586","Amaury Bischoff",270000,"20082009"
"1587","Mark Randall",225000,"20082009"
"1588","Henri Lansbury",45000,"20082009"
"1589","Jack Wilshere",0,"20082009"
"1590","Tomás Rosicky",15750000,"20082009"
"1591","Samir Nasri",13500000,"20082009"
"1592","Carlos Vela",5400000,"20082009"
"1593","Theo Walcott",5400000,"20082009"
"1594","Andrey Arshavin",14400000,"20082009"
"1595","Emmanuel Adebayor",16200000,"20082009"
"1596","Robin Persie",14400000,"20082009"
"1597","Edu",9900000,"20082009"
"1598","Nicklas Bendtner",4050000,"20082009"
"1599","Rui Fonte",0,"20082009"
"1600","Jay Emmanuel-Thomas",0,"20082009"
"1601","Jay Simpson",0,"20082009"
"1602","Heurelho Gomes",6750000,"20082009"
"1603","César Sánchez",2340000,"20082009"
"1604","Carlo Cudicini",1800000,"20082009"
"1605","Ben Alnwick",810000,"20082009"
"1606","Oscar Jansson",0,"20082009"
"1607","Vedran Corluka",9900000,"20082009"
"1608","Ledley King",9900000,"20082009"
"1609","Michael Dawson",6750000,"20082009"
"1610","Jonathan Woodgate",6750000,"20082009"
"1611","Ricardo Rocha",2480000,"20082009"
"1612","Dorian Dervite",450000,"20082009"
"1613","Benoît Assou-Ekotto",2480000,"20082009"
"1614","Danny Rose",450000,"20082009"
"1615","Alan Hutton",7200000,"20082009"
"1616","Pascal Chimbonda",6750000,"20082009"
"1617","Chris Gunter",3600000,"20082009"
"1618","Adam Smith",0,"20082009"
"1619","Didier Zokora",8100000,"20082009"
"1620","Tom Huddlestone",4050000,"20082009"
"1621","Wilson Palacios",9e+05,"20082009"
"1622","Calum Butcher",0,"20082009"
"1623","Luka Modric",16200000,"20082009"
"1624","Jermaine Jenas",10350000,"20082009"
"1625","Gilb",6750000,"20082009"
"1626","Kevin-Prince Boateng",4500000,"20082009"
"1627","Hossam Ghaly",1800000,"20082009"
"1628","Jamie O'Hara",9e+05,"20082009"
"1629","John Bostock",270000,"20082009"
"1630","Dean Parrett",0,"20082009"
"1631","Ryan Mason",0,"20082009"
"1632","David Bentley",8100000,"20082009"
"1633","Adel Taarabt",2700000,"20082009"
"1634","Aaron Lennon",11250000,"20082009"
"1635","Gareth Bale",9900000,"20082009"
"1636","Andros Townsend",0,"20082009"
"1637","Giovani Santos",5400000,"20082009"
"1638","Dimitar Berbatov",21600000,"20082009"
"1639","Robbie Keane",14850000,"20082009"
"1640","Darren Bent",12600000,"20082009"
"1641","Jermain Defoe",8100000,"20082009"
"1642","Roman Pavlyuchenko",7200000,"20082009"
"1643","Fraizer Campbell",585000,"20082009"
"1644","Jonathan Obika",0,"20082009"
"1645","Shay Given",7430000,"20082009"
"1646","Joe Hart",3150000,"20082009"
"1647","Kasper Schmeichel",9e+05,"20082009"
"1648","Vedran Corluka",9900000,"20082009"
"1649","Micah Richards",9900000,"20082009"
"1650","Vincent Kompany",9e+06,"20082009"
"1651","Richard Dunne",7200000,"20082009"
"1652","Tal Haim",4500000,"20082009"
"1653","Nedum Onuoha",2700000,"20082009"
"1654","Glá",1620000,"20082009"
"1655","Wayne Bridge",5850000,"20082009"
"1656","Javier Garrido",4050000,"20082009"
"1657","Michael Ball",2700000,"20082009"
"1658","Ryan McGivern",0,"20082009"
"1659","Pablo Zabaleta",5400000,"20082009"
"1660","Danny Mills",810000,"20082009"
"1661","Shay Logan",90000,"20082009"
"1662","Nigel Jong",7650000,"20082009"
"1663","Gelson Fernandes",4050000,"20082009"
"1664","Michael Johnson",3600000,"20082009"
"1665","Dietmar Hamann",2700000,"20082009"
"1666","Kelvin Etuhu",675000,"20082009"
"1667","Adam Clayton",0,"20082009"
"1668","El",13500000,"20082009"
"1669","Stephen Ireland",5400000,"20082009"
"1670","Rob",31500000,"20082009"
"1671","Martin Petrov",9900000,"20082009"
"1672","Craig Bellamy",8550000,"20082009"
"1673","Vladimír Weiss",0,"20082009"
"1674","Shaun Wright-Phillips",13500000,"20082009"
"1675","J",21600000,"20082009"
"1676","Ben",8780000,"20082009"
"1677","Valeri Bojinov",7430000,"20082009"
"1678","Felipe Caicedo",4500000,"20082009"
"1679","Darius Vassell",3150000,"20082009"
"1680","Daniel Sturridge",450000,"20082009"
"1681","Ched Evans",0,"20082009"
"1682","Tim Howard",5850000,"20082009"
"1683","Iain Turner",450000,"20082009"
"1684","Carlo Nash",270000,"20082009"
"1685","Joleon Lescott",9900000,"20082009"
"1686","Joseph Yobo",8100000,"20082009"
"1687","Phil Jagielka",5400000,"20082009"
"1688","John Irving",45000,"20082009"
"1689","Leighton Baines",5400000,"20082009"
"1690","Nuno Valente",2250000,"20082009"
"1691","Phil Neville",5180000,"20082009"
"1692","Tony Hibbert",4050000,"20082009"
"1693","Lars Jacobsen",1350000,"20082009"
"1694","Seamus Coleman",0,"20082009"
"1695","Segundo Castillo",2480000,"20082009"
"1696","Jack Rodwell",45000,"20082009"
"1697","Mikel Arteta",17100000,"20082009"
"1698","Marouane Fellaini",5850000,"20082009"
"1699","Leon Osman",5400000,"20082009"
"1700","Dan Gosling",1800000,"20082009"
"1701","James Wallace",0,"20082009"
"1702","John Kissock",68000,"20082009"
"1703","Tim Cahill",10800000,"20082009"
"1704","Jose Baxter",0,"20082009"
"1705","Steven Pienaar",4050000,"20082009"
"1706","Andy van Meyde",810000,"20082009"
"1707","J",21600000,"20082009"
"1708","Yakubu Aiyegbeni",16430000,"20082009"
"1709","Louis Saha",9e+06,"20082009"
"1710","Victor Anichebe",1800000,"20082009"
"1711","James Vaughan",1350000,"20082009"
"1712","Lukas Jutkiewicz",630000,"20082009"
"1713","Kieran Agard",0,"20082009"
"1714","Shay Given",7430000,"20082009"
"1715","Steve Harper",1350000,"20082009"
"1716","Tim Krul",810000,"20082009"
"1717","Fraser Forster",360000,"20082009"
"1718","Fabricio Coloccini",8100000,"20082009"
"1719","Steven Taylor",4730000,"20082009"
"1720","Caç",1800000,"20082009"
"1721","Sébastien Bassong",1440000,"20082009"
"1722","David Edgar",450000,"20082009"
"1723","Tamás Kádár",0,"20082009"
"1724","José Enrique",4500000,"20082009"
"1725","Habib Bèye",4730000,"20082009"
"1726","Njitap Geremi",4050000,"20082009"
"1727","Ryan Taylor",1130000,"20082009"
"1728","Ben Tozer",360000,"20082009"
"1729","James Milner",7880000,"20082009"
"1730","Joey Barton",6750000,"20082009"
"1731","Alan Smith",6300000,"20082009"
"1732","Nicky Butt",3380000,"20082009"
"1733","Danny Guthrie",1350000,"20082009"
"1734","Bradden Inman",0,"20082009"
"1735","Damien Duff",6300000,"20082009"
"1736","Jonás Gutiérrez",5400000,"20082009"
"1737","Kevin Nolan",6080000,"20082009"
"1738","Ignacio González",675000,"20082009"
"1739","Ryan Donaldson",0,"20082009"
"1740","Mark Doninger",0,"20082009"
"1741","Kazenga LuaLua",360000,"20082009"
"1742","Charles N'Zogbia",6300000,"20082009"
"1743","Obafemi Martins",13050000,"20082009"
"1744","Michael Owen",10800000,"20082009"
"1745","Mark Viduka",4050000,"20082009"
"1746","Xi",3600000,"20082009"
"1747","Shola Ameobi",3150000,"20082009"
"1748","Peter Lövenkrands",2700000,"20082009"
"1749","Andy Carroll",360000,"20082009"
"1750","Frank Wiafe",0,"20082009"
"1751","Nile Ranger",0,"20082009"
"1752","David James",4280000,"20082009"
"1753","Jamie Ashdown",765000,"20082009"
"1754","Asmir Begovic",180000,"20082009"
"1755","Sylvain Distin",7880000,"20082009"
"1756","Younès Kaboul",7200000,"20082009"
"1757","Sol Campbell",6530000,"20082009"
"1758","Hermann Hreidarsson",3150000,"20082009"
"1759","Noé Pamarot",3150000,"20082009"
"1760","Djimi Traoré",2700000,"20082009"
"1761","Linvoy Primus",720000,"20082009"
"1762","Martin Cranie",540000,"20082009"
"1763","Marc Wilson",90000,"20082009"
"1764","Nadir Belhadj",3150000,"20082009"
"1765","Armand Traoré",9e+05,"20082009"
"1766","Lau",4050000,"20082009"
"1767","Glen Johnson",4050000,"20082009"
"1768","Lassana Diarra",6300000,"20082009"
"1769","Papa Diop",4950000,"20082009"
"1770","Sean Davis",4050000,"20082009"
"1771","Pe",3600000,"20082009"
"1772","Pedro Mendes",3150000,"20082009"
"1773","Hayden Mullins",3150000,"20082009"
"1774","Angelos Basinas",2880000,"20082009"
"1775","Richard Hughes",1350000,"20082009"
"1776","Arnold Mvuemba",9e+05,"20082009"
"1777","Niko Kranjcar",6750000,"20082009"
"1778","John Utaka",7880000,"20082009"
"1779","Jerome Thomas",675000,"20082009"
"1780","Jermaine Pennant",8550000,"20082009"
"1781","Glen Little",585000,"20082009"
"1782","Peter Crouch",9e+06,"20082009"
"1783","Jermain Defoe",8100000,"20082009"
"1784","Theofanis Gekas",6300000,"20082009"
"1785","David Nugent",4500000,"20082009"
"1786","Nwankwo Kanu",4500000,"20082009"
"1787","Ben Sahar",360000,"20082009"
"1788","Brad Friedel",3150000,"20082009"
"1789","Stuart Taylor",810000,"20082009"
"1790","Brad Guzan",450000,"20082009"
"1791","Zat Knight",5850000,"20082009"
"1792","Carlos Cuéllar",5400000,"20082009"
"1793","Martin Laursen",4730000,"20082009"
"1794","Curtis Davies",3150000,"20082009"
"1795","Shane Lowry",0,"20082009"
"1796","Ciaran Clark",0,"20082009"
"1797","Nicky Shorey",5850000,"20082009"
"1798","Wilfred Bouma",4730000,"20082009"
"1799","Stephen O'Halloran",180000,"20082009"
"1800","Luke Young",4280000,"20082009"
"1801","Eric Lichaj",0,"20082009"
"1802","Gareth Barry",9450000,"20082009"
"1803","Nigel Reo-Coker",8100000,"20082009"
"1804","Isaiah Osbourne",450000,"20082009"
"1805","Chris Herd",0,"20082009"
"1806","James Milner",7880000,"20082009"
"1807","Stiliyan Petrov",6530000,"20082009"
"1808","Steve Sidwell",3600000,"20082009"
"1809","Craig Gardner",2030000,"20082009"
"1810","Barry Bannan",0,"20082009"
"1811","Ashley Young",8330000,"20082009"
"1812","Marc Albrighton",0,"20082009"
"1813","Moustapha Salifou",450000,"20082009"
"1814","Wayne Routledge",1580000,"20082009"
"1815","Gabriel Agbonlahor",7880000,"20082009"
"1816","John Carew",7430000,"20082009"
"1817","Emile Heskey",5850000,"20082009"
"1818","Marlon Harewood",3380000,"20082009"
"1819","Nathan Delfouneso",90000,"20082009"
"1820","Craig Gordon",6530000,"20082009"
"1821","Darren Ward",765000,"20082009"
"1822","Márton †",675000,"20082009"
"1823","Nick Colgan",338000,"20082009"
"1824","Tal Haim",4500000,"20082009"
"1825","Anton Ferdinand",3600000,"20082009"
"1826","Paul McShane",3380000,"20082009"
"1827","Danny Higginbotham",2930000,"20082009"
"1828","Greg Halford",2700000,"20082009"
"1829","Nyron Nosworthy",1800000,"20082009"
"1830","Danny Collins",1800000,"20082009"
"1831","Calum Davenport",9e+05,"20082009"
"1832","Jean-Yves M'voto",360000,"20082009"
"1833","Peter Hartley",90000,"20082009"
"1834","Kieran Richardson",5400000,"20082009"
"1835","George McCartney",2700000,"20082009"
"1836","Pascal Chimbonda",6750000,"20082009"
"1837","Phil Bardsley",2700000,"20082009"
"1838","Carlos Edwards",1800000,"20082009"
"1839","Michael Kay",0,"20082009"
"1840","Teemu Tainio",2700000,"20082009"
"1841","Jamie Chandler",90000,"20082009"
"1842","Jack Colback",0,"20082009"
"1843","Steed Malbranque",8100000,"20082009"
"1844","Liam Miller",1800000,"20082009"
"1845","Grant Leadbitter",1800000,"20082009"
"1846","Dean Whitehead",1350000,"20082009"
"1847","Robbie Weir",90000,"20082009"
"1848","Jordan Henderson",0,"20082009"
"1849","David Meyler",0,"20082009"
"1850","Andy Reid",4280000,"20082009"
"1851","Nathan Luscombe",0,"20082009"
"1852","David Dowson",90000,"20082009"
"1853","Djibril Cissé",9900000,"20082009"
"1854","Kenwyne Jones",8100000,"20082009"
"1855","Michael Chopra",4950000,"20082009"
"1856","El-Hadji Diouf",4950000,"20082009"
"1857","David Healy",3150000,"20082009"
"1858","Rade Prica",2480000,"20082009"
"1859","Anthony Stokes",2250000,"20082009"
"1860","Daryl Murphy",1580000,"20082009"
"1861","David Connolly",9e+05,"20082009"
"1862","Dwight Yorke",720000,"20082009"
"1863","Martyn Waghorn",45000,"20082009"
"1864","Paul Robinson",4500000,"20082009"
"1865","Jason Brown",540000,"20082009"
"1866","Mark Bunn",0,"20082009"
"1867","Gaël Givet",5400000,"20082009"
"1868","Christopher Samba",4500000,"20082009"
"1869","Ryan Nelsen",3150000,"20082009"
"1870","André Ooijer",2700000,"20082009"
"1871","Aaron Mokoena",2700000,"20082009"
"1872","Zurab Khizanishvili",1580000,"20082009"
"1873","Gavin Gunning",0,"20082009"
"1874","Stephen Warnock",3600000,"20082009"
"1875","Martin Olsson",270000,"20082009"
"1876","Steven Reid",3150000,"20082009"
"1877","Danny Simpson",810000,"20082009"
"1878","Tony Kane",270000,"20082009"
"1879","Johann Vogel",1350000,"20082009"
"1880","Tugay Kerimoglu",9e+05,"20082009"
"1881","Morten Pedersen",7430000,"20082009"
"1882","Vince Grella",2250000,"20082009"
"1883","Paul Gallagher",1130000,"20082009"
"1884","Keith Andrews",90000,"20082009"
"1885","Bryan Hodge",45000,"20082009"
"1886","Alan Judge",0,"20082009"
"1887","Brett Emerton",4730000,"20082009"
"1888","Andy Haworth",0,"20082009"
"1889","Aaron Doran",0,"20082009"
"1890","Keith Treacy",270000,"20082009"
"1891","David Dunn",4730000,"20082009"
"1892","Carlos Villanueva",1800000,"20082009"
"1893","Marcus Marshall",0,"20082009"
"1894","Benni McCarthy",9e+06,"20082009"
"1895","Roque Cruz",7200000,"20082009"
"1896","El-Hadji Diouf",4950000,"20082009"
"1897","Matt Derbyshire",2700000,"20082009"
"1898","Robbie Fowler",2030000,"20082009"
"1899","Jason Roberts",1800000,"20082009"
"1900","Jussi Jääskeläinen",5180000,"20082009"
"1901","Ali Al-Habsi",585000,"20082009"
"1902","Ádám Bogdán",0,"20082009"
"1903","Sébastien Puygrenier",6750000,"20082009"
"1904","Gary Cahill",4050000,"20082009"
"1905","Andrew O'Brien",2700000,"20082009"
"1906","Danny Shittu",2250000,"20082009"
"1907","Jaroslaw Fojut",180000,"20082009"
"1908","Ricardo Gardner",2250000,"20082009"
"1909","Grétar Steinsson",4730000,"20082009"
"1910","Nicky Hunt",2030000,"20082009"
"1911","Joey O'Brien",1350000,"20082009"
"1912","James Sinclair",180000,"20082009"
"1913","Jlloyd Samuel",1800000,"20082009"
"1914","Chris Basham",45000,"20082009"
"1915","Fabrice Muamba",4050000,"20082009"
"1916","Gavin McCann",2480000,"20082009"
"1917","Blerim Dzemaili",1800000,"20082009"
"1918","Tamir Cohen",720000,"20082009"
"1919","Mark Davies",270000,"20082009"
"1920","Robert Sissons",45000,"20082009"
"1921","Matthew Taylor",4050000,"20082009"
"1922","Kevin Nolan",6080000,"20082009"
"1923","Tope Obadeyi",0,"20082009"
"1924","Riga Mustapha",3060000,"20082009"
"1925","Ricardo Tê",1130000,"20082009"
"1926","Johan Elmander",9e+06,"20082009"
