"","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTGS","ATGS","HTGC","ATGC","HTP","ATP","HTS","ATS","HTST","ATST","home_start_mv","away_start_mv","HomeTeamLP","AwayTeamLP","HomeAvgAge","AwayAvgAge","HomeAvgMV","AwayAvgMV","MW","HM1","AM1","HM2","AM2","HM3","AM3","HM4","AM4","HM5","AM5","HM10","AM10","HM20","AM20","HMH1","AMA1","Distance","HTGD","ATGD","DiffPts","DiffLP"
"3707","2010-03-13","Stoke","AstonVilla","0","0","D","28","39","33","22",1.13793103448276,1.48275862068966,8.6551724137931,10.9655172413793,4.48275862068965,5.96551724137931,29523000,69393000,12,6,25.9,25.5,1.87,4.66,29,0,0,0,0,4,3,5,4,8,5,13,10,24,28,0,1,57,-0.172413793103448,0.586206896551724,-0.344827586206897,6
"3708","2010-03-13","Tottenham","Blackburn","3","1","H","50","30","27","45",1.68965517241379,1.03448275862069,15.3793103448276,11.1724137931034,9.06896551724138,5.93103448275862,97161000,35732000,8,15,23.3,25.3,5.47,2.32,29,3,0,6,3,6,3,6,6,7,6,15,15,33,23,3,0,288,0.793103448275862,-0.517241379310345,0.655172413793103,-7
"3709","2010-03-14","ManUnited","Fulham","3","0","H","66","32","24","29",2.17241379310345,1.17241379310345,15.9655172413793,10.3448275862069,9.10344827586207,5.6551724137931,184951000,38341000,1,7,25,25.3,9.9,1.99,29,3,1,6,4,6,4,7,7,10,11,26,11,41,27,3,1,262,1.44827586206897,0.103448275862069,1,-6
"3710","2010-03-14","Sunderland","ManCity","1","1","D","36","53","44","36",1,1.68965517241379,9.55172413793103,11.2413793103448,5.27586206896552,6.13793103448276,61155000,93332000,16,10,24.5,24.1,3.12,7.09,29,3,0,3,4,3,5,4,8,5,8,8,20,16,33,3,3,168,-0.275862068965517,0.586206896551724,-0.689655172413793,6
"3711","2010-03-15","Liverpool","Portsmouth","4","1","H","45","25","29","51",1.6,0.633333333333333,12.6,12.2333333333333,7.13333333333333,6.66666666666667,188102000,24301000,2,14,24.4,25.4,10.1,2,30,0,0,3,0,4,3,4,3,4,4,18,5,33,15,3,3,321,0.533333333333333,-0.866666666666667,0.966666666666667,-12
"3712","2010-03-16","Wigan","AstonVilla","1","2","A","27","41","57","24",0.933333333333333,1.46666666666667,12.5666666666667,10.9666666666667,6.46666666666667,5.86666666666667,32591000,64444000,11,6,25.4,25.5,1.9,4.66,30,0,1,3,1,3,1,4,4,5,5,9,11,15,29,3,1,127,-1,0.566666666666667,-0.533333333333333,5
"3713","2010-03-20","Arsenal","WestHam","2","0","H","69","37","32","49",2.03333333333333,0.8,14.5333333333333,12.0333333333333,8.53333333333333,6.8,96213000,35282000,4,9,21.7,23.8,5.62,3.04,30,3,0,6,0,9,0,12,3,15,3,26,6,46,19,3,0,7,1.23333333333333,-0.4,1.23333333333333,-5
"3714","2010-03-20","AstonVilla","Wolves","2","2","D","41","23","24","47",1.46666666666667,0.7,10.9666666666667,9.73333333333333,5.86666666666667,5.4,69393000,20860000,6,18,25.5,24.1,4.66,1.45,30,1,3,1,3,1,3,4,3,5,3,11,5,29,16,3,3,19,0.566666666666667,-0.8,0.766666666666667,-12
"3715","2010-03-20","Everton","Bolton","2","0","H","46","32","42","54",1.36666666666667,0.866666666666667,12.6333333333333,11.9666666666667,7.53333333333333,6.03333333333333,84961000,23224000,5,13,23.1,25.3,4.75,2.4,30,1,3,4,3,4,6,7,7,10,7,20,12,31,18,3,0,33,0.133333333333333,-0.733333333333333,0.5,-8
"3716","2010-03-20","Portsmouth","Hull","3","2","H","25","27","51","61",0.633333333333333,0.733333333333333,12.2333333333333,8.26666666666667,6.66666666666667,4.46666666666667,23401000,28080000,14,17,25.4,26,2,1.84,30,0,0,0,0,3,0,3,0,4,0,5,6,15,14,0,0,332,-0.866666666666667,-1.13333333333333,-0.1,-3
"3717","2010-03-20","Stoke","Tottenham","1","2","A","28","53","33","28",1.16666666666667,1.73333333333333,8.8,15.3333333333333,4.53333333333333,9,27272000,86991000,12,8,25.9,23.3,1.87,5.47,30,2,3,2,6,2,9,6,9,7,9,15,18,23,33,1,3,211,-0.166666666666667,0.833333333333333,-0.566666666666667,4
"3718","2010-03-20","Sunderland","Birmingham","3","1","H","37","30","45","31",1,1.36666666666667,9.63333333333333,9.16666666666667,5.33333333333333,5.4,58455000,23042000,16,18,24.5,25.5,3.12,1.59,30,1,1,4,4,4,7,4,7,5,10,7,12,14,34,1,3,273,-0.266666666666667,-0.0333333333333333,-0.366666666666667,-2
"3719","2010-03-20","Wigan","Burnley","1","0","H","27","30","57","61",0.933333333333333,0.766666666666667,12.5666666666667,9.73333333333333,6.46666666666667,5.43333333333333,32411000,17425000,11,18,25.4,25,1.9,1.05,30,0,0,3,0,3,0,4,0,5,0,9,3,15,11,0,0,39,-1,-1.03333333333333,0.166666666666667,-7
"3720","2010-03-21","Blackburn","Chelsea","1","1","D","31","69","48","27",1,2,11.1333333333333,18.3666666666667,5.96666666666667,10,25742000,182971000,15,3,25.3,26.8,2.32,14.27,30,0,3,0,3,3,3,3,6,6,9,13,19,20,36,3,3,294,-0.566666666666667,1.4,-1,12
"3721","2010-03-21","Fulham","ManCity","1","2","A","33","55","34","39",1.09677419354839,1.61290322580645,10.258064516129,11.3548387096774,5.58064516129032,6.19354838709677,30646000,74072000,7,10,25.3,24.1,1.99,7.09,31,0,0,0,1,1,1,4,5,4,6,11,12,23,32,3,1,261,-0.032258064516129,0.516129032258065,-0.516129032258065,-3
"3722","2010-03-21","ManUnited","Liverpool","2","1","H","70","49","24","30",2.12903225806452,1.64516129032258,16.4838709677419,12.9354838709677,9.32258064516129,7.29032258064516,155252000,185402000,1,2,25,24.4,9.9,10.1,31,0,3,3,3,6,6,9,7,9,7,22,18,44,33,3,0,45,1.48387096774194,0.612903225806452,0.483870967741935,-1
"3723","2010-03-23","WestHam","Wolves","1","3","A","37","25","51","49",0.774193548387097,0.709677419354839,11.9032258064516,9.64516129032258,6.70967741935484,5.35483870967742,53552000,21530000,9,18,23.8,24.1,3.04,1.45,31,0,1,0,4,0,4,0,4,3,4,6,6,18,16,0,1,186,-0.451612903225806,-0.774193548387097,0.0645161290322581,-9
"3724","2010-03-24","AstonVilla","Sunderland","1","1","D","42","40","25","46",1.54838709677419,1.06451612903226,10.9677419354839,9.67741935483871,5.80645161290323,5.45161290322581,69393000,55485000,6,16,25.5,24.5,4.66,3.12,31,4,3,5,4,5,7,5,7,8,7,15,10,32,17,1,0,270,0.548387096774194,-0.193548387096774,0.483870967741935,-10
"3725","2010-03-24","Blackburn","Birmingham","2","1","H","32","31","49","34",1,1.32258064516129,11.0322580645161,9.54838709677419,5.90322580645161,5.67741935483871,25742000,27090000,15,18,25.3,25.5,2.32,1.59,31,1,0,1,1,1,4,4,7,4,7,14,11,21,34,1,0,146,-0.548387096774194,-0.0967741935483871,-0.32258064516129,-3
"3726","2010-03-24","ManCity","Everton","0","2","A","55","48","39","42",1.61290322580645,1.41935483870968,11.3548387096774,12.8064516129032,6.19354838709677,7.64516129032258,74973000,95670000,10,5,24.1,23.1,7.09,4.75,31,0,3,1,4,1,7,5,7,6,10,12,22,32,33,1,1,51,0.516129032258065,0.193548387096774,0.193548387096774,5
"3727","2010-03-24","Portsmouth","Chelsea","0","5","A","28","70","53","28",0.709677419354839,1.96774193548387,12.4193548387097,18.2258064516129,6.7741935483871,9.93548387096774,22281000,194851000,14,3,25.4,26.8,2,14.27,31,3,1,3,4,3,4,6,4,6,7,8,20,18,34,3,1,98,-0.806451612903226,1.35483870967742,-1.25806451612903,11
"3728","2010-03-27","Birmingham","Arsenal","1","1","D","31","71","34","33",1.32258064516129,2.06451612903226,9.54838709677419,14.6451612903226,5.67741935483871,8.54838709677419,27090000,90813000,18,4,25.5,21.7,1.59,5.62,31,0,3,1,6,4,9,7,12,7,15,11,25,34,45,1,3,158,-0.0967741935483871,1.2258064516129,-0.741935483870968,14
"3729","2010-03-27","Bolton","ManUnited","0","4","A","36","70","54","24",0.838709677419355,2.12903225806452,11.8387096774194,16.4838709677419,6.03225806451613,9.32258064516129,28263000,110701000,13,1,25.3,25,2.4,9.9,31,0,0,3,3,3,6,6,9,7,9,11,22,18,44,3,3,21,-0.580645161290323,1.48387096774194,-1.29032258064516,12
"3730","2010-03-27","Chelsea","AstonVilla","7","1","H","70","42","28","25",1.96774193548387,1.54838709677419,18.2258064516129,10.9677419354839,9.93548387096774,5.80645161290323,200251000,65163000,3,6,26.8,25.5,14.27,4.66,31,1,4,4,5,4,5,4,5,7,8,20,15,34,32,3,3,163,1.35483870967742,0.548387096774194,0.419354838709677,-3
"3731","2010-03-27","Hull","Fulham","2","0","H","31","33","64","36",0.6875,1.0625,8.25,10.3125,4.46875,5.6875,24301000,29882000,17,7,26,25.3,1.84,1.99,32,0,0,0,0,0,0,0,1,0,4,4,11,14,20,0,0,253,-1.03125,-0.09375,-0.375,10
"3732","2010-03-27","Tottenham","Portsmouth","2","0","H","57","28","29","58",1.71875,0.6875,15.375,12.34375,8.96875,6.75,82310000,23811000,8,14,23.3,25.4,5.47,2,32,0,0,3,3,6,3,9,3,12,6,17,8,36,15,3,0,114,0.875,-0.9375,1.03125,-6
"3733","2010-03-27","WestHam","Stoke","0","1","A","38","30","54","35",0.75,1.09375,12.0625,8.875,6.8125,4.59375,52832000,23853000,9,12,23.8,25.9,3.04,1.87,32,0,0,0,0,0,2,0,2,0,2,5,11,14,19,0,1,218,-0.5,-0.15625,-0.34375,-3
"3734","2010-03-27","Wolves","Everton","0","0","D","28","50","50","42",0.78125,1.46875,9.5,12.71875,5.3125,7.625,21530000,83520000,18,5,24.1,23.1,1.45,4.75,32,3,3,4,6,7,7,7,10,7,10,9,22,18,36,0,3,110,-0.6875,0.25,-0.6875,13
"3735","2010-03-28","Burnley","Blackburn","0","1","A","31","34","64","50",0.71875,1.0625,10.21875,10.96875,5.6875,5.9375,17425000,20793000,18,15,25,25.3,1.05,2.32,32,0,3,0,4,0,4,0,4,0,7,3,14,7,21,0,0,18,-1.03125,-0.5,-0.34375,3
"3736","2010-03-28","Liverpool","Sunderland","3","0","H","50","41","32","47",1.59375,1.0625,12.65625,9.6875,7.125,5.4375,188102000,58815000,2,16,24.4,24.5,10.1,3.12,32,0,1,3,4,3,5,6,8,7,8,17,11,33,17,3,1,194,0.5625,-0.1875,0.53125,-14
"3737","2010-03-29","ManCity","Wigan","3","0","H","58","29","39","59",1.65625,0.96875,11.3125,12.75,6.25,6.59375,74523000,28271000,10,11,24.1,25.4,7.09,1.9,32,3,0,3,3,4,3,4,6,8,6,15,9,33,18,0,0,31,0.59375,-0.9375,0.6875,-1
"3738","2010-04-03","Arsenal","Wolves","1","0","H","73","28","33","50",2.03125,0.78125,14.46875,9.5,8.4375,5.3125,45365000,21530000,4,18,21.7,24.1,5.62,1.45,32,1,3,4,4,7,7,10,7,13,7,20,9,46,18,3,3,180,1.25,-0.6875,1.25,-14
"3739","2010-04-03","Bolton","AstonVilla","0","1","A","36","43","56","32",0.8125,1.53125,11.65625,10.84375,5.96875,5.78125,30332000,52834000,13,6,25.3,25.5,2.4,4.66,32,0,1,0,5,3,6,3,6,6,6,11,15,18,30,0,0,127,-0.625,0.34375,-0.71875,7
"3740","2010-04-03","Burnley","ManCity","1","6","A","31","58","64","39",0.71875,1.65625,10.21875,11.3125,5.6875,6.25,16745000,81993000,18,10,25,24.1,1.05,7.09,32,0,3,0,3,0,4,0,4,0,8,3,15,7,33,0,3,34,-1.03125,0.59375,-0.9375,8
"3741","2010-04-03","ManUnited","Chelsea","1","2","A","76","82","25","29",2.18181818181818,2.03030303030303,16.1818181818182,18.1212121212121,9.15151515151515,10,123752000,200251000,1,3,25,26.8,9.9,14.27,33,0,0,6,6,6,7,9,10,12,10,22,20,47,37,3,3,263,1.54545454545455,1.60606060606061,0.151515151515152,-2
"3742","2010-04-03","Portsmouth","Blackburn","0","0","D","28","35","60","50",0.666666666666667,1.12121212121212,12.2121212121212,11,6.63636363636364,5.90909090909091,24260000,24393000,14,15,25.4,25.3,2,2.32,33,0,3,0,6,3,7,3,7,3,7,7,14,15,24,0,3,341,-0.96969696969697,-0.454545454545455,-0.454545454545455,-1
"3743","2010-04-03","Stoke","Hull","2","0","H","32","31","35","66",1.15151515151515,0.757575757575758,8.87878787878788,8.15151515151515,4.54545454545455,4.42424242424242,27272000,23941000,12,17,25.9,26,1.87,1.84,33,3,3,3,3,3,3,5,3,5,3,14,7,22,14,0,0,147,-0.0909090909090909,-1.06060606060606,0.393939393939394,-5
"3744","2010-04-03","Sunderland","Tottenham","3","1","H","41","58","50","32",1.03030303030303,1.75757575757576,9.60606060606061,15.2727272727273,5.33333333333333,8.96969696969697,46980000,80011000,16,8,24.5,23.3,3.12,5.47,33,0,3,1,3,4,6,5,9,8,12,11,17,17,36,3,3,379,-0.272727272727273,0.787878787878788,-0.727272727272727,8
"3745","2010-04-04","Birmingham","Liverpool","1","1","D","33","53","37","32",1.27272727272727,1.63636363636364,9.42424242424242,13.030303030303,5.57575757575758,7.39393939393939,27090000,165602000,18,2,25.5,24.4,1.59,10.1,33,0,3,1,3,1,6,2,6,5,9,12,16,30,35,1,0,129,-0.121212121212121,0.636363636363636,-0.363636363636364,16
"3746","2010-04-04","Everton","WestHam","2","2","D","50","38","42","55",1.45454545454545,0.727272727272727,13,12.2121212121212,7.78787878787879,6.81818181818182,85500000,46712000,5,9,23.1,23.8,4.75,3.04,33,1,0,4,0,7,0,8,0,11,0,20,4,34,14,3,0,291,0.242424242424242,-0.515151515151515,0.727272727272727,-4
"3747","2010-04-04","Fulham","Wigan","2","1","H","35","29","37","62",1.03030303030303,0.939393939393939,10.2121212121212,12.6363636363636,5.66666666666667,6.48484848484848,40411000,34431000,7,11,25.3,25.4,1.99,1.9,33,0,0,0,0,0,3,0,3,1,6,11,9,20,17,0,0,284,-0.0606060606060606,-1,0.0909090909090909,-4
"3748","2010-04-10","Hull","Burnley","1","4","A","31","31","66","65",0.757575757575758,0.696969696969697,8.15151515151515,10.1212121212121,4.42424242424242,5.60606060606061,25740000,17195000,17,18,26,25,1.84,1.05,33,3,0,3,0,3,0,3,0,3,0,7,3,14,6,3,0,123,-1.06060606060606,-1.03030303030303,0.0606060606060606,-1
"3749","2010-04-10","WestHam","Sunderland","1","0","H","38","41","55","50",0.727272727272727,1.03030303030303,12.2121212121212,9.60606060606061,6.81818181818182,5.33333333333333,45002000,46980000,9,16,23.8,24.5,3.04,3.12,33,0,0,0,1,0,4,0,5,0,8,4,11,14,17,0,0,387,-0.515151515151515,-0.272727272727273,-0.303030303030303,-7
"3750","2010-04-11","Blackburn","ManUnited","0","0","D","35","76","50","25",1.12121212121212,2.18181818181818,11,16.1818181818182,5.90909090909091,9.15151515151515,30602000,112051000,15,1,25.3,25,2.32,9.9,33,3,0,6,6,7,6,7,9,7,12,14,22,24,47,3,3,32,-0.454545454545455,1.54545454545455,-1.06060606060606,14
"3751","2010-04-11","Liverpool","Fulham","0","0","D","54","35","33","37",1.61764705882353,1.08823529411765,13.1176470588235,9.97058823529412,7.41176470588235,5.55882352941176,155251000,39420000,2,7,24.4,25.3,10.1,1.99,34,1,3,4,3,4,3,7,3,7,3,14,14,35,20,3,0,286,0.617647058823529,-0.0588235294117647,0.529411764705882,-5
"3752","2010-04-11","ManCity","Birmingham","5","1","H","69","34","41","38",1.73529411764706,1.26470588235294,11.7352941176471,9.38235294117647,6.52941176470588,5.5,72993000,22590000,10,18,24.1,25.5,7.09,1.59,34,0,1,6,1,9,2,9,2,10,3,18,12,38,31,3,0,114,0.823529411764706,-0.117647058823529,0.470588235294118,-8
"3753","2010-04-11","Wolves","Stoke","0","0","D","28","32","51","35",0.764705882352941,1.20588235294118,9.29411764705882,8.88235294117647,5.11764705882353,4.44117647058824,20630000,23853000,18,12,24.1,25.9,1.45,1.87,34,0,3,1,6,4,6,5,6,8,8,8,16,19,22,1,3,44,-0.676470588235294,-0.0882352941176471,-0.441176470588235,6
"3754","2010-04-13","Chelsea","Bolton","1","0","H","84","36","30","61",2.05882352941176,0.764705882352941,17.9117647058824,11.7941176470588,9.85294117647059,6.20588235294118,219601000,29613000,3,13,26.8,25.3,14.27,2.4,34,3,0,3,0,9,0,10,0,13,3,20,8,40,18,3,0,282,1.58823529411765,-0.735294117647059,1.29411764705882,-10
"3755","2010-04-14","AstonVilla","Everton","2","2","D","46","52","34","44",1.52941176470588,1.44117647058824,10.8823529411765,12.9117647058824,5.91176470588235,7.70588235294118,64444000,78751000,6,5,25.5,23.1,4.66,4.75,34,0,1,3,2,4,5,8,8,9,9,14,18,31,35,1,1,126,0.352941176470588,0.235294117647059,0.0882352941176471,1
"3756","2010-04-14","Tottenham","Arsenal","2","1","H","60","75","33","34",1.70588235294118,2,15.2058823529412,14.6764705882353,9,8.55882352941176,80281000,57964000,8,4,23.3,21.7,5.47,5.62,34,0,0,3,3,3,4,6,7,9,10,16,22,32,46,3,1,6,0.794117647058823,1.20588235294118,-0.294117647058824,4
"3757","2010-04-14","Wigan","Portsmouth","0","0","D","30","28","64","60",0.911764705882353,0.676470588235294,12.6176470588235,12.0294117647059,6.5,6.52941176470588,31281000,18180000,11,14,25.4,25.4,1.9,2,34,0,1,0,1,0,1,3,4,3,4,9,8,17,16,3,0,325,-1,-0.941176470588235,0.235294117647059,-3
"3758","2010-04-17","Birmingham","Hull","0","0","D","34","32","38","70",1.26470588235294,0.735294117647059,9.38235294117647,8.23529411764706,5.5,4.41176470588235,27090000,22770000,18,17,25.5,26,1.59,1.84,34,1,0,1,3,2,3,2,3,3,3,12,6,31,11,1,0,173,-0.117647058823529,-1.11764705882353,0.529411764705882,1
"3759","2010-04-17","Blackburn","Everton","2","3","A","35","52","50","44",1.14705882352941,1.44117647058824,11.1470588235294,12.9117647058824,5.97058823529412,7.70588235294118,27362000,90900000,15,5,25.3,23.1,2.32,4.75,34,2,1,5,2,8,5,9,8,9,9,15,18,26,35,1,1,45,-0.441176470588235,0.235294117647059,-0.294117647058824,10
"3760","2010-04-17","Fulham","Wolves","0","0","D","35","28","37","51",1.08823529411765,0.764705882352941,9.97058823529412,9.29411764705882,5.55882352941176,5.11764705882353,30646000,20630000,7,18,25.3,24.1,1.99,1.45,34,3,0,3,1,3,4,3,5,3,8,14,8,20,19,3,0,180,-0.0588235294117647,-0.676470588235294,0.323529411764706,-11
"3761","2010-04-17","ManCity","ManUnited","0","1","A","69","77","42","27",1.77142857142857,2.08571428571429,11.6285714285714,15.8857142857143,6.48571428571429,8.88571428571429,77043000,106201000,10,1,24.1,25,7.09,9.9,35,3,0,3,1,9,1,12,7,12,7,21,17,40,42,3,1,6,0.771428571428571,1.42857142857143,-0.314285714285714,9
"3762","2010-04-17","Stoke","Bolton","1","2","A","33","36","37","62",1.2,0.742857142857143,8.94285714285714,11.6571428571429,4.45714285714286,6.08571428571429,31952000,29613000,12,13,25.9,25.3,1.87,2.4,35,1,0,4,0,7,0,7,0,7,0,14,7,23,17,3,0,70,-0.114285714285714,-0.742857142857143,0.457142857142857,-1
"3763","2010-04-17","Sunderland","Burnley","2","1","H","44","36","52","72",1.05714285714286,0.742857142857143,9.62857142857143,10.2,5.51428571428571,5.68571428571429,55800000,15665000,16,18,24.5,25,3.12,1.05,35,0,0,3,3,3,3,4,3,7,3,12,3,17,9,3,3,137,-0.228571428571429,-1.02857142857143,0.314285714285714,-2
"3764","2010-04-17","Tottenham","Chelsea","2","1","H","62","85","34","30",1.74285714285714,2.08571428571429,15.3428571428571,17.9142857142857,9.02857142857143,9.8,87661000,207001000,8,3,23.3,26.8,5.47,14.27,35,3,3,3,6,6,6,6,12,9,13,18,22,35,40,3,3,16,0.8,1.57142857142857,-0.342857142857143,5
"3765","2010-04-18","Portsmouth","AstonVilla","1","2","A","28","48","60","35",0.685714285714286,1.51428571428571,11.8571428571429,10.9142857142857,6.4,6,26910000,64444000,14,6,25.4,25.5,2,4.66,35,1,1,2,1,2,4,2,5,5,9,9,14,17,32,1,3,199,-0.914285714285714,0.371428571428571,-0.828571428571429,8
"3766","2010-04-18","Wigan","Arsenal","3","2","H","30","76","64","36",0.914285714285714,1.94285714285714,12.9428571428571,14.8,6.71428571428571,8.62857142857143,31911000,59313000,11,4,25.4,21.7,1.9,5.62,35,1,0,1,0,1,3,1,4,4,7,9,22,15,43,1,0,281,-0.971428571428571,1.14285714285714,-1.02857142857143,7
"3767","2010-04-19","Liverpool","WestHam","3","0","H","54","41","33","57",1.6,0.8,13.2571428571429,12.0857142857143,7.45714285714286,6.74285714285714,137701000,45002000,2,9,24.4,23.8,10.1,3.04,35,1,0,2,4,5,4,5,4,8,4,12,7,33,14,1,1,290,0.6,-0.457142857142857,0.8,-7
"3768","2010-04-21","Hull","AstonVilla","0","2","A","32","48","70","35",0.742857142857143,1.51428571428571,8.31428571428571,10.9142857142857,4.4,6,22770000,64444000,17,6,26,25.5,1.84,4.66,35,1,1,1,1,4,4,4,5,4,9,4,14,11,32,0,3,171,-1.08571428571429,0.371428571428571,-0.771428571428571,11
"3769","2010-04-24","Arsenal","ManCity","0","0","D","76","69","36","42",1.94285714285714,1.77142857142857,14.8,11.6285714285714,8.62857142857143,6.48571428571429,59314000,69123000,4,10,21.7,24.1,5.62,7.09,35,0,3,0,3,3,9,4,12,7,12,22,21,43,40,3,3,257,1.14285714285714,0.771428571428571,0.171428571428571,-6
"3770","2010-04-24","Bolton","Portsmouth","2","2","D","36","28","62","60",0.742857142857143,0.685714285714286,11.6571428571429,11.8571428571429,6.08571428571429,6.4,30063000,25160000,13,14,25.3,25.4,2.4,2,35,0,1,0,2,0,2,0,2,0,5,7,9,17,17,0,1,326,-0.742857142857143,-0.914285714285714,0.0571428571428571,-1
"3771","2010-04-24","Hull","Sunderland","0","1","A","32","46","72","53",0.722222222222222,1.11111111111111,8.47222222222222,9.80555555555556,4.55555555555556,5.66666666666667,21600000,50401000,17,16,26,24.5,1.84,3.12,36,0,3,1,3,1,6,4,6,4,7,4,14,11,20,0,0,146,-1.11111111111111,-0.194444444444444,-0.388888888888889,1
"3772","2010-04-24","ManUnited","Tottenham","3","1","H","78","63","27","37",2.11111111111111,1.77777777777778,15.8055555555556,15.1666666666667,8.72222222222222,8.86111111111111,107552000,98551000,1,8,25,23.3,9.9,5.47,36,3,3,3,6,4,6,4,9,10,9,19,21,42,37,0,0,256,1.41666666666667,0.722222222222222,0.333333333333333,-7
"3773","2010-04-24","WestHam","Wigan","3","2","H","41","33","60","66",0.777777777777778,0.972222222222222,11.9166666666667,13.0277777777778,6.61111111111111,6.83333333333333,52652000,35291000,9,11,23.8,25.4,3.04,1.9,36,0,3,0,4,4,4,4,4,4,4,7,11,14,18,3,0,286,-0.527777777777778,-0.916666666666667,-0.194444444444444,-2
"3774","2010-04-24","Wolves","Blackburn","1","1","D","28","37","51","53",0.777777777777778,1.08333333333333,9.19444444444444,11.1666666666667,5.08333333333333,6.11111111111111,20630000,24213000,18,15,24.1,25.3,1.45,2.32,36,0,0,2,0,2,2,3,5,6,8,10,12,18,24,1,1,129,-0.638888888888889,-0.444444444444444,-0.305555555555556,3
"3775","2010-04-25","AstonVilla","Birmingham","1","0","H","50","35","35","43",1.55555555555556,1.22222222222222,10.9166666666667,9.27777777777778,5.97222222222222,5.47222222222222,64444000,26147000,6,18,25.5,25.5,4.66,1.59,36,3,0,4,1,4,2,7,2,8,3,16,10,32,23,1,0,4,0.416666666666667,-0.222222222222222,0.333333333333333,-12
"3776","2010-04-25","Burnley","Liverpool","0","4","A","37","57","74","33",0.722222222222222,1.63888888888889,10.1666666666667,13.3611111111111,5.63888888888889,7.47222222222222,17195000,164476000,18,2,25,24.4,1.05,10.1,36,0,3,0,4,3,5,3,8,3,8,3,15,9,35,0,1,63,-1.02777777777778,0.666666666666667,-0.916666666666667,16
"3777","2010-04-25","Chelsea","Stoke","7","0","H","86","33","32","44",2.02777777777778,1.16666666666667,17.6666666666667,8.77777777777778,9.69444444444444,4.38888888888889,214200000,27272000,3,12,26.8,25.9,14.27,1.87,36,0,0,3,1,6,4,6,7,12,7,19,13,40,23,3,1,215,1.5,-0.305555555555556,0.861111111111111,-9
"3778","2010-04-25","Everton","Fulham","2","1","H","57","36","48","39",1.44444444444444,1.08333333333333,12.8611111111111,9.94444444444444,7.66666666666667,5.52777777777778,84151000,23942000,5,7,23.1,25.3,4.75,1.99,36,0,0,3,2,4,5,5,5,8,5,18,9,37,18,1,1,287,0.25,-0.0833333333333333,0.361111111111111,-2
"3779","2010-05-01","Birmingham","Burnley","2","1","H","35","37","43","74",1.22222222222222,0.722222222222222,9.27777777777778,10.1666666666667,5.47222222222222,5.63888888888889,24083000,17415000,18,18,25.5,25,1.59,1.05,36,0,0,1,0,2,3,2,3,3,3,10,3,23,9,1,0,148,-0.222222222222222,-1.02777777777778,0.5,0
"3780","2010-05-01","ManCity","AstonVilla","3","1","H","69","50","42","35",1.75,1.55555555555556,11.3888888888889,10.9166666666667,6.36111111111111,5.97222222222222,67324000,64444000,10,6,24.1,25.5,7.09,4.66,36,1,3,4,4,4,4,10,7,13,8,19,16,38,32,0,3,110,0.75,0.416666666666667,0.194444444444444,4
"3781","2010-05-01","Portsmouth","Wolves","3","1","H","31","29","64","52",0.675675675675676,0.783783783783784,12,9.32432432432432,6.54054054054054,5.08108108108108,24081000,20401000,14,18,25.4,24.1,2,1.45,37,0,1,1,1,2,3,3,3,3,4,9,11,14,16,0,1,213,-0.891891891891892,-0.621621621621622,-0.108108108108108,-4
"3782","2010-05-01","Stoke","Everton","0","0","D","33","59","44","49",1.13513513513514,1.48648648648649,8.86486486486486,12.9189189189189,4.43243243243243,7.7027027027027,25561000,94860000,12,5,25.9,23.1,1.87,4.75,37,0,3,0,3,1,6,4,7,7,8,9,18,22,39,0,3,73,-0.297297297297297,0.27027027027027,-0.351351351351351,7
"3783","2010-05-01","Tottenham","Bolton","1","0","H","64","40","37","65",1.72972972972973,0.810810810810811,15.4324324324324,11.7567567567568,8.94594594594595,6.24324324324324,91531000,30063000,8,13,23.3,25.3,5.47,2.4,37,0,0,3,4,6,4,6,4,9,4,21,10,37,20,3,3,276,0.72972972972973,-0.675675675675676,0.918918918918919,-5
"3784","2010-05-02","Fulham","WestHam","3","2","H","39","44","41","62",1.05405405405405,0.837837837837838,9.81081081081081,11.8378378378378,5.45945945945946,6.62162162162162,22772000,52652000,7,9,25.3,23.8,1.99,3.04,37,0,3,0,3,2,3,5,7,5,7,9,7,17,17,1,0,16,-0.0540540540540541,-0.486486486486487,0.216216216216216,-2
"3785","2010-05-02","Liverpool","Chelsea","0","2","A","61","93","33","32",1.67567567567568,2.05405405405405,13.3243243243243,17.972972972973,7.54054054054054,9.91891891891892,165601000,242100000,2,3,24.4,26.8,10.1,14.27,37,3,3,6,3,7,6,8,9,11,9,18,19,38,42,3,0,287,0.756756756756757,1.64864864864865,-0.378378378378378,-1
"3786","2010-05-02","Sunderland","ManUnited","0","1","A","47","81","53","28",1.16216216216216,2.13513513513514,9.81081081081081,15.7837837837838,5.64864864864865,8.7027027027027,55530000,140401000,16,1,24.5,25,3.12,9.9,37,3,3,6,6,6,6,9,7,9,7,17,22,22,45,3,3,172,-0.162162162162162,1.43243243243243,-0.972972972972973,15
"3787","2010-05-03","Blackburn","Arsenal","2","1","H","38","78","54","39",1.08108108108108,1.86486486486486,11.1891891891892,14.5405405405405,6.16216216216216,8.48648648648649,31772000,46714000,15,4,25.3,21.7,2.32,5.62,37,1,0,1,1,1,1,3,1,6,4,13,17,25,41,0,0,291,-0.432432432432432,1.05405405405405,-0.783783783783784,11
