"","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTGS","ATGS","HTGC","ATGC","HTP","ATP","HTS","ATS","HTST","ATST","home_start_mv","away_start_mv","HomeTeamLP","AwayTeamLP","HomeAvgAge","AwayAvgAge","HomeAvgMV","AwayAvgMV","MW","HM1","AM1","HM2","AM2","HM3","AM3","HM4","AM4","HM5","AM5","HM10","AM10","HM20","AM20","HMH1","AMA1","Distance","HTGD","ATGD","DiffPts","DiffLP"
"4872","2013-04-07","Liverpool","WestHam","0","0","D","59","35","40","44",1.5,1.125,16.46875,11.25,9.1875,6.5,124651000,27003000,8,18,22.8,25.1,6.52,3.03,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,290,0.59375,-0.28125,0.375,-10
"4873","2013-04-07","Newcastle","Fulham","1","0","H","41","43","56","47",1.03125,1.21875,12.28125,11.15625,6.59375,6.25,64802000,32852000,5,9,24.1,26.9,4.76,3.12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,401,-0.46875,-0.125,-0.1875,-4
"4874","2013-04-07","QPR","Wigan","1","1","D","28","37","51","57",0.71875,0.9375,11.84375,11.59375,6.5625,6.46875,63227000,25877000,17,15,28.1,25,4.09,2.1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,280,-0.71875,-0.625,-0.21875,2
"4875","2013-04-07","Tottenham","Everton","2","2","D","53","49","38","37",1.78125,1.59375,15.84375,14.4375,9.75,8.28125,111602000,66150000,4,7,25.1,25.6,7.96,4.32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0.46875,0.375,0.1875,-3
"4876","2013-04-08","ManUnited","ManCity","1","2","A","71","57","33","27",2.40625,1.9375,13.4375,15.375,8,9.03125,147153000,212401000,2,1,24.1,24,11.11,12.08,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,1.1875,0.9375,0.46875,1
"4877","2013-04-13","Arsenal","Norwich","3","1","H","61","28","34","47",1.75,1.09375,14.25,9.34375,8.34375,5.03125,125101000,22277000,3,12,23.8,25.3,7.34,1.87,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,153,0.84375,-0.59375,0.65625,-9
"4878","2013-04-13","AstonVilla","Fulham","1","1","D","32","43","58","47",1.03125,1.21875,9.75,11.15625,5.46875,6.25,23026000,38252000,16,9,24.1,26.9,2.93,3.12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,-0.8125,-0.125,-0.1875,7
"4879","2013-04-13","Everton","QPR","2","0","H","49","28","37","51",1.59375,0.71875,14.4375,11.84375,8.28125,6.5625,78300000,66377000,7,17,25.6,28.1,4.32,4.09,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,284,0.375,-0.71875,0.875,-10
"4880","2013-04-13","Reading","Liverpool","0","0","D","36","59","61","40",0.71875,1.5,8.15625,16.46875,4.09375,9.1875,17960000,128251000,18,8,25.6,22.8,1.28,6.52,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,261,-0.78125,0.59375,-0.78125,10
"4881","2013-04-13","Southampton","WestHam","1","1","D","46","36","53","45",1.12121212121212,1.12121212121212,12.030303030303,11.0909090909091,6.39393939393939,6.42424242424242,24081000,36453000,18,18,24.3,25.1,1.67,3.03,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,119,-0.212121212121212,-0.272727272727273,0,0
"4882","2013-04-14","Newcastle","Sunderland","0","3","A","42","34","56","45",1.09090909090909,0.939393939393939,12.5151515151515,10,6.6969696969697,5.75757575757576,62553000,36003000,5,13,24.1,25.4,4.76,3.69,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,-0.424242424242424,-0.333333333333333,0.151515151515152,-8
"4883","2013-04-14","Stoke","ManUnited","0","2","A","28","73","39","33",1.03030303030303,2.33333333333333,8.42424242424242,13.3030303030303,4.24242424242424,7.84848484848485,43651000,151204000,14,2,27.6,24.1,3.08,11.11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,53,-0.333333333333333,1.21212121212121,-1.3030303030303,12
"4884","2013-04-16","Arsenal","Everton","0","0","D","64","51","35","37",1.78787878787879,1.66666666666667,14.1212121212121,14.4242424242424,8.3030303030303,8.33333333333333,135901000,78300000,3,7,23.8,25.6,7.34,4.32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,285,0.878787878787879,0.424242424242424,0.121212121212121,-4
"4885","2013-04-17","Fulham","Chelsea","0","3","A","44","64","48","33",1.21212121212121,1.66666666666667,11.0606060606061,14.4848484848485,6.15151515151515,8.60606060606061,40502000,213300000,9,6,26.9,25.3,3.12,11.86,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,-0.121212121212121,0.939393939393939,-0.454545454545455,3
"4886","2013-04-17","ManCity","Wigan","1","0","H","58","37","27","58",1.96969696969697,0.939393939393939,15.2121212121212,11.4848484848485,8.87878787878788,6.45454545454545,205652000,28352000,1,15,24,25,12.08,2.1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,31,0.939393939393939,-0.636363636363636,1.03030303030303,-14
"4887","2013-04-17","WestHam","ManUnited","2","2","D","36","73","45","33",1.12121212121212,2.33333333333333,11.0909090909091,13.3030303030303,6.42424242424242,7.84848484848485,34653000,151204000,18,2,25.1,24.1,3.03,11.11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,264,-0.272727272727273,1.21212121212121,-1.21212121212121,16
"4888","2013-04-20","Fulham","Arsenal","0","1","A","44","64","48","35",1.21212121212121,1.78787878787879,11.0606060606061,14.1212121212121,6.15151515151515,8.3030303030303,39152000,117002000,9,3,26.9,23.8,3.12,7.34,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,-0.121212121212121,0.878787878787879,-0.575757575757576,6
"4889","2013-04-20","Norwich","Reading","2","1","H","30","36","49","63",1.06060606060606,0.727272727272727,9.42424242424242,8.15151515151515,5.15151515151515,4.06060606060606,23536000,17060000,12,18,25.3,25.6,1.87,1.28,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,206,-0.575757575757576,-0.818181818181818,0.333333333333333,-6
"4890","2013-04-20","QPR","Stoke","0","2","A","29","28","52","39",0.727272727272727,1.03030303030303,11.6666666666667,8.42424242424242,6.42424242424242,4.24242424242424,45458000,48601000,17,14,28.1,27.6,4.09,3.08,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,211,-0.696969696969697,-0.333333333333333,-0.303030303030303,3
"4891","2013-04-20","Sunderland","Everton","1","0","H","37","51","45","37",1,1.64705882352941,9.94117647058824,14.2941176470588,5.79411764705882,8.23529411764706,34653000,75600000,13,7,25.4,25.6,3.69,4.32,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,194,-0.235294117647059,0.411764705882353,-0.647058823529412,6
"4892","2013-04-20","Swansea","Southampton","0","0","D","43","47","42","54",1.20588235294118,1.11764705882353,12,12.1176470588235,6.88235294117647,6.52941176470588,38702000,24081000,11,18,25.9,24.3,2.73,1.67,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,195,0.0294117647058824,-0.205882352941176,0.0882352941176471,-7
"4893","2013-04-20","WestBrom","Newcastle","1","1","D","43","42","44","59",1.29411764705882,1.05882352941176,11.4411764705882,12.5882352941176,6.14705882352941,6.76470588235294,39152000,54228000,10,5,25.7,24.1,2.58,4.76,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,-0.0294117647058824,-0.5,0.235294117647059,5
"4894","2013-04-20","WestHam","Wigan","2","0","H","38","37","47","60",1.14705882352941,0.911764705882353,11.0588235294118,11.6764705882353,6.35294117647059,6.55882352941176,34653000,23177000,18,15,25.1,25,3.03,2.1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,286,-0.264705882352941,-0.676470588235294,0.235294117647059,3
"4895","2013-04-21","Liverpool","Chelsea","2","2","D","59","66","40","35",1.47058823529412,1.70588235294118,16.8235294117647,14.3235294117647,9.44117647058824,8.52941176470588,124651000,202501000,8,6,22.8,25.3,6.52,11.86,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,287,0.558823529411765,0.911764705882353,-0.235294117647059,2
"4896","2013-04-21","Tottenham","ManCity","3","1","H","58","59","41","30",1.70588235294118,2,15.7941176470588,15.0882352941176,9.70588235294118,8.82352941176471,136803000,167402000,4,1,25.1,24,7.96,12.08,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,254,0.5,0.852941176470588,-0.294117647058824,3
"4897","2013-04-22","ManUnited","AstonVilla","3","0","H","75","36","35","60",2.29411764705882,1,13.3529411764706,9.94117647058824,7.88235294117647,5.58823529411765,155253000,22959000,2,16,24.1,24.1,11.11,2.93,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,110,1.17647058823529,-0.705882352941177,1.29411764705882,-14
"4898","2013-04-27","Everton","Fulham","1","0","H","51","44","37","51",1.64705882352941,1.17647058823529,14.2941176470588,11.0588235294118,8.23529411764706,6.17647058823529,83250000,36903000,7,9,25.6,26.9,4.32,3.12,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,287,0.411764705882353,-0.205882352941176,0.470588235294118,-2
"4899","2013-04-27","ManCity","WestHam","2","1","H","59","38","30","47",2,1.14705882352941,15.0882352941176,11.0588235294118,8.82352941176471,6.35294117647059,247951000,34653000,1,18,24,25.1,12.08,3.03,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,262,0.852941176470588,-0.264705882352941,0.852941176470588,-17
"4900","2013-04-27","Newcastle","Liverpool","0","6","A","42","59","59","40",1.05882352941176,1.47058823529412,12.5882352941176,16.8235294117647,6.76470588235294,9.44117647058824,48829000,112951000,5,8,24.1,22.8,4.76,6.52,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,193,-0.5,0.558823529411765,-0.411764705882353,-3
"4901","2013-04-27","Southampton","WestBrom","0","3","A","47","46","54","44",1.11428571428571,1.28571428571429,12.0285714285714,11.4285714285714,6.48571428571429,6.22857142857143,24081000,36002000,18,10,24.3,25.7,1.67,2.58,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,183,-0.2,0.0571428571428571,-0.171428571428571,8
"4902","2013-04-27","Stoke","Norwich","1","0","H","30","33","41","53",1.05714285714286,1.08571428571429,8.62857142857143,9.57142857142857,4.22857142857143,5.25714285714286,47251000,21377000,14,12,27.6,25.3,3.08,1.87,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,-0.314285714285714,-0.571428571428571,-0.0285714285714286,2
"4903","2013-04-27","Wigan","Tottenham","2","2","D","39","60","62","43",0.885714285714286,1.74285714285714,11.5142857142857,15.7428571428571,6.48571428571429,9.62857142857143,28126000,132301000,15,4,25,25.1,2.1,7.96,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,278,-0.657142857142857,0.485714285714286,-0.857142857142857,11
"4904","2013-04-28","Arsenal","ManUnited","1","1","D","65","78","35","35",1.8,2.31428571428571,13.8857142857143,13.2571428571429,8.2,7.8,122402000,172803000,3,2,23.8,24.1,7.34,11.11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,259,0.857142857142857,1.22857142857143,-0.514285714285714,1
"4905","2013-04-28","Chelsea","Swansea","2","0","H","68","43","35","44",1.68571428571429,1.2,14.5142857142857,11.9714285714286,8.68571428571429,6.91428571428571,205200000,36903000,6,11,25.3,25.9,11.86,2.73,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,260,0.942857142857143,-0.0285714285714286,0.485714285714286,-5
"4906","2013-04-28","Reading","QPR","0","0","D","37","29","65","56",0.685714285714286,0.685714285714286,8.28571428571429,11.9428571428571,4.14285714285714,6.51428571428571,17060000,43878000,18,17,25.6,28.1,1.28,4.09,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,53,-0.8,-0.771428571428571,0,1
"4907","2013-04-29","AstonVilla","Sunderland","6","1","H","36","38","63","45",0.971428571428571,1.05714285714286,9.88571428571429,9.88571428571429,5.57142857142857,5.74285714285714,15579000,37803000,16,13,24.1,25.4,2.93,3.69,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,270,-0.771428571428571,-0.2,-0.0857142857142857,3
"4908","2013-05-04","Fulham","Reading","2","4","A","44","37","52","65",1.14285714285714,0.685714285714286,10.9428571428571,8.28571428571429,6.14285714285714,4.14285714285714,37352000,17285000,9,18,26.9,25.6,3.12,1.28,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,-0.228571428571429,-0.8,0.457142857142857,-9
"4909","2013-05-04","Norwich","AstonVilla","1","2","A","33","36","53","63",1.08571428571429,0.971428571428571,9.57142857142857,9.88571428571429,5.25714285714286,5.57142857142857,22637000,15579000,12,16,25.3,24.1,1.87,2.93,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,216,-0.571428571428571,-0.771428571428571,0.114285714285714,-4
"4910","2013-05-04","QPR","Arsenal","0","1","A","29","65","56","35",0.685714285714286,1.8,11.9428571428571,13.8857142857143,6.51428571428571,8.2,35558000,123302000,17,3,28.1,23.8,4.09,7.34,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,-0.771428571428571,0.857142857142857,-1.11428571428571,14
"4911","2013-05-04","Swansea","ManCity","0","0","D","43","61","44","31",1.16666666666667,1.97222222222222,11.8333333333333,15.0277777777778,6.75,8.83333333333333,40952000,258300000,11,1,25.9,24,2.73,12.08,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,236,-0.0277777777777778,0.833333333333333,-0.805555555555556,10
"4912","2013-05-04","Tottenham","Southampton","1","0","H","61","47","43","57",1.72222222222222,1.08333333333333,15.5,12.1388888888889,9.47222222222222,6.41666666666667,133202000,21152000,4,18,25.1,24.3,7.96,1.67,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,121,0.5,-0.277777777777778,0.638888888888889,-14
"4913","2013-05-04","WestBrom","Wigan","2","3","A","48","42","47","64",1.33333333333333,0.888888888888889,11.5833333333333,11.5555555555556,6.36111111111111,6.52777777777778,34652000,26326000,10,15,25.7,25,2.58,2.1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,124,0.0277777777777778,-0.611111111111111,0.444444444444444,-5
"4914","2013-05-04","WestHam","Newcastle","0","0","D","41","43","49","66",1.16666666666667,1.02777777777778,11.1666666666667,12.3055555555556,6.47222222222222,6.58333333333333,34653000,58278000,18,5,25.1,24.1,3.03,4.76,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,397,-0.222222222222222,-0.638888888888889,0.138888888888889,13
"4915","2013-05-05","Liverpool","Everton","0","0","D","67","52","42","38",1.5,1.63888888888889,16.8333333333333,14.1944444444444,9.52777777777778,8.19444444444444,112951000,78300000,8,7,22.8,25.6,6.52,4.32,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.694444444444444,0.388888888888889,-0.138888888888889,1
"4916","2013-05-05","ManUnited","Chelsea","0","1","A","79","69","36","35",2.27777777777778,1.72222222222222,13.1666666666667,14.5277777777778,7.72222222222222,8.61111111111111,87303000,174600000,2,6,24.1,25.3,11.11,11.86,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,263,1.19444444444444,0.944444444444444,0.555555555555556,-4
"4917","2013-05-06","Sunderland","Stoke","1","1","D","39","31","51","41",1.02777777777778,1.11111111111111,9.80555555555556,8.72222222222222,5.69444444444444,4.22222222222222,40052000,47701000,13,14,25.4,27.6,3.69,3.08,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,221,-0.333333333333333,-0.277777777777778,-0.0833333333333333,-1
"4918","2013-05-07","ManCity","WestBrom","1","0","H","61","48","31","47",1.97222222222222,1.33333333333333,15.0277777777778,11.5833333333333,8.83333333333333,6.36111111111111,118804000,33751000,1,10,24,25.7,12.08,2.58,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,110,0.833333333333333,0.0277777777777778,0.638888888888889,-9
"4919","2013-05-07","Wigan","Swansea","2","3","A","42","43","64","44",0.888888888888889,1.16666666666667,11.5555555555556,11.8333333333333,6.52777777777778,6.75,20477000,32402000,15,11,25,25.9,2.1,2.73,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,229,-0.611111111111111,-0.0277777777777778,-0.277777777777778,4
"4920","2013-05-08","Chelsea","Tottenham","2","2","D","69","61","35","43",1.72222222222222,1.72222222222222,14.5277777777778,15.5,8.61111111111111,9.47222222222222,226350000,150301000,6,4,25.3,25.1,11.86,7.96,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,16,0.944444444444444,0.5,0,2
"4921","2013-05-11","AstonVilla","Chelsea","1","2","A","44","71","65","37",1.08108108108108,1.78378378378378,10.1621621621622,14.5405405405405,5.83783783783784,8.59459459459459,16928000,186300000,16,6,24.1,25.3,2.93,11.86,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,163,-0.567567567567568,0.918918918918919,-0.702702702702703,10
"4922","2013-05-12","Everton","WestHam","2","0","H","52","41","38","49",1.62162162162162,1.16216216216216,14.1081081081081,11.1081081081081,8.08108108108108,6.37837837837838,78300000,37802000,7,18,25.6,25.1,4.32,3.03,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,291,0.378378378378378,-0.216216216216216,0.459459459459459,-11
"4923","2013-05-12","Fulham","Liverpool","1","3","A","46","67","57","42",1.08108108108108,1.48648648648649,11,16.8108108108108,6.21621621621622,9.48648648648649,30603000,92700000,9,8,26.9,22.8,3.12,6.52,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,286,-0.297297297297297,0.675675675675676,-0.405405405405405,1
"4924","2013-05-12","ManUnited","Swansea","2","1","H","79","46","37","46",2.21621621621622,1.24324324324324,13.0810810810811,11.7837837837838,7.62162162162162,6.72972972972973,84154000,38251000,2,11,24.1,25.9,11.11,2.73,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,231,1.13513513513514,0,0.972972972972973,-9
"4925","2013-05-12","Norwich","WestBrom","4","0","H","34","48","56","48",1.02702702702703,1.2972972972973,9.43243243243243,11.8108108108108,5.08108108108108,6.48648648648649,26012000,40051000,12,10,25.3,25.7,1.87,2.58,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,-0.594594594594595,0,-0.27027027027027,2
"4926","2013-05-12","QPR","Newcastle","1","2","A","29","43","57","66",0.675675675675676,1.02702702702703,12.0810810810811,12.2702702702703,6.45945945945946,6.56756756756757,42528000,60978000,17,5,28.1,24.1,4.09,4.76,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,397,-0.756756756756757,-0.621621621621622,-0.351351351351351,12
"4927","2013-05-12","Stoke","Tottenham","1","2","A","32","63","42","45",1.10810810810811,1.78378378378378,8.78378378378378,15.4324324324324,4.2972972972973,9.37837837837838,47701000,160200000,14,4,27.6,25.1,3.08,7.96,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,211,-0.27027027027027,0.486486486486487,-0.675675675675676,10
"4928","2013-05-12","Sunderland","Southampton","1","1","D","40","47","52","58",1.02702702702703,1.05405405405405,9.91891891891892,12.0810810810811,5.72972972972973,6.40540540540541,40052000,22731000,13,18,25.4,24.3,3.69,1.67,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,446,-0.324324324324324,-0.297297297297297,-0.027027027027027,-5
"4929","2013-05-14","Arsenal","Wigan","4","1","H","67","44","36","67",1.81081081081081,0.945945945945946,14,11.6216216216216,8.40540540540541,6.64864864864865,122402000,17778000,3,15,23.8,25,7.34,2.1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,281,0.837837837837838,-0.621621621621622,0.864864864864865,-12
"4930","2013-05-14","Reading","ManCity","0","2","A","41","62","67","31",0.756756756756757,2.02702702702703,8.72972972972973,15.1891891891892,4.45945945945946,8.83783783783784,17285000,216452000,18,1,25.6,24,1.28,12.08,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,244,-0.702702702702703,0.837837837837838,-1.27027027027027,17
"4931","2013-05-19","Chelsea","Everton","2","1","H","73","54","38","38",1.81578947368421,1.65789473684211,14.4473684210526,14.3421052631579,8.57894736842105,8.21052631578947,181350000,77850000,6,7,25.3,25.6,11.86,4.32,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,288,0.921052631578947,0.421052631578947,0.157894736842105,-1
"4932","2013-05-19","Liverpool","QPR","1","0","H","70","30","43","59",1.52631578947368,0.657894736842105,16.8947368421053,11.9736842105263,9.60526315789474,6.36842105263158,85503000,29028000,8,17,22.8,28.1,6.52,4.09,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,283,0.710526315789474,-0.763157894736842,0.868421052631579,-9
"4933","2013-05-19","ManCity","Norwich","2","3","A","64","38","31","56",2.05263157894737,1.07894736842105,15.5,9.47368421052632,9.13157894736842,5.15789473684211,164702000,24212000,1,12,24,25.3,12.08,1.87,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,254,0.868421052631579,-0.473684210526316,0.973684210526316,-11
"4934","2013-05-19","Newcastle","Arsenal","0","1","A","45","71","67","37",1.07894736842105,1.84210526315789,12.2105263157895,14.1315789473684,6.57894736842105,8.5,63453000,122402000,5,3,24.1,23.8,4.76,7.34,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,394,-0.578947368421053,0.894736842105263,-0.763157894736842,2
"4935","2013-05-19","Southampton","Stoke","1","1","D","48","33","59","44",1.05263157894737,1.07894736842105,12.1578947368421,8.71052631578947,6.5,4.26315789473684,19356000,41851000,18,14,24.3,27.6,1.67,3.08,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,238,-0.289473684210526,-0.289473684210526,-0.0263157894736842,4
"4936","2013-05-19","Swansea","Fulham","0","3","A","47","47","48","60",1.21052631578947,1.05263157894737,11.6052631578947,10.9736842105263,6.60526315789474,6.26315789473684,40952000,31952000,11,9,25.9,26.9,2.73,3.12,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,258,-0.0263157894736842,-0.342105263157895,0.157894736842105,2
"4937","2013-05-19","Tottenham","Sunderland","1","0","H","65","41","46","53",1.81578947368421,1.02631578947368,15.6315789473684,9.78947368421053,9.52631578947368,5.71052631578947,156601000,40052000,4,13,25.1,25.4,7.96,3.69,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,379,0.5,-0.315789473684211,0.789473684210526,-9
"4938","2013-05-19","WestBrom","ManUnited","5","5","D","48","81","52","38",1.26315789473684,2.23684210526316,11.7105263157895,13.1578947368421,6.44736842105263,7.65789473684211,29252000,104853000,10,2,25.7,24.1,2.58,11.11,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,108,-0.105263157894737,1.13157894736842,-0.973684210526316,8
"4939","2013-05-19","WestHam","Reading","4","2","H","41","41","51","69",1.13157894736842,0.736842105263158,11,8.78947368421053,6.26315789473684,4.52631578947368,38253000,16385000,18,18,25.1,25.6,3.03,1.28,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,68,-0.263157894736842,-0.736842105263158,0.394736842105263,0
"4940","2013-05-19","Wigan","AstonVilla","2","2","D","45","45","71","67",0.921052631578947,1.05263157894737,11.5789473684211,10.2105263157895,6.60526315789474,5.86842105263158,18004000,30879000,15,16,25,24.1,2.1,2.93,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,127,-0.684210526315789,-0.578947368421053,-0.131578947368421,-1
"4941","2013-08-17","Arsenal","AstonVilla","1","3","A","0","0","0","0",0,0,0,0,0,0,132302000,28354000,4,15,23.8,24,8.09,3.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,162,0,0,0,-11
"4942","2013-08-17","Liverpool","Stoke","1","0","H","0","0","0","0",0,0,0,0,0,0,96752000,50851000,7,13,23.8,26.1,7.91,3.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,72,0,0,0,-6
"4943","2013-08-17","Norwich","Everton","2","2","D","0","0","0","0",0,0,0,0,0,0,19803000,92700000,11,6,26.2,25.9,2.97,6.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,300,0,0,0,5
"4944","2013-08-17","Sunderland","Fulham","0","1","A","0","0","0","0",0,0,0,0,0,0,39153000,39150000,17,12,24.9,25.4,3.68,3.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,391,0,0,0,5
"4945","2013-08-17","Swansea","ManUnited","1","4","A","0","0","0","0",0,0,0,0,0,0,47702000,89103000,9,1,25.5,24.9,3.44,13.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,231,0,0,0,8
"4946","2013-08-17","WestBrom","Southampton","0","1","A","0","0","0","0",0,0,0,0,0,0,30602000,30151000,8,14,26.6,23.9,2.76,2.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,183,0,0,0,-6
"4947","2013-08-17","WestHam","Cardiff","2","0","H","0","0","0","0",0,0,0,0,0,0,32853000,27001000,10,18,25.3,24.6,2.75,2.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,221,0,0,0,-8
"4948","2013-08-18","Chelsea","Hull","2","0","H","0","0","0","0",0,0,0,0,0,0,206100000,27450000,3,18,23.8,26.4,10.93,1.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,252,0,0,0,-15
"4949","2013-08-18","CrystalPalace","Tottenham","0","1","A","0","0","0","0",0,0,0,0,0,0,8335000,116102000,18,5,26.2,23.4,1.41,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,13
"4950","2013-08-19","ManCity","Newcastle","4","0","H","0","0","0","0",0,0,0,0,0,0,250651000,65703000,2,16,25.7,24.4,15.97,5.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,170,0,0,0,-14
"4951","2013-08-21","Chelsea","AstonVilla","2","1","H","2","3","0","1",1.5,1.5,11,4.5,2.5,2,229500000,31054000,3,15,23.8,24,10.93,3.08,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,163,1,1,0,-12
"4952","2013-08-24","AstonVilla","Liverpool","0","1","A","3","1","1","0",1.5,1.5,4.5,13,2,5.5,28584000,96752000,15,7,24,23.8,3.08,7.91,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,125,1,0.5,0,8
"4953","2013-08-24","Everton","WestBrom","0","0","D","2","0","2","1",0.5,0,9.5,5.5,3,0.5,92700000,32402000,6,8,25.9,26.6,6.53,2.76,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,123,0,-0.5,0.5,-2
"4954","2013-08-24","Fulham","Arsenal","1","3","A","1","1","0","3",1.5,0,2.5,8,0.5,2,42300000,127352000,12,4,25.4,23.8,3.03,8.09,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0.5,-1,1.5,8
"4955","2013-08-24","Hull","Norwich","1","0","H","0","2","2","2",0,0.5,3.5,4,1,1,29250000,24753000,18,11,26.4,26.2,1.91,2.97,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,168,-1,0,-0.5,7
"4956","2013-08-24","Newcastle","WestHam","0","0","D","0","2","4","0",0,1.5,2.5,9,0.5,2,75601000,36903000,16,10,24.4,25.3,5.15,2.75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,-2,1,-1.5,6
