"","season","stats_date","team","name","fifa_score"
"10608","20182019","17794","Man City","Ederson","86"
"10609","20182019","17794","Man City","Kyle Walker","84"
"10610","20182019","17794","Man City","Vincent Kompany","85"
"10611","20182019","17794","Man City","Nicolas Otamendi","86"
"10612","20182019","17794","Man City","Benjamin Mendy","81"
"10613","20182019","17794","Man City","Fernandinho","86"
"10614","20182019","17794","Man City","Kevin De Bruyne","91"
"10615","20182019","17794","Man City","David Silva","89"
"10616","20182019","17794","Man City","Raheem Sterling","85"
"10617","20182019","17794","Man City","Sergio Aguero","89"
"10618","20182019","17794","Man City","Leroy Sane","86"
"10619","20182019","17794","Man City","Oleksandr Zinchenko","71"
"10620","20182019","17794","Man City","Riyad Mahrez","85"
"10621","20182019","17794","Man City","Bernardo Silva","84"
"10622","20182019","17794","Man City","Ilkay Gundogan","84"
"10623","20182019","17794","Man City","Aymeric Laporte","83"
"10624","20182019","17794","Man City","John Stones","82"
"10625","20182019","17794","Man City","Arijanet Muric","61"
"10626","20182019","17794","Man City","Gabriel Jesus","83"
"10627","20182019","17794","Man City","Phil Foden","73"
"10628","20182019","17794","Man City","Fabian Delph","80"
"10629","20182019","17794","Man City","Danilo","79"
"10630","20182019","17794","Man City","Brahim Diaz","69"
"10631","20182019","17794","Man City","Claudio Bravo","79"
"10632","20182019","17794","Man City","Eliaquim Mangala","77"
"10633","20182019","17794","Man City","Philippe Sandler","69"
"10634","20182019","17794","Man City","Daniel Grimshaw","54"
"10635","20182019","17794","Man City","Claudio Gomes","66"
"10636","20182019","17794","Man City","Eric Garcia","62"
"10637","20182019","17794","Man City","Luke Bolton","61"
"10638","20182019","17794","Man City","Cameron Humphreys-Grant","62"
"10639","20182019","17794","Man City","Chidiebere Nwakali","64"
"10640","20182019","17794","Man City","Aaron Nemane","60"
"10641","20182019","17794","Tottenham","Hugo Lloris","88"
"10642","20182019","17794","Tottenham","Kieran Trippier","82"
"10643","20182019","17794","Tottenham","Toby Alderweireld","85"
"10644","20182019","17794","Tottenham","Jan Vertonghen","87"
"10645","20182019","17794","Tottenham","Ben Davies","81"
"10646","20182019","17794","Tottenham","Eric Dier","80"
"10647","20182019","17794","Tottenham","Moussa Dembele","84"
"10648","20182019","17794","Tottenham","Christian Eriksen","88"
"10649","20182019","17794","Tottenham","Heung Min Son","84"
"10650","20182019","17794","Tottenham","Dele Alli","84"
"10651","20182019","17794","Tottenham","Harry Kane","89"
"10652","20182019","17794","Tottenham","Erik Lamela","80"
"10653","20182019","17794","Tottenham","Victor Wanyama","80"
"10654","20182019","17794","Tottenham","Davinson Sanchez","84"
"10655","20182019","17794","Tottenham","Serge Aurier","81"
"10656","20182019","17794","Tottenham","Michel Vorm","78"
"10657","20182019","17794","Tottenham","Llorente","77"
"10658","20182019","17794","Tottenham","Lucas","82"
"10659","20182019","17794","Tottenham","Moussa Sissoko","76"
"10660","20182019","17794","Tottenham","Danny Rose","80"
"10661","20182019","17794","Tottenham","Harry Winks","76"
"10662","20182019","17794","Tottenham","Juan Foyth","70"
"10663","20182019","17794","Tottenham","Kyle Walker-Peters","69"
"10664","20182019","17794","Tottenham","Tashan Oakley-Boothe","64"
"10665","20182019","17794","Tottenham","Paulo Gazzaniga","70"
"10666","20182019","17794","Tottenham","Oliver Skipp","64"
"10667","20182019","17794","Tottenham","Luke Amos","65"
"10668","20182019","17794","Tottenham","Anthony Georgiou","62"
"10669","20182019","17794","Tottenham","Kazaiah Sterling","61"
"10670","20182019","17794","Tottenham","Brandon Austin","57"
"10671","20182019","17794","Tottenham","Japhet Tanganga","62"
"10672","20182019","17794","Tottenham","Vincent Janssen","76"
"10673","20182019","17794","Tottenham","Shayon Harrison","61"
"10674","20182019","17794","Liverpool","Alisson","85"
"10675","20182019","17794","Liverpool","Trent Alexander-Arnold","78"
"10676","20182019","17794","Liverpool","Dejan Lovren","81"
"10677","20182019","17794","Liverpool","Virgil van Dijk","85"
"10678","20182019","17794","Liverpool","Andrew Robertson","81"
"10679","20182019","17794","Liverpool","Georginio Wijnaldum","82"
"10680","20182019","17794","Liverpool","James Milner","81"
"10681","20182019","17794","Liverpool","Naby Keita","83"
"10682","20182019","17794","Liverpool","Roberto Firmino","86"
"10683","20182019","17794","Liverpool","Mohamed Salah","88"
"10684","20182019","17794","Liverpool","Sadio Mane","86"
"10685","20182019","17794","Liverpool","Alex Oxlade-Chamberlain","80"
"10686","20182019","17794","Liverpool","Xherdan Shaqiri","81"
"10687","20182019","17794","Liverpool","Fabinho","85"
"10688","20182019","17794","Liverpool","Jordan Henderson","82"
"10689","20182019","17794","Liverpool","Joel Matip","81"
"10690","20182019","17794","Liverpool","Joe Gomez","77"
"10691","20182019","17794","Liverpool","Simon Mignolet","79"
"10692","20182019","17794","Liverpool","Daniel Sturridge","80"
"10693","20182019","17794","Liverpool","Nathaniel Clyne","80"
"10694","20182019","17794","Liverpool","Alberto Moreno","77"
"10695","20182019","17794","Liverpool","Adam Lallana","81"
"10696","20182019","17794","Liverpool","Dominic Solanke","70"
"10697","20182019","17794","Liverpool","Curtis Jones","61"
"10698","20182019","17794","Liverpool","Divock Origi","77"
"10699","20182019","17794","Liverpool","Rafael Camacho","61"
"10700","20182019","17794","Liverpool","Rhian Brewster","62"
"10701","20182019","17794","Liverpool","Lazar Markovic","74"
"10702","20182019","17794","Liverpool","Nathaniel Phillips","61"
"10703","20182019","17794","Liverpool","Pedro Chirivella","66"
"10704","20182019","17794","Liverpool","Caoimhin Kelleher","58"
"10705","20182019","17794","Liverpool","Matthew Virtue-Thick","59"
"10706","20182019","17794","Liverpool","Bobby Adekanye","60"
"10707","20182019","17794","Chelsea","Kepa","83"
"10708","20182019","17794","Chelsea","Azpilicueta","86"
"10709","20182019","17794","Chelsea","Antonio Rudiger","81"
"10710","20182019","17794","Chelsea","David Luiz","83"
"10711","20182019","17794","Chelsea","Marcos Alonso","82"
"10712","20182019","17794","Chelsea","N'Golo Kante","89"
"10713","20182019","17794","Chelsea","Jorginho","84"
"10714","20182019","17794","Chelsea","Cesc Fabregas","84"
"10715","20182019","17794","Chelsea","Pedro","82"
"10716","20182019","17794","Chelsea","Morata","83"
"10717","20182019","17794","Chelsea","Eden Hazard","91"
"10718","20182019","17794","Chelsea","Danny Drinkwater","79"
"10719","20182019","17794","Chelsea","Victor Moses","78"
"10720","20182019","17794","Chelsea","Willian","84"
"10721","20182019","17794","Chelsea","Olivier Giroud","82"
"10722","20182019","17794","Chelsea","Ross Barkley","79"
"10723","20182019","17794","Chelsea","Andreas Christensen","82"
"10724","20182019","17794","Chelsea","Willy Caballero","76"
"10725","20182019","17794","Chelsea","Mateo KovacicL","83"
"10726","20182019","17794","Chelsea","Ruben Loftus-Cheek","77"
"10727","20182019","17794","Chelsea","Gary Cahill","81"
"10728","20182019","17794","Chelsea","Davide Zappacosta","79"
"10729","20182019","17794","Chelsea","Callum Hudson-Odoi","68"
"10730","20182019","17794","Chelsea","Emerson","76"
"10731","20182019","17794","Chelsea","Ethan Ampadu","63"
"10732","20182019","17794","Chelsea","Rob Green","72"
"10733","20182019","17794","Chelsea","Marco van Ginkel","79"
"10734","20182019","17794","Chelsea","Lucas Piazon","72"
"10735","20182019","17794","Chelsea","Martell Taylor-Crossdale","62"
"10736","20182019","17794","Chelsea","Billy Gilmour","61"
"10737","20182019","17794","Chelsea","George McEachran","59"
"10738","20182019","17794","Chelsea","Marc Guehi","58"
"10739","20182019","17794","Chelsea","Marcin Bulka","56"
"10740","20182019","17794","Man United","De Gea","91"
"10741","20182019","17794","Man United","Antonio Valencia","82"
"10742","20182019","17794","Man United","Chris Smalling","81"
"10743","20182019","17794","Man United","Victor Lindelof","79"
"10744","20182019","17794","Man United","Ashley Young","80"
"10745","20182019","17794","Man United","Nemanja Matic","86"
"10746","20182019","17794","Man United","Fred","82"
"10747","20182019","17794","Man United","Paul Pogba","88"
"10748","20182019","17794","Man United","Jesse Lingard","82"
"10749","20182019","17794","Man United","Romelu Lukaku","87"
"10750","20182019","17794","Man United","Alexis Sanchez","87"
"10751","20182019","17794","Man United","Marcos Rojo","80"
"10752","20182019","17794","Man United","Juan Mata","83"
"10753","20182019","17794","Man United","Anthony Martial","83"
"10754","20182019","17794","Man United","Marcus Rashford","81"
"10755","20182019","17794","Man United","Ander Herrera","82"
"10756","20182019","17794","Man United","Phil Jones","80"
"10757","20182019","17794","Man United","Lee Grant","74"
"10758","20182019","17794","Man United","Marouane Fellaini","79"
"10759","20182019","17794","Man United","Andreas Pereira","78"
"10760","20182019","17794","Man United","Scott McTominay","71"
"10761","20182019","17794","Man United","Luke Shaw","79"
"10762","20182019","17794","Man United","Eric Bailly","82"
"10763","20182019","17794","Man United","Sergio Romero","80"
"10764","20182019","17794","Man United","Matteo Darmian","76"
"10765","20182019","17794","Man United","Diogo Dalot","72"
"10766","20182019","17794","Man United","Tahith Chong","65"
"10767","20182019","17794","Man United","Ethan Hamilton","65"
"10768","20182019","17794","Man United","Angel Gomes","66"
"10769","20182019","17794","Man United","Joshua Bohui","63"
"10770","20182019","17794","Man United","Callum Gribbin","65"
"10771","20182019","17794","Man United","Ro-Shaun Williams","64"
"10772","20182019","17794","Man United","Regan Poole","63"
"10773","20182019","17794","Arsenal","Petr Cech","82"
"10774","20182019","17794","Arsenal","Hector Bellerin","80"
"10775","20182019","17794","Arsenal","Shkodran Mustafi","82"
"10776","20182019","17794","Arsenal","Sokratis","84"
"10777","20182019","17794","Arsenal","Nacho Monreal","80"
"10778","20182019","17794","Arsenal","Lucas Torreira","78"
"10779","20182019","17794","Arsenal","Granit Xhaka","81"
"10780","20182019","17794","Arsenal","Mesut Ozil","86"
"10781","20182019","17794","Arsenal","Pierre-Emerick Aubameyang","87"
"10782","20182019","17794","Arsenal","Aaron Ramsey","82"
"10783","20182019","17794","Arsenal","Alexandre Lacazette","84"
"10784","20182019","17794","Arsenal","Ainsley Maitland-Niles","71"
"10785","20182019","17794","Arsenal","Matteo Guendouzi","67"
"10786","20182019","17794","Arsenal","Stephan Lichtsteiner","80"
"10787","20182019","17794","Arsenal","Rob Holding","74"
"10788","20182019","17794","Arsenal","Bernd Leno","84"
"10789","20182019","17794","Arsenal","Danny Welbeck","77"
"10790","20182019","17794","Arsenal","Henrikh Mkhitaryan","84"
"10791","20182019","17794","Arsenal","Konstantinos Mavropanos","68"
"10792","20182019","17794","Arsenal","Alex Iwobi","76"
"10793","20182019","17794","Arsenal","Sead Kolasinac","80"
"10794","20182019","17794","Arsenal","Mohamed Elneny","78"
"10795","20182019","17794","Arsenal","Laurent Koscielny","82"
"10796","20182019","17794","Arsenal","Emile Smith Rowe","61"
"10797","20182019","17794","Arsenal","Edward Nketiah","64"
"10798","20182019","17794","Arsenal","Emiliano Martinez","72"
"10799","20182019","17794","Arsenal","Carl Jenkinson","69"
"10800","20182019","17794","Arsenal","Joseph Willock","61"
"10801","20182019","17794","Arsenal","Jordi Osei-Tutu","58"
"10802","20182019","17794","Arsenal","Cohen Bramall","63"
"10803","20182019","17794","Arsenal","Gedion Zelalem","65"
"10804","20182019","17794","Arsenal","Pleguezuelo","68"
"10805","20182019","17794","Arsenal","Zech Medley","60"
"10806","20182019","17794","Everton","Jordan Pickford","83"
"10807","20182019","17794","Everton","Seamus Coleman","80"
"10808","20182019","17794","Everton","Mason Holgate","76"
"10809","20182019","17794","Everton","Kurt ZoumaL","78"
"10810","20182019","17794","Everton","Lucas Digne","78"
"10811","20182019","17794","Everton","Idrissa Gueye","82"
"10812","20182019","17794","Everton","Morgan Schneiderlin","79"
"10813","20182019","17794","Everton","Theo Walcott","79"
"10814","20182019","17794","Everton","Richarlison","77"
"10815","20182019","17794","Everton","Gylfi Sigurdsson","81"
"10816","20182019","17794","Everton","Cenk Tosun","80"
"10817","20182019","17794","Everton","Dominic Calvert-Lewin","74"
"10818","20182019","17794","Everton","Bernard","80"
"10819","20182019","17794","Everton","Tom Davies","75"
"10820","20182019","17794","Everton","Leighton Baines","78"
"10821","20182019","17794","Everton","Maarten Stekelenburg","73"
"10822","20182019","17794","Everton","Oumar Niasse","75"
"10823","20182019","17794","Everton","Michael Keane","79"
"10824","20182019","17794","Everton","Yerry Mina","78"
"10825","20182019","17794","Everton","Phil Jagielka","78"
"10826","20182019","17794","Everton","Andre GomesL","80"
"10827","20182019","17794","Everton","Ademola Lookman","72"
"10828","20182019","17794","Everton","Jonjoe Kenny","71"
"10829","20182019","17794","Everton","Kieran Dowell","70"
"10830","20182019","17794","Everton","Joao Virginia","59"
"10831","20182019","17794","Everton","Tyias Browning","68"
"10832","20182019","17794","Everton","James McCarthy","78"
"10833","20182019","17794","Everton","Beni Baningime","67"
"10834","20182019","17794","Everton","Brendan Galloway","67"
"10835","20182019","17794","Everton","Harry Charsley","61"
"10836","20182019","17794","Everton","Morgan Feeney","62"
"10837","20182019","17794","Everton","Fraser Hornby","62"
"10838","20182019","17794","Everton","Shayne Lavery","60"
"10839","20182019","17794","West Ham","Lukasz Fabianski","80"
"10840","20182019","17794","West Ham","Pablo Zabaleta","76"
"10841","20182019","17794","West Ham","Fabian Balbuena","80"
"10842","20182019","17794","West Ham","Issa Diop","76"
"10843","20182019","17794","West Ham","Arthur Masuaku","76"
"10844","20182019","17794","West Ham","Mark Noble","76"
"10845","20182019","17794","West Ham","Declan Rice","69"
"10846","20182019","17794","West Ham","Andriy Yarmolenko","80"
"10847","20182019","17794","West Ham","Felipe Anderson","82"
"10848","20182019","17794","West Ham","Jack Wilshere","80"
"10849","20182019","17794","West Ham","Marko Arnautovic","82"
"10850","20182019","17794","West Ham","Javier Hernandez","79"
"10851","20182019","17794","West Ham","Carlos Sanchez","77"
"10852","20182019","17794","West Ham","Michail Antonio","76"
"10853","20182019","17794","West Ham","Ryan Fredericks","73"
"10854","20182019","17794","West Ham","Adrian","78"
"10855","20182019","17794","West Ham","Pedro Obiang","77"
"10856","20182019","17794","West Ham","Aaron Cresswell","76"
"10857","20182019","17794","West Ham","Manuel Lanzini","81"
"10858","20182019","17794","West Ham","Angelo Ogbonna","78"
"10859","20182019","17794","West Ham","Andy Carroll","77"
"10860","20182019","17794","West Ham","Winston Reid","77"
"10861","20182019","17794","West Ham","Lucas Perez","79"
"10862","20182019","17794","West Ham","Robert Snodgrass","75"
"10863","20182019","17794","West Ham","Reece Oxford","68"
"10864","20182019","17794","West Ham","Nathan Holland","62"
"10865","20182019","17794","West Ham","Josh Pask","57"
"10866","20182019","17794","West Ham","Dan Kemp","58"
"10867","20182019","17794","West Ham","Xande Silva","67"
"10868","20182019","17794","West Ham","Nathan Trott","59"
"10869","20182019","17794","West Ham","Vashon Neufville","56"
"10870","20182019","17794","West Ham","Moses Makasi","62"
"10871","20182019","17794","West Ham","Oladapo Afolayan","57"
"10872","20182019","17794","Leicester","Kasper Schmeichel","84"
"10873","20182019","17794","Leicester","Ricardo Pereira","81"
"10874","20182019","17794","Leicester","Wes Morgan","75"
"10875","20182019","17794","Leicester","Harry Maguire","82"
"10876","20182019","17794","Leicester","Ben Chilwell","76"
"10877","20182019","17794","Leicester","Iborra","81"
"10878","20182019","17794","Leicester","Wilfred Ndidi","80"
"10879","20182019","17794","Leicester","Marc Albrighton","76"
"10880","20182019","17794","Leicester","Demarai Gray","76"
"10881","20182019","17794","Leicester","James Maddison","76"
"10882","20182019","17794","Leicester","Jamie Vardy","82"
"10883","20182019","17794","Leicester","Shinji Okazaki","76"
"10884","20182019","17794","Leicester","Kelechi Iheanacho","75"
"10885","20182019","17794","Leicester","Adrien Silva","79"
"10886","20182019","17794","Leicester","Fousseni Diabate","71"
"10887","20182019","17794","Leicester","Eldin Jakupovic","73"
"10888","20182019","17794","Leicester","Daniel Amartey","75"
"10889","20182019","17794","Leicester","Christian Fuchs","75"
"10890","20182019","17794","Leicester","Danny Simpson","74"
"10891","20182019","17794","Leicester","Rachid Ghezzal","75"
"10892","20182019","17794","Leicester","Caglar Soyuncu","75"
"10893","20182019","17794","Leicester","Jonny Evans","78"
"10894","20182019","17794","Leicester","Nampalys Mendy","74"
"10895","20182019","17794","Leicester","Danny Ward","72"
"10896","20182019","17794","Leicester","Yohan Benalouane","74"
"10897","20182019","17794","Leicester","Andy King","71"
"10898","20182019","17794","Leicester","Matty James","73"
"10899","20182019","17794","Leicester","Hamza Choudhury","69"
"10900","20182019","17794","Leicester","Josh Knight","61"
"10901","20182019","17794","Leicester","Sam Hughes","65"
"10902","20182019","17794","Leicester","Darnell Johnson","60"
"10903","20182019","17794","Leicester","Conor Tee","62"
"10904","20182019","17794","Leicester","Callum Elder","65"
"10905","20182019","17794","Burnley","Joe Hart","78"
"10906","20182019","17794","Burnley","Matthew Lowton","78"
"10907","20182019","17794","Burnley","James Tarkowski","80"
"10908","20182019","17794","Burnley","Ben Mee","80"
"10909","20182019","17794","Burnley","Stephen Ward","76"
"10910","20182019","17794","Burnley","Aaron Lennon","77"
"10911","20182019","17794","Burnley","Jack Cork","79"
"10912","20182019","17794","Burnley","Steven Defour","80"
"10913","20182019","17794","Burnley","Johann Berg Gudmundsson","79"
"10914","20182019","17794","Burnley","Jeff Hendrick","75"
"10915","20182019","17794","Burnley","Chris Wood","78"
"10916","20182019","17794","Burnley","Robbie Brady","77"
"10917","20182019","17794","Burnley","Ashley Westwood","75"
"10918","20182019","17794","Burnley","Ben Gibson","74"
"10919","20182019","17794","Burnley","Charlie Taylor","74"
"10920","20182019","17794","Burnley","Tom Heaton","80"
"10921","20182019","17794","Burnley","Ashley Barnes","77"
"10922","20182019","17794","Burnley","Sam Vokes","76"
"10923","20182019","17794","Burnley","Nick Pope","80"
"10924","20182019","17794","Burnley","Phil Bardsley","71"
"10925","20182019","17794","Burnley","Kevin Long","73"
"10926","20182019","17794","Burnley","Matej Vydra","75"
"10927","20182019","17794","Burnley","Dan Agyei","62"
"10928","20182019","17794","Burnley","Anders Lindegaard","68"
"10929","20182019","17794","Burnley","Dwight McNeil","63"
"10930","20182019","17794","Burnley","Adam Legzdins","65"
"10931","20182019","17794","Burnley","Oliver Younger","57"
"10932","20182019","17794","Burnley","Ali Koiki","56"
"10933","20182019","17794","Burnley","Mark Howarth","55"
"10934","20182019","17794","Burnley","Robert Harker","57"
"10935","20182019","17794","Burnley","Tinashe Chakwana","56"
"10936","20182019","17794","Burnley","Marley Blair","56"
"10937","20182019","17794","Burnley","Christian N'Guessan","54"
"10938","20182019","17794","Crystal Palace","Wayne Hennessey","75"
"10939","20182019","17794","Crystal Palace","Aaron Wan-Bissaka","71"
"10940","20182019","17794","Crystal Palace","James Tomkins","78"
"10941","20182019","17794","Crystal Palace","Mamadou Sakho","80"
"10942","20182019","17794","Crystal Palace","Patrick van Aanholt","75"
"10943","20182019","17794","Crystal Palace","Andros Townsend","78"
"10944","20182019","17794","Crystal Palace","James McArthur","76"
"10945","20182019","17794","Crystal Palace","Luka Milivojevic","79"
"10946","20182019","17794","Crystal Palace","Jeffrey Schlupp","73"
"10947","20182019","17794","Crystal Palace","Christian Benteke","77"
"10948","20182019","17794","Crystal Palace","Wilfried Zaha","82"
"10949","20182019","17794","Crystal Palace","Max Meyer","79"
"10950","20182019","17794","Crystal Palace","Jairo Riedewald","74"
"10951","20182019","17794","Crystal Palace","Joel Ward","74"
"10952","20182019","17794","Crystal Palace","Pape Souare","70"
"10953","20182019","17794","Crystal Palace","Guaita","81"
"10954","20182019","17794","Crystal Palace","Alexander Sorloth","71"
"10955","20182019","17794","Crystal Palace","Cheikhou Kouyate","76"
"10956","20182019","17794","Crystal Palace","Jason Puncheon","73"
"10957","20182019","17794","Crystal Palace","Scott Dann","76"
"10958","20182019","17794","Crystal Palace","Jordan AyewL","77"
"10959","20182019","17794","Crystal Palace","Connor Wickham","71"
"10960","20182019","17794","Crystal Palace","Martin Kelly","75"
"10961","20182019","17794","Crystal Palace","Julian Speroni","71"
"10962","20182019","17794","Crystal Palace","Jonathan Williams","70"
"10963","20182019","17794","Crystal Palace","Sullay Kaikai","67"
"10964","20182019","17794","Crystal Palace","Nya Kirby","59"
"10965","20182019","17794","Crystal Palace","Kian Flanagan","57"
"10966","20182019","17794","Crystal Palace","Francis Baptiste","57"
"10967","20182019","17794","Crystal Palace","Oliver O'Dwyer","56"
"10968","20182019","17794","Crystal Palace","Tyrick Mitchell","55"
"10969","20182019","17794","Crystal Palace","Sam Woods","56"
"10970","20182019","17794","Crystal Palace","Giovanni McGregor","58"
"10971","20182019","17794","Watford","Ben Foster","77"
"10972","20182019","17794","Watford","Daryl Janmaat","77"
"10973","20182019","17794","Watford","Christian Kabasele","78"
"10974","20182019","17794","Watford","Miguel Angel Britos","74"
"10975","20182019","17794","Watford","Jose Holebas","77"
"10976","20182019","17794","Watford","Etienne Capoue","77"
"10977","20182019","17794","Watford","Abdoulaye Doucoure","81"
"10978","20182019","17794","Watford","Will Hughes","77"
"10979","20182019","17794","Watford","Roberto Pereyra","79"
"10980","20182019","17794","Watford","Andre Gray","75"
"10981","20182019","17794","Watford","Troy Deeney","77"
"10982","20182019","17794","Watford","Stefano Okaka","74"
"10983","20182019","17794","Watford","Deulofeu","81"
"10984","20182019","17794","Watford","Kiko Femenia","76"
"10985","20182019","17794","Watford","Sebastian Prodl","75"
"10986","20182019","17794","Watford","Gomes","77"
"10987","20182019","17794","Watford","Ken Sema","71"
"10988","20182019","17794","Watford","Marvin Zeegelaar","75"
"10989","20182019","17794","Watford","Tom Cleverley","76"
"10990","20182019","17794","Watford","Nathaniel Chalobah","76"
"10991","20182019","17794","Watford","Adrian Mariappa","74"
"10992","20182019","17794","Watford","Isaac Success","73"
"10993","20182019","17794","Watford","Adam Masina","74"
"10994","20182019","17794","Watford","Adalberto Penaranda","73"
"10995","20182019","17794","Watford","Younes Kaboul","74"
"10996","20182019","17794","Watford","Craig Cathcart","74"
"10997","20182019","17794","Watford","Marc Navarro","74"
"10998","20182019","17794","Watford","Domingos Quina","59"
"10999","20182019","17794","Watford","Pontus Dahlberg","67"
"11000","20182019","17794","Watford","Joy Mukena","60"
"11001","20182019","17794","Watford","Ben Wilmot","59"
"11002","20182019","17794","Watford","Michael Folivi","59"
"11003","20182019","17794","Watford","Andrew Eleftheriou","51"
"11004","20182019","17794","Southampton","Alex McCarthy","77"
"11005","20182019","17794","Southampton","Cedric","77"
"11006","20182019","17794","Southampton","Jannik Vestergaard","80"
"11007","20182019","17794","Southampton","Wesley Hoedt","76"
"11008","20182019","17794","Southampton","Ryan Bertrand","79"
"11009","20182019","17794","Southampton","James Ward-Prowse","77"
"11010","20182019","17794","Southampton","Oriol Romeu","78"
"11011","20182019","17794","Southampton","Mario Lemina","78"
"11012","20182019","17794","Southampton","Nathan Redmond","75"
"11013","20182019","17794","Southampton","Danny IngsL","76"
"11014","20182019","17794","Southampton","Charlie Austin","77"
"11015","20182019","17794","Southampton","Stuart Armstrong","75"
"11016","20182019","17794","Southampton","Steven Davis","74"
"11017","20182019","17794","Southampton","Maya Yoshida","75"
"11018","20182019","17794","Southampton","Jack Stephens","74"
"11019","20182019","17794","Southampton","Angus Gunn","71"
"11020","20182019","17794","Southampton","Shane Long","74"
"11021","20182019","17794","Southampton","Mohamed Elyounoussi","79"
"11022","20182019","17794","Southampton","Manolo Gabbiadini","77"
"11023","20182019","17794","Southampton","Pierre-Emile Hojbjerg","76"
"11024","20182019","17794","Southampton","Jan Bednarek","71"
"11025","20182019","17794","Southampton","Matt Targett","70"
"11026","20182019","17794","Southampton","Fraser Forster","76"
"11027","20182019","17794","Southampton","Yan Valery","61"
"11028","20182019","17794","Southampton","Sam Gallagher","69"
"11029","20182019","17794","Southampton","Christoph Klarer","61"
"11030","20182019","17794","Southampton","Michael Obafemi","62"
"11031","20182019","17794","Southampton","Callum Slattery","60"
"11032","20182019","17794","Southampton","Ben Rowthorn","60"
"11033","20182019","17794","Southampton","Jack Rose","63"
"11034","20182019","17794","Southampton","Tyreke Johnson","60"
"11035","20182019","17794","Southampton","Kornelius Hansen","59"
"11036","20182019","17794","Southampton","Dan N'Lundulu","60"
"11037","20182019","17794","Bournemouth","Asmir Begovic","79"
"11038","20182019","17794","Bournemouth","Adam Smith","75"
"11039","20182019","17794","Bournemouth","Steve Cook","77"
"11040","20182019","17794","Bournemouth","Nathan Ake","79"
"11041","20182019","17794","Bournemouth","Charlie Daniels","75"
"11042","20182019","17794","Bournemouth","David Brooks","69"
"11043","20182019","17794","Bournemouth","Dan Gosling","73"
"11044","20182019","17794","Bournemouth","Andrew Surman","76"
"11045","20182019","17794","Bournemouth","Ryan Fraser","75"
"11046","20182019","17794","Bournemouth","Joshua King","78"
"11047","20182019","17794","Bournemouth","Callum Wilson","78"
"11048","20182019","17794","Bournemouth","Jefferson Lerma","79"
"11049","20182019","17794","Bournemouth","Lewis Cook","76"
"11050","20182019","17794","Bournemouth","Diego Rico","76"
"11051","20182019","17794","Bournemouth","Tyrone Mings","70"
"11052","20182019","17794","Bournemouth","Artur Boruc","75"
"11053","20182019","17794","Bournemouth","Jermain Defoe","77"
"11054","20182019","17794","Bournemouth","Lys Mousset","70"
"11055","20182019","17794","Bournemouth","Marc Pugh","71"
"11056","20182019","17794","Bournemouth","Junior Stanislas","75"
"11057","20182019","17794","Bournemouth","Simon Francis","75"
"11058","20182019","17794","Bournemouth","Jordon Ibe","74"
"11059","20182019","17794","Bournemouth","Jack Simpson","61"
"11060","20182019","17794","Bournemouth","Aaron Ramsdale","62"
"11061","20182019","17794","Bournemouth","Mihai Dobre","61"
"11062","20182019","17794","Bournemouth","Kyle Taylor","59"
"11063","20182019","17794","Bournemouth","Corey Jordan","59"
"11064","20182019","17794","Bournemouth","Nnamdi Ofoborh","59"
"11065","20182019","17794","Bournemouth","Keelan O'Connell","57"
"11066","20182019","17794","Bournemouth","Tyler Cordner","58"
"11067","20182019","17794","Bournemouth","Matt Butcher","61"
"11068","20182019","17794","Bournemouth","Jaidon Anthony","58"
"11069","20182019","17794","Bournemouth","Charlie Seaman","57"
"11070","20182019","17794","Wolves","Rui Patricio","83"
"11071","20182019","17794","Wolves","Matt Doherty","74"
"11072","20182019","17794","Wolves","Ryan Bennett","71"
"11073","20182019","17794","Wolves","Conor Coady","73"
"11074","20182019","17794","Wolves","Willy Boly","76"
"11075","20182019","17794","Wolves","JonnyL","79"
"11076","20182019","17794","Wolves","Joao Moutinho","81"
"11077","20182019","17794","Wolves","Ruben Neves","79"
"11078","20182019","17794","Wolves","Helder Costa","75"
"11079","20182019","17794","Wolves","Raul JimenezL","78"
"11080","20182019","17794","Wolves","Diogo Jota","78"
"11081","20182019","17794","Wolves","Dominic Iorfa","67"
"11082","20182019","17794","Wolves","Adama","75"
"11083","20182019","17794","Wolves","Romain Saiss","74"
"11084","20182019","17794","Wolves","Morgan Gibbs-White","64"
"11085","20182019","17794","Wolves","Leander DendonckerL","78"
"11086","20182019","17794","Wolves","Ruben Vinagre","66"
"11087","20182019","17794","Wolves","John Ruddy","72"
"11088","20182019","17794","Wolves","Leo Bonatini","73"
"11089","20182019","17794","Wolves","Ivan Cavaleiro","75"
"11090","20182019","17794","Wolves","Kortney Hause","67"
"11091","20182019","17794","Wolves","Will Norris","66"
"11092","20182019","17794","Wolves","Ryan Giles","58"
"11093","20182019","17794","Wolves","John Kitolano","62"
"11094","20182019","17794","Wolves","Pedro Goncalves","58"
"11095","20182019","17794","Wolves","Paulo Alves","59"
"11096","20182019","17794","Wolves","Ethan Ebanks-Landell","66"
"11097","20182019","17794","Wolves","Benny Ashley-Seal","58"
"11098","20182019","17794","Wolves","Niall Ennis","58"
"11099","20182019","17794","Wolves","Oskar Buur Rasmussen","57"
"11100","20182019","17794","Wolves","Maximilian Kilman","56"
"11101","20182019","17794","Wolves","Andrew Harris-Sealey","55"
"11102","20182019","17794","Wolves","Cameron John","54"
