"","name","MV","season"
"1712","Lukas JutkiewiczL. Jutkiewicz","£630k  ","20082009"
"1713","Kieran AgardK. Agard"," ","20082009"
"1714","Shay GivenS. Given","£7.43m  ","20082009"
"1715","Steve HarperS. Harper","£1.35m  ","20082009"
"1716","Tim KrulTim Krul","£810k  ","20082009"
"1717","Fraser ForsterF. Forster","£360k  ","20082009"
"1718","Fabricio ColocciniF. Coloccini","£8.10m  ","20082009"
"1719","Steven TaylorS. Taylor","£4.73m  ","20082009"
"1720","CaçapaCaçapa","£1.80m  ","20082009"
"1721","Sébastien BassongS. Bassong","£1.44m  ","20082009"
"1722","David EdgarD. Edgar","£450k  ","20082009"
"1723","Tamás KádárT. Kádár","- ","20082009"
"1724","José EnriqueJosé Enrique","£4.50m  ","20082009"
"1725","Habib BèyeH. Bèye","£4.73m  ","20082009"
"1726","Njitap GeremiN. Geremi","£4.05m  ","20082009"
"1727","Ryan TaylorR. Taylor","£1.13m  ","20082009"
"1728","Ben TozerBen Tozer","£360k  ","20082009"
"1729","James MilnerJ. Milner","£7.88m  ","20082009"
"1730","Joey BartonJ. Barton","£6.75m  ","20082009"
"1731","Alan SmithA. Smith","£6.30m  ","20082009"
"1732","Nicky ButtN. Butt","£3.38m  ","20082009"
"1733","Danny GuthrieD. Guthrie","£1.35m  ","20082009"
"1734","Bradden InmanB. Inman"," ","20082009"
"1735","Damien DuffD. Duff","£6.30m  ","20082009"
"1736","Jonás GutiérrezJ. Gutiérrez","£5.40m  ","20082009"
"1737","Kevin NolanK. Nolan","£6.08m  ","20082009"
"1738","Ignacio GonzálezI. González","£675k  ","20082009"
"1739","Ryan DonaldsonR. Donaldson"," ","20082009"
"1740","Mark DoningerM. Doninger"," ","20082009"
"1741","Kazenga LuaLuaK. LuaLua","£360k  ","20082009"
"1742","Charles N'ZogbiaC. N'Zogbia","£6.30m  ","20082009"
"1743","Obafemi MartinsO. Martins","£13.05m  ","20082009"
"1744","Michael OwenM. Owen","£10.80m  ","20082009"
"1745","Mark VidukaM. Viduka","£4.05m  ","20082009"
"1746","XiscoXisco","£3.60m  ","20082009"
"1747","Shola AmeobiS. Ameobi","£3.15m  ","20082009"
"1748","Peter LövenkrandsP. Lövenkrands","£2.70m  ","20082009"
"1749","Andy CarrollA. Carroll","£360k  ","20082009"
"1750","Frank WiafeF. Wiafe"," ","20082009"
"1751","Nile RangerN. Ranger"," ","20082009"
"1752","David JamesD. James","£4.28m  ","20082009"
"1753","Jamie AshdownJ. Ashdown","£765k  ","20082009"
"1754","Asmir BegovicA. Begovic","£180k  ","20082009"
"1755","Sylvain DistinS. Distin","£7.88m  ","20082009"
"1756","Younès KaboulY. Kaboul","£7.20m  ","20082009"
"1757","Sol CampbellS. Campbell","£6.53m  ","20082009"
"1758","Hermann HreidarssonH. Hreidarsson","£3.15m  ","20082009"
"1759","Noé PamarotN. Pamarot","£3.15m  ","20082009"
"1760","Djimi TraoréD. Traoré","£2.70m  ","20082009"
"1761","Linvoy PrimusL. Primus","£720k  ","20082009"
"1762","Martin CranieM. Cranie","£540k  ","20082009"
"1763","Marc WilsonM. Wilson","£90k  ","20082009"
"1764","Nadir BelhadjN. Belhadj","£3.15m  ","20082009"
"1765","Armand TraoréA. Traoré","£900k  ","20082009"
"1766","LaurénLaurén","£4.05m  ","20082009"
"1767","Glen JohnsonG. Johnson","£4.05m  ","20082009"
"1768","Lassana DiarraL. Diarra","£6.30m  ","20082009"
"1769","Papa Bouba DiopP. Diop","£4.95m  ","20082009"
"1770","Sean DavisS. Davis","£4.05m  ","20082009"
"1771","PeléPelé","£3.60m  ","20082009"
"1772","Pedro MendesP. Mendes","£3.15m  ","20082009"
"1773","Hayden MullinsH. Mullins","£3.15m  ","20082009"
"1774","Angelos BasinasA. Basinas","£2.88m  ","20082009"
"1775","Richard HughesR. Hughes","£1.35m  ","20082009"
"1776","Arnold MvuembaA. Mvuemba","£900k  ","20082009"
"1777","Niko KranjcarN. Kranjcar","£6.75m  ","20082009"
"1778","John UtakaJ. Utaka","£7.88m  ","20082009"
"1779","Jerome ThomasJ. Thomas","£675k  ","20082009"
"1780","Jermaine PennantJ. Pennant","£8.55m  ","20082009"
"1781","Glen LittleG. Little","£585k  ","20082009"
"1782","Peter CrouchP. Crouch","£9.00m  ","20082009"
"1783","Jermain DefoeJ. Defoe","£8.10m  ","20082009"
"1784","Theofanis GekasT. Gekas","£6.30m  ","20082009"
"1785","David NugentD. Nugent","£4.50m  ","20082009"
"1786","Nwankwo KanuN. Kanu","£4.50m  ","20082009"
"1787","Ben SaharBen Sahar","£360k  ","20082009"
"1788","Brad FriedelB. Friedel","£3.15m  ","20082009"
"1789","Stuart TaylorS. Taylor","£810k  ","20082009"
"1790","Brad GuzanB. Guzan","£450k  ","20082009"
"1791","Zat KnightZ. Knight","£5.85m  ","20082009"
"1792","Carlos CuéllarC. Cuéllar","£5.40m  ","20082009"
"1793","Martin LaursenM. Laursen","£4.73m  ","20082009"
"1794","Curtis DaviesC. Davies","£3.15m  ","20082009"
"1795","Shane LowryS. Lowry"," ","20082009"
"1796","Ciaran ClarkC. Clark"," ","20082009"
"1797","Nicky ShoreyN. Shorey","£5.85m  ","20082009"
"1798","Wilfred BoumaW. Bouma","£4.73m  ","20082009"
"1799","Stephen O'HalloranS. O'Halloran","£180k  ","20082009"
"1800","Luke YoungL. Young","£4.28m  ","20082009"
"1801","Eric LichajE. Lichaj"," ","20082009"
"1802","Gareth BarryG. Barry","£9.45m  ","20082009"
"1803","Nigel Reo-CokerN. Reo-Coker","£8.10m  ","20082009"
"1804","Isaiah OsbourneI. Osbourne","£450k  ","20082009"
"1805","Chris HerdC. Herd"," ","20082009"
"1806","James MilnerJ. Milner","£7.88m  ","20082009"
"1807","Stiliyan PetrovS. Petrov","£6.53m  ","20082009"
"1808","Steve SidwellS. Sidwell","£3.60m  ","20082009"
"1809","Craig GardnerC. Gardner","£2.03m  ","20082009"
"1810","Barry BannanB. Bannan"," ","20082009"
"1811","Ashley YoungA. Young","£8.33m  ","20082009"
"1812","Marc AlbrightonM. Albrighton"," ","20082009"
"1813","Moustapha SalifouM. Salifou","£450k  ","20082009"
"1814","Wayne RoutledgeW. Routledge","£1.58m  ","20082009"
"1815","Gabriel AgbonlahorG. Agbonlahor","£7.88m  ","20082009"
"1816","John CarewJ. Carew","£7.43m  ","20082009"
"1817","Emile HeskeyE. Heskey","£5.85m  ","20082009"
"1818","Marlon HarewoodM. Harewood","£3.38m  ","20082009"
"1819","Nathan DelfounesoN. Delfouneso","£90k  ","20082009"
"1820","Craig GordonC. Gordon","£6.53m  ","20082009"
"1821","Darren WardD. Ward","£765k  ","20082009"
"1822","Márton Fülöp †M. Fülöp †","£675k  ","20082009"
"1823","Nick ColganN. Colgan","£338k  ","20082009"
"1824","Tal Ben HaimT. Ben Haim","£4.50m  ","20082009"
"1825","Anton FerdinandA. Ferdinand","£3.60m  ","20082009"
"1826","Paul McShaneP. McShane","£3.38m  ","20082009"
"1827","Danny HigginbothamD. Higginbotham","£2.93m  ","20082009"
"1828","Greg HalfordG. Halford","£2.70m  ","20082009"
"1829","Nyron NosworthyN. Nosworthy","£1.80m  ","20082009"
"1830","Danny CollinsD. Collins","£1.80m  ","20082009"
"1831","Calum DavenportC. Davenport","£900k  ","20082009"
"1832","Jean-Yves M'votoJ. M'voto","£360k  ","20082009"
"1833","Peter HartleyP. Hartley","£90k  ","20082009"
"1834","Kieran RichardsonK. Richardson","£5.40m  ","20082009"
"1835","George McCartneyG. McCartney","£2.70m  ","20082009"
"1836","Pascal ChimbondaP. Chimbonda","£6.75m  ","20082009"
"1837","Phil BardsleyP. Bardsley","£2.70m  ","20082009"
"1838","Carlos EdwardsC. Edwards","£1.80m  ","20082009"
"1839","Michael KayM. Kay"," ","20082009"
"1840","Teemu TainioT. Tainio","£2.70m  ","20082009"
"1841","Jamie ChandlerJ. Chandler","£90k  ","20082009"
"1842","Jack ColbackJ. Colback"," ","20082009"
"1843","Steed MalbranqueS. Malbranque","£8.10m  ","20082009"
"1844","Liam MillerL. Miller","£1.80m  ","20082009"
"1845","Grant LeadbitterG. Leadbitter","£1.80m  ","20082009"
"1846","Dean WhiteheadD. Whitehead","£1.35m  ","20082009"
"1847","Robbie WeirR. Weir","£90k  ","20082009"
"1848","Jordan HendersonJ. Henderson"," ","20082009"
"1849","David MeylerD. Meyler"," ","20082009"
"1850","Andy ReidAndy Reid","£4.28m  ","20082009"
"1851","Nathan LuscombeN. Luscombe"," ","20082009"
"1852","David DowsonD. Dowson","£90k  ","20082009"
"1853","Djibril CisséD. Cissé","£9.90m  ","20082009"
"1854","Kenwyne JonesK. Jones","£8.10m  ","20082009"
"1855","Michael ChopraM. Chopra","£4.95m  ","20082009"
"1856","El-Hadji DioufE. Diouf","£4.95m  ","20082009"
"1857","David HealyD. Healy","£3.15m  ","20082009"
"1858","Rade PricaR. Prica","£2.48m  ","20082009"
"1859","Anthony StokesA. Stokes","£2.25m  ","20082009"
"1860","Daryl MurphyD. Murphy","£1.58m  ","20082009"
"1861","David ConnollyD. Connolly","£900k  ","20082009"
"1862","Dwight YorkeD. Yorke","£720k  ","20082009"
"1863","Martyn WaghornM. Waghorn","£45k  ","20082009"
"1864","Paul RobinsonP. Robinson","£4.50m  ","20082009"
"1865","Jason BrownJ. Brown","£540k  ","20082009"
"1866","Mark BunnMark Bunn"," ","20082009"
"1867","Gaël GivetG. Givet","£5.40m  ","20082009"
"1868","Christopher SambaC. Samba","£4.50m  ","20082009"
"1869","Ryan NelsenR. Nelsen","£3.15m  ","20082009"
"1870","André OoijerA. Ooijer","£2.70m  ","20082009"
"1871","Aaron MokoenaA. Mokoena","£2.70m  ","20082009"
"1872","Zurab KhizanishviliZ. Khizanishvili","£1.58m  ","20082009"
"1873","Gavin GunningG. Gunning"," ","20082009"
"1874","Stephen WarnockS. Warnock","£3.60m  ","20082009"
"1875","Martin OlssonM. Olsson","£270k  ","20082009"
"1876","Steven ReidS. Reid","£3.15m  ","20082009"
"1877","Danny SimpsonD. Simpson","£810k  ","20082009"
"1878","Tony KaneTony Kane","£270k  ","20082009"
"1879","Johann VogelJ. Vogel","£1.35m  ","20082009"
"1880","Tugay KerimogluT. Kerimoglu","£900k  ","20082009"
"1881","Morten Gamst PedersenM. Pedersen","£7.43m  ","20082009"
"1882","Vince GrellaV. Grella","£2.25m  ","20082009"
"1883","Paul GallagherP. Gallagher","£1.13m  ","20082009"
"1884","Keith AndrewsK. Andrews","£90k  ","20082009"
"1885","Bryan HodgeB. Hodge","£45k  ","20082009"
"1886","Alan JudgeA. Judge"," ","20082009"
"1887","Brett EmertonB. Emerton","£4.73m  ","20082009"
"1888","Andy HaworthA. Haworth"," ","20082009"
"1889","Aaron DoranA. Doran"," ","20082009"
"1890","Keith TreacyK. Treacy","£270k  ","20082009"
"1891","David DunnD. Dunn","£4.73m  ","20082009"
"1892","Carlos VillanuevaC. Villanueva","£1.80m  ","20082009"
"1893","Marcus MarshallM. Marshall"," ","20082009"
"1894","Benni McCarthyB. McCarthy","£9.00m  ","20082009"
"1895","Roque Santa CruzR. Santa Cruz","£7.20m  ","20082009"
"1896","El-Hadji DioufE. Diouf","£4.95m  ","20082009"
"1897","Matt DerbyshireM. Derbyshire","£2.70m  ","20082009"
"1898","Robbie FowlerR. Fowler","£2.03m  ","20082009"
"1899","Jason RobertsJ. Roberts","£1.80m  ","20082009"
"1900","Jussi JääskeläinenJ. Jääskeläinen","£5.18m  ","20082009"
"1901","Ali Al-HabsiA. Al-Habsi","£585k  ","20082009"
"1902","Ádám BogdánÁ. Bogdán"," ","20082009"
"1903","Sébastien PuygrenierS. Puygrenier","£6.75m  ","20082009"
"1904","Gary CahillG. Cahill","£4.05m  ","20082009"
"1905","Andrew O'BrienA. O'Brien","£2.70m  ","20082009"
"1906","Danny ShittuD. Shittu","£2.25m  ","20082009"
"1907","Jaroslaw FojutJ. Fojut","£180k  ","20082009"
"1908","Ricardo GardnerR. Gardner","£2.25m  ","20082009"
"1909","Grétar SteinssonG. Steinsson","£4.73m  ","20082009"
"1910","Nicky HuntN. Hunt","£2.03m  ","20082009"
"1911","Joey O'BrienJ. O'Brien","£1.35m  ","20082009"
"1912","James SinclairJ. Sinclair","£180k  ","20082009"
"1913","Jlloyd SamuelJ. Samuel","£1.80m  ","20082009"
"1914","Chris BashamC. Basham","£45k  ","20082009"
"1915","Fabrice MuambaF. Muamba","£4.05m  ","20082009"
"1916","Gavin McCannG. McCann","£2.48m  ","20082009"
"1917","Blerim DzemailiB. Dzemaili","£1.80m  ","20082009"
"1918","Tamir CohenT. Cohen","£720k  ","20082009"
"1919","Mark DaviesM. Davies","£270k  ","20082009"
"1920","Robert SissonsR. Sissons","£45k  ","20082009"
"1921","Matthew TaylorM. Taylor","£4.05m  ","20082009"
"1922","Kevin NolanK. Nolan","£6.08m  ","20082009"
"1923","Tope ObadeyiT. Obadeyi"," ","20082009"
"1924","Riga MustaphaR. Mustapha","£3.06m  ","20082009"
"1925","Ricardo Vaz TêR. Vaz Tê","£1.13m  ","20082009"
"1926","Johan ElmanderJ. Elmander","£9.00m  ","20082009"
"1927","Ariza MakukulaA. Makukula","£5.40m  ","20082009"
"1928","Ebi SmolarekE. Smolarek","£4.32m  ","20082009"
"1929","Kevin DaviesK. Davies","£3.83m  ","20082009"
"1930","Heidar HelgusonH. Helguson","£1.80m  ","20082009"
"1931","Zoltán HarsányiZ. Harsányi","£180k  ","20082009"
"1932","Robert GreenR. Green","£5.85m  ","20082009"
"1933","Jan LastuvkaJ. Lastuvka","£1.08m  ","20082009"
"1934","Jimmy WalkerJ. Walker","£135k  ","20082009"
"1935","Marek StechM. Stech"," ","20082009"
"1936","Péter KuruczP. Kurucz"," ","20082009"
"1937","Matthew UpsonM. Upson","£5.40m  ","20082009"
"1938","Lucas NeillL. Neill","£4.50m  ","20082009"
"1939","Radoslav KovacR. Kovac","£4.50m  ","20082009"
"1940","Danny GabbidonD. Gabbidon","£1.80m  ","20082009"
"1941","Calum DavenportC. Davenport","£900k  ","20082009"
"1942","James CollinsJ. Collins","£900k  ","20082009"
"1943","James TomkinsJ. Tomkins","£135k  ","20082009"
"1944","Bondz N'GalaB. N'Gala"," ","20082009"
"1945","Hérita IlungaH. Ilunga","£3.15m  ","20082009"
"1946","George McCartneyG. McCartney","£2.70m  ","20082009"
"1947","Wálter LópezW. López","£360k  ","20082009"
"1948","Joe WiddowsonJ. Widdowson"," ","20082009"
"1949","Jonathan SpectorJ. Spector","£1.80m  ","20082009"
"1950","Jordan SpenceJ. Spence"," ","20082009"
"1951","Julien FaubertJ. Faubert","£8.10m  ","20082009"
"1952","Valon BehramiV. Behrami","£4.50m  ","20082009"
"1953","Hayden MullinsH. Mullins","£3.15m  ","20082009"
"1954","Josh PayneJ. Payne"," ","20082009"
"1955","Scott ParkerS. Parker","£8.55m  ","20082009"
"1956","Mark NobleM. Noble","£3.60m  ","20082009"
"1957","Lee BowyerL. Bowyer","£2.70m  ","20082009"
"1958","Jack CollisonJ. Collison","£135k  ","20082009"
"1959","Kieron DyerK. Dyer","£6.75m  ","20082009"
"1960","Matthew EtheringtonM. Etherington","£4.05m  ","20082009"
"1961","Luís Boa MorteL. Boa Morte","£3.60m  ","20082009"
"1962","Craig BellamyC. Bellamy","£8.55m  ","20082009"
"1963","Kyel ReidKyel Reid","£450k  ","20082009"
"1964","Junior StanislasJ. Stanislas"," ","20082009"
"1965","Savio NserekoS. Nsereko","£90k  ","20082009"
"1966","Zavon HinesZ. Hines"," ","20082009"
"1967","Freddie SearsF. Sears","£225k  ","20082009"
"1968","Dean AshtonD. Ashton","£7.20m  ","20082009"
"1969","Carlton ColeC. Cole","£3.60m  ","20082009"
"1970","David Di MicheleD. Di Michele","£2.97m  ","20082009"
"1971","Diego TristánD. Tristán","£1.80m  ","20082009"
"1972","Ross TurnbullR. Turnbull","£585k  ","20082009"
"1973","Brad JonesB. Jones","£405k  ","20082009"
"1974","Jason SteeleJ. Steele"," ","20082009"
"1975","Emanuel PogatetzE. Pogatetz","£4.50m  ","20082009"
"1976","Robert HuthR. Huth","£3.60m  ","20082009"
"1977","Chris RiggottC. Riggott","£2.48m  ","20082009"
"1978","David WheaterD. Wheater","£2.25m  ","20082009"
"1979","Matthew BatesM. Bates","£450k  ","20082009"
"1980","Seb HinesSeb Hines","£180k  ","20082009"
"1981","Rhys WilliamsR. Williams"," ","20082009"
"1982","Andrew TaylorA. Taylor","£1.80m  ","20082009"
"1983","Jonathan GroundsJ. Grounds","£180k  ","20082009"
"1984","Joe BennettJ. Bennett"," ","20082009"
"1985","Justin HoyteJ. Hoyte","£1.35m  ","20082009"
"1986","Tony McMahonT. McMahon","£225k  ","20082009"
"1987","John JohnsonJ. Johnson"," ","20082009"
"1988","Nathan PorrittN. Porritt"," ","20082009"
"1989","Didier DigardD. Digard","£2.70m  ","20082009"
"1990","Mohamed ShawkyM. Shawky","£855k  ","20082009"
"1991","Gary O'NeilG. O'Neil","£5.40m  ","20082009"
"1992","Julio ArcaJ. Arca","£2.70m  ","20082009"
"1993","Josh WalkerJ. Walker","£45k  ","20082009"
"1994","Stewart DowningS. Downing","£8.10m  ","20082009"
"1995","Tuncay SanliT. Sanli","£8.10m  ","20082009"
"1996","Adam JohnsonA. Johnson","£1.35m  ","20082009"
"1997","Graeme OwensG. Owens","£90k  ","20082009"
"1998","Jonathan FranksJ. Franks"," ","20082009"
"1999","Afonso AlvesA. Alves","£11.70m  ","20082009"
"2000","MidoMido","£5.18m  ","20082009"
"2001","Jérémie AliadièreJ. Aliadière","£3.38m  ","20082009"
"2002","Marlon KingM. King","£3.15m  ","20082009"
"2003","Marvin EmnesM. Emnes","£900k  ","20082009"
"2004","Tom CraddockT. Craddock","£270k  ","20082009"
"2005","Mark SchwarzerM. Schwarzer","£3.38m  ","20082009"
"2006","Pascal ZuberbühlerP. Zuberbühler","£360k  ","20082009"
"2007","David StockdaleD. Stockdale","£90k  ","20082009"
"2008","Adam WattsA. Watts"," ","20082009"
"2009","Brede HangelandB. Hangeland","£4.05m  ","20082009"
"2010","Aaron HughesA. Hughes","£2.48m  ","20082009"
"2011","Toni KallioT. Kallio","£540k  ","20082009"
"2012","Adrian LeijerA. Leijer","£450k  ","20082009"
"2013","Chris SmallingC. Smalling"," ","20082009"
"2014","Paul KoncheskyP. Konchesky","£2.70m  ","20082009"
"2015","Joe AndersonJ. Anderson"," ","20082009"
"2016","Moritz VolzM. Volz","£2.70m  ","20082009"
"2017","John PaintsilJ. Paintsil","£1.35m  ","20082009"
"2018","Elliot OmozusiE. Omozusi","£900k  ","20082009"
"2019","Fredrik StoorF. Stoor","£765k  ","20082009"
"2020","Chris BairdC. Baird","£3.15m  ","20082009"
"2021","Olivier DacourtO. Dacourt","£2.25m  ","20082009"
"2022","Dickson EtuhuD. Etuhu","£2.25m  ","20082009"
"2023","Andranik TeymourianA. Teymourian","£450k  ","20082009"
"2024","Courtney HarrisC. Harris"," ","20082009"
"2025","Leon AndreasenL. Andreasen","£3.60m  ","20082009"
"2026","Jimmy BullardJ. Bullard","£3.15m  ","20082009"
"2027","Zoltán GeraZ. Gera","£3.15m  ","20082009"
"2028","Danny MurphyD. Murphy","£2.25m  ","20082009"
"2029","Reece JonesR. Jones"," ","20082009"
"2030","Rob MilsomR. Milsom"," ","20082009"
"2031","Simon DaviesS. Davies","£3.15m  ","20082009"
"2032","Wayne BrownW. Brown"," ","20082009"
"2033","Diomansy KamaraD. Kamara","£4.50m  ","20082009"
"2034","Ki-Hyeon SeolK. Seol","£2.03m  ","20082009"
"2035","Clint DempseyC. Dempsey","£3.83m  ","20082009"
"2036","Andy JohnsonA. Johnson","£10.13m  ","20082009"
"2037","Bobby ZamoraB. Zamora","£2.70m  ","20082009"
"2038","Giles BarnesG. Barnes","£2.48m  ","20082009"
"2039","Erik NevlandE. Nevland","£2.25m  ","20082009"
"2040","Eddie JohnsonE. Johnson","£2.25m  ","20082009"
"2041","Collins JohnC. John","£1.35m  ","20082009"
"2042","Julian GrayJ. Gray","£810k  ","20082009"
"2043","Scott CarsonS. Carson","£4.73m  ","20082009"
"2044","Dean KielyD. Kiely","£1.08m  ","20082009"
"2045","Ryan AllsopR. Allsop"," ","20082009"
"2046","Abdoulaye MéïtéA. Méïté","£3.83m  ","20082009"
"2047","Leon BarnettL. Barnett","£3.38m  ","20082009"
"2048","Gianni ZuiverloonG. Zuiverloon","£2.25m  ","20082009"
"2049","Neil ClementN. Clement","£1.35m  ","20082009"
"2050","PeléPelé","£1.17m  ","20082009"
"2051","Jonas OlssonJ. Olsson","£1.13m  ","20082009"
"2052","Paul RobinsonP. Robinson","£900k  ","20082009"
"2053","Shelton MartisS. Martis","£270k  ","20082009"
"2054","Paul DowningP. Downing"," ","20082009"
"2055","Marek CechM. Cech","£3.15m  ","20082009"
"2056","Carl HoefkensC. Hoefkens","£1.98m  ","20082009"
"2057","Ryan DonkRyan Donk","£2.70m  ","20082009"
"2058","Youssouf MulumbuY. Mulumbu","£900k  ","20082009"
"2059","Jonathan GreeningJ. Greening","£3.60m  ","20082009"
"2060","Borja ValeroB. Valero","£2.70m  ","20082009"
"2061","James MorrisonJ. Morrison","£2.48m  ","20082009"
"2062","Du-hyeon KimD. Kim","£810k  ","20082009"
"2063","Graham DorransG. Dorrans","£45k  ","20082009"
"2064","Chris BruntC. Brunt","£3.38m  ","20082009"
"2065","Robert KorenR. Koren","£1.80m  ","20082009"
"2066","Filipe TeixeiraF. Teixeira","£900k  ","20082009"
"2067","Sherjill MacDonaldS. MacDonald","£315k  ","20082009"
"2068","Juan Carlos MenseguezJ. Menseguez","£1.22m  ","20082009"
"2069","Romaine SawyersR. Sawyers"," ","20082009"
"2070","Marc-Antoine FortunéM. Fortuné","£4.05m  ","20082009"
"2071","Luke MooreL. Moore","£3.38m  ","20082009"
"2072","Craig BeattieC. Beattie","£2.03m  ","20082009"
"2073","Bartosz SlusarskiB. Slusarski","£1.35m  ","20082009"
"2074","Ishmael MillerI. Miller","£1.35m  ","20082009"
"2075","Roman BednárR. Bednár","£1.13m  ","20082009"
"2076","Chris WoodC. Wood"," ","20082009"
"2077","Jay SimpsonJ. Simpson"," ","20082009"
"2078","Chris KirklandC. Kirkland","£3.60m  ","20082009"
"2079","Mike PollittM. Pollitt","£540k  ","20082009"
"2080","Richard KingsonRichard Kingson","£450k  ","20082009"
"2081","Carlo NashC. Nash","£270k  ","20082009"
"2082","Paul ScharnerP. Scharner","£4.28m  ","20082009"
"2083","Titus BrambleT. Bramble","£2.48m  ","20082009"
"2084","Erik EdmanE. Edman","£2.70m  ","20082009"
"2085","Maynor FigueroaM. Figueroa","£450k  ","20082009"
"2086","Mario MelchiotM. Melchiot","£2.93m  ","20082009"
"2087","Antonio ValenciaA. Valencia","£2.25m  ","20082009"
"2088","Emmerson BoyceE. Boyce","£1.58m  ","20082009"
"2089","Ryan TaylorR. Taylor","£1.13m  ","20082009"
"2090","Tomasz CywkaT. Cywka","£180k  ","20082009"
"2091","Lee CattermoleL. Cattermole","£1.80m  ","20082009"
"2092","Wilson PalaciosW. Palacios","£900k  ","20082009"
"2093","Won-heui JoW. Jo","£450k  ","20082009"
"2094","Joe HoltJoe Holt"," ","20082009"
"2095","Michael BrownM. Brown","£2.25m  ","20082009"
"2096","Ben WatsonB. Watson","£630k  ","20082009"
"2097","Lewis MontroseL. Montrose","£90k  ","20082009"
"2098","Jon RoutledgeJ. Routledge"," ","20082009"
"2099","Kevin KilbaneK. Kilbane","£3.60m  ","20082009"
"2100","Rachid BouaouzanR. Bouaouzan","£405k  ","20082009"
"2101","Jason KoumasJ. Koumas","£4.73m  ","20082009"
"2102","Olivier KapoO. Kapo","£3.60m  ","20082009"
"2103","Antoine SibierskiA. Sibierski","£2.48m  ","20082009"
"2104","Daniël de RidderD. de Ridder","£1.80m  ","20082009"
"2105","Charles N'ZogbiaC. N'Zogbia","£6.30m  ","20082009"
"2106","Tomasz KupiszT. Kupisz","£90k  ","20082009"
"2107","Callum McManamanC. McManaman"," ","20082009"
"2108","Emile HeskeyE. Heskey","£5.85m  ","20082009"
"2109","MidoMido","£5.18m  ","20082009"
"2110","Henri CamaraH. Camara","£3.60m  ","20082009"
"2111","Hugo RodallegaH. Rodallega","£2.57m  ","20082009"
"2112","Amr ZakiAmr Zaki","£2.07m  ","20082009"
"2113","Thomas SörensenT. Sörensen","£2.25m  ","20082009"
"2114","Steve SimonsenS. Simonsen","£1.80m  ","20082009"
"2115","Abdoulaye FayéA. Fayé","£3.15m  ","20082009"
"2116","Danny HigginbothamD. Higginbotham","£2.93m  ","20082009"
"2117","Leon CortLeon Cort","£1.62m  ","20082009"
"2118","Ryan ShawcrossR. Shawcross","£1.35m  ","20082009"
"2119","Ibrahima SonkoI. Sonko","£1.35m  ","20082009"
"2120","Andrew DaviesA. Davies","£900k  ","20082009"
"2121","Ryan ShottonR. Shotton"," ","20082009"
"2122","Dominic MatteoD. Matteo","£1.35m  ","20082009"
"2123","Danny PughD. Pugh","£675k  ","20082009"
"2124","Carl DickinsonC. Dickinson","£360k  ","20082009"
"2125","Demar PhillipsD. Phillips","£225k  ","20082009"
"2126","Stephen KellyS. Kelly","£2.03m  ","20082009"
"2127","Andy GriffinA. Griffin","£720k  ","20082009"
"2128","Lewis BuxtonL. Buxton","£360k  ","20082009"
"2129","Ritchie De LaetR. De Laet","£270k  ","20082009"
"2130","Andy WilkinsonA. Wilkinson","£270k  ","20082009"
"2131","Salif DiaoS. Diao","£2.03m  ","20082009"
"2132","Amdy FayéA. Fayé","£1.58m  ","20082009"
"2133","Glenn WhelanG. Whelan","£675k  ","20082009"
"2134","Seyi OlofinjanaS. Olofinjana","£1.58m  ","20082009"
"2135","Rory DelapR. Delap","£900k  ","20082009"
"2136","Tom SoaresT. Soares","£720k  ","20082009"
"2137","Michael TongeM. Tonge","£720k  ","20082009"
"2138","Nathaniel WedderburnN. Wedderburn","£45k  ","20082009"
"2139","Matthew EtheringtonM. Etherington","£4.05m  ","20082009"
"2140","Jimmy PhillipsJ. Phillips"," ","20082009"
"2141","Liam LawrenceL. Lawrence","£1.13m  ","20082009"
"2142","James BeattieJ. Beattie","£5.40m  ","20082009"
"2143","Dave KitsonD. Kitson","£3.83m  ","20082009"
"2144","Henri CamaraH. Camara","£3.60m  ","20082009"
"2145","Ricardo FullerR. Fuller","£2.12m  ","20082009"
"2146","Richard CresswellR. Cresswell","£1.58m  ","20082009"
"2147","Vincent PéricardV. Péricard","£900k  ","20082009"
"2148","Mamady SidibéM. Sidibé","£810k  ","20082009"
"2149","Jon ParkinJ. Parkin","£360k  ","20082009"
"2150","Marc GrocottM. Grocott"," ","20082009"
"2151","Boaz MyhillB. Myhill","£630k  ","20082009"
"2152","Tony WarnerT. Warner","£540k  ","20082009"
"2153","Matt DukeMatt Duke","£135k  ","20082009"
"2154","Paul McShaneP. McShane","£3.38m  ","20082009"
"2155","Anthony GardnerA. Gardner","£1.80m  ","20082009"
"2156","Kamil ZayatteK. Zayatte","£810k  ","20082009"
"2157","Michael TurnerM. Turner","£720k  ","20082009"
"2158","Wayne BrownW. Brown","£540k  ","20082009"
"2159","Liam CooperL. Cooper","£45k  ","20082009"
"2160","Matty PlummerM. Plummer","£45k  ","20082009"
"2161","Andy DawsonA. Dawson","£450k  ","20082009"
"2162","Bernard MendyB. Mendy","£1.80m  ","20082009"
"2163","Sam RickettsS. Ricketts","£608k  ","20082009"
"2164","George BoatengG. Boateng","£4.73m  ","20082009"
"2165","Ian AshbeeI. Ashbee","£630k  ","20082009"
"2166","Nathan DoyleN. Doyle","£90k  ","20082009"
"2167","Jimmy BullardJ. Bullard","£3.15m  ","20082009"
