"","name","MV","season"
"466","Cory GibbsC. Gibbs","£1.58m  ","20062007"
"467","Jonathan FortuneJ. Fortune","£900k  ","20062007"
"468","Madjid BougherraM. Bougherra","£90k  ","20062007"
"469","Ben ThatcherB. Thatcher","£3.83m  ","20062007"
"470","Nathan AshtonN. Ashton"," ","20062007"
"471","Luke YoungL. Young","£4.05m  ","20062007"
"472","Osei SankofaO. Sankofa","£45k  ","20062007"
"473","Alistair JohnA. John"," ","20062007"
"474","Alex SongAlex Song","£3.60m  ","20062007"
"475","Amdy FayéA. Fayé","£2.25m  ","20062007"
"476","Radostin KishishevR. Kishishev","£2.25m  ","20062007"
"477","Zhi ZhengZhi Zheng","£900k  ","20062007"
"478","Matt HollandM. Holland","£3.60m  ","20062007"
"479","Simon WaltonS. Walton","£180k  ","20062007"
"480","Omar PousoO. Pouso"," ","20062007"
"481","Andy ReidAndy Reid","£5.13m  ","20062007"
"482","Darren AmbroseD. Ambrose","£1.58m  ","20062007"
"483","Bryan HughesB. Hughes","£1.80m  ","20062007"
"484","Jerome ThomasJ. Thomas","£540k  ","20062007"
"485","Dennis RommedahlD. Rommedahl","£3.60m  ","20062007"
"486","Lloyd SamLloyd Sam","£68k  ","20062007"
"487","Rúrik GíslasonR. Gíslason","£45k  ","20062007"
"488","Darren BentD. Bent","£6.75m  ","20062007"
"489","Jimmy Floyd HasselbainkJ. Hasselbaink","£4.32m  ","20062007"
"490","Marcus BentM. Bent","£3.38m  ","20062007"
"491","Kevin LisbieK. Lisbie","£2.25m  ","20062007"
"492","James WalkerJ. Walker"," ","20062007"
"493","Brad FriedelB. Friedel","£2.07m  ","20062007"
"494","Peter EnckelmanP. Enckelman","£1.13m  ","20062007"
"495","Jason BrownJ. Brown","£45k  ","20062007"
"496","Stéphane HenchozS. Henchoz","£3.06m  ","20062007"
"497","Lucas NeillL. Neill","£2.70m  ","20062007"
"498","Zurab KhizanishviliZ. Khizanishvili","£2.25m  ","20062007"
"499","André OoijerA. Ooijer","£2.25m  ","20062007"
"500","Ryan NelsenR. Nelsen","£1.80m  ","20062007"
"501","Andy ToddAndy Todd","£1.62m  ","20062007"
"502","Aaron MokoenaA. Mokoena","£1.58m  ","20062007"
"503","Jay McEveleyJ. McEveley","£675k  ","20062007"
"504","Christopher SambaC. Samba","£450k  ","20062007"
"505","Eddie NolanE. Nolan"," ","20062007"
"506","Stephen WarnockS. Warnock","£1.62m  ","20062007"
"507","Michael GrayM. Gray","£1.35m  ","20062007"
"508","Bruno BernerB. Berner","£585k  ","20062007"
"509","Steven ReidS. Reid","£3.42m  ","20062007"
"510","Tugay KerimogluT. Kerimoglu","£1.17m  ","20062007"
"511","Morten Gamst PedersenM. Pedersen","£4.05m  ","20062007"
"512","Robbie SavageR. Savage","£3.60m  ","20062007"
"513","Paul GallagherP. Gallagher","£1.13m  ","20062007"
"514","Brett EmertonB. Emerton","£4.05m  ","20062007"
"515","David BentleyD. Bentley","£2.34m  ","20062007"
"516","Sergio PeterS. Peter","£450k  ","20062007"
"517","David DunnD. Dunn","£4.95m  ","20062007"
"518","Shabani NondaS. Nonda","£5.40m  ","20062007"
"519","Benni McCarthyB. McCarthy","£5.40m  ","20062007"
"520","Jason RobertsJ. Roberts","£3.47m  ","20062007"
"521","Francis JeffersF. Jeffers","£2.34m  ","20062007"
"522","Shefki KuqiS. Kuqi","£1.58m  ","20062007"
"523","Matt DerbyshireM. Derbyshire","£180k  ","20062007"
"524","Jussi JääskeläinenJ. Jääskeläinen","£4.73m  ","20062007"
"525","Ian WalkerI. Walker","£1.58m  ","20062007"
"526","Ali Al-HabsiA. Al-Habsi","£360k  ","20062007"
"527","Chris HowarthC. Howarth","£113k  ","20062007"
"528","Przemyslaw KazimierczakP. Kazimierczak"," ","20062007"
"529","Sam AshtonS. Ashton"," ","20062007"
"530","Abdoulaye MéïtéA. Méïté","£3.60m  ","20062007"
"531","Abdoulaye FayéA. Fayé","£2.16m  ","20062007"
"532","Tal Ben HaimT. Ben Haim","£2.03m  ","20062007"
"533","César MartínC. Martín","£1.58m  ","20062007"
"534","Jaroslaw FojutJ. Fojut","£158k  ","20062007"
"535","Lubomir MichalikL. Michalik"," ","20062007"
"536","Blazej AugustynB. Augustyn"," ","20062007"
"537","Ricardo GardnerR. Gardner","£1.80m  ","20062007"
"538","Johann SmithJ. Smith","£45k  ","20062007"
"539","Scott JamiesonS. Jamieson"," ","20062007"
"540","Joey O'BrienJ. O'Brien","£1.35m  ","20062007"
"541","Nicky HuntN. Hunt","£900k  ","20062007"
"542","James SinclairJ. Sinclair"," ","20062007"
"543","Iván CampoI. Campo","£1.80m  ","20062007"
"544","Idan TalIdan Tal","£810k  ","20062007"
"545","Andranik TeymourianA. Teymourian","£360k  ","20062007"
"546","Quinton FortuneQ. Fortune","£2.03m  ","20062007"
"547","David ThompsonD. Thompson","£2.48m  ","20062007"
"548","Gary Speed †G. Speed †","£855k  ","20062007"
"549","Kevin NolanK. Nolan","£5.40m  ","20062007"
"550","Stelios GiannakopoulosS. Giannakopoulos","£3.60m  ","20062007"
"551","Ricardo Vaz TêR. Vaz Tê","£900k  ","20062007"
"552","Nicolas AnelkaN. Anelka","£8.10m  ","20062007"
"553","El-Hadji DioufE. Diouf","£4.95m  ","20062007"
"554","Kevin DaviesK. Davies","£2.70m  ","20062007"
"555","Henrik PedersenH. Pedersen","£1.53m  ","20062007"
"556","Bédi BuvalB. Buval","£45k  ","20062007"
"557","Zoltán HarsányiZ. Harsányi"," ","20062007"
"558","Chris KirklandC. Kirkland","£2.70m  ","20062007"
"559","John FilanJ. Filan","£630k  ","20062007"
"560","Mike PollittM. Pollitt","£585k  ","20062007"
"561","Carlo NashC. Nash","£315k  ","20062007"
"562","Fitz HallFitz Hall","£4.05m  ","20062007"
"563","Paul ScharnerP. Scharner","£3.15m  ","20062007"
"564","Arjan de ZeeuwA. de Zeeuw","£1.44m  ","20062007"
"565","Andy WebsterA. Webster","£1.13m  ","20062007"
"566","Andreas GranqvistA. Granqvist","£810k  ","20062007"
"567","Lee McCullochL. McCulloch","£495k  ","20062007"
"568","David UnsworthD. Unsworth","£2.25m  ","20062007"
"569","Leighton BainesL. Baines","£1.80m  ","20062007"
"570","Steve McMillanS. McMillan","£603k  ","20062007"
"571","Pascal ChimbondaP. Chimbonda","£3.60m  ","20062007"
"572","Antonio ValenciaA. Valencia","£2.03m  ","20062007"
"573","Ryan TaylorR. Taylor","£765k  ","20062007"
"574","Matt JacksonM. Jackson","£360k  ","20062007"
"575","Emmerson BoyceE. Boyce","£270k  ","20062007"
"576","Tomasz CywkaT. Cywka","£68k  ","20062007"
"577","David WrightD. Wright","£540k  ","20062007"
"578","Denny LandzaatD. Landzaat","£6.30m  ","20062007"
"579","Josip SkokoJ. Skoko","£2.34m  ","20062007"
"580","Graham KavanaghG. Kavanagh","£1.58m  ","20062007"
"581","Andreas JohanssonA. Johansson","£765k  ","20062007"
"582","Kristofer HaestadK. Haestad","£450k  ","20062007"
"583","Lewis MontroseL. Montrose"," ","20062007"
"584","David OwensD. Owens"," ","20062007"
"585","Kevin KilbaneK. Kilbane","£4.05m  ","20062007"
"586","Gary TealeG. Teale","£450k  ","20062007"
"587","David CotterillD. Cotterill","£360k  ","20062007"
"588","Tomasz KupiszT. Kupisz"," ","20062007"
"589","Henri CamaraH. Camara","£5.67m  ","20062007"
"590","Emile HeskeyE. Heskey","£4.95m  ","20062007"
"591","Svetoslav TodorovS. Todorov","£1.80m  ","20062007"
"592","David ConnollyD. Connolly","£1.80m  ","20062007"
"593","Julius AghahowaJ. Aghahowa","£1.80m  ","20062007"
"594","Caleb FolanC. Folan"," ","20062007"
"595","Paul GerrardP. Gerrard","£1.58m  ","20062007"
"596","Paddy KennyP. Kenny","£1.13m  ","20062007"
"597","Ian BennettI. Bennett","£900k  ","20062007"
"598","Jamie AnnersonJ. Annerson"," ","20062007"
"599","David SommeilD. Sommeil","£2.25m  ","20062007"
"600","Mamadou SeckM. Seck","£1.35m  ","20062007"
"601","Phil JagielkaP. Jagielka","£900k  ","20062007"
"602","Chris MorganC. Morgan","£810k  ","20062007"
"603","Craig ShortC. Short","£585k  ","20062007"
"604","Chris LuckettiC. Lucketti","£450k  ","20062007"
"605","Claude DavisC. Davis","£270k  ","20062007"
"606","Matthew KilgallonM. Kilgallon","£90k  ","20062007"
"607","David UnsworthD. Unsworth","£2.25m  ","20062007"
"608","Alan WrightA. Wright","£900k  ","20062007"
"609","Chris ArmstrongC. Armstrong","£383k  ","20062007"
"610","Evan HorwoodE. Horwood"," ","20062007"
"611","Leigh BrombyL. Bromby","£540k  ","20062007"
"612","Derek GearyD. Geary","£428k  ","20062007"
"613","Rob KozlukR. Kozluk","£360k  ","20062007"
"614","Ben StarostaB. Starosta"," ","20062007"
"615","Ahmed FathiAhmed Fathi"," ","20062007"
"616","Tie LiTie Li","£900k  ","20062007"
"617","Nick MontgomeryN. Montgomery","£585k  ","20062007"
"618","Mikele LeigertwoodM. Leigertwood","£270k  ","20062007"
"619","Keith GillespieK. Gillespie","£1.80m  ","20062007"
"620","Alan QuinnA. Quinn","£675k  ","20062007"
"621","Michael TongeM. Tonge","£360k  ","20062007"
"622","Ian RossIan Ross","£45k  ","20062007"
"623","Stephen QuinnS. Quinn"," ","20062007"
"624","Nicky LawNicky Law"," ","20062007"
"625","Kevan HurstK. Hurst","£45k  ","20062007"
"626","Luton SheltonL. Shelton","£158k  ","20062007"
"627","Paul IfillP. Ifill","£1.35m  ","20062007"
"628","Ade AkinbiyiA. Akinbiyi","£2.48m  ","20062007"
"629","Jon SteadJon Stead","£2.07m  ","20062007"
"630","Rob HulseRob Hulse","£1.58m  ","20062007"
"631","Danny WebberD. Webber","£1.26m  ","20062007"
"632","Geoff HorsfieldG. Horsfield","£1.13m  ","20062007"
"633","Steve KabbaS. Kabba","£990k  ","20062007"
"634","Christian NadéC. Nadé","£540k  ","20062007"
"635","Colin Kazim-RichardsC. Kazim-Richards","£315k  ","20062007"
"636","Colin MarrisonC. Marrison","£90k  ","20062007"
"637","Jonathan ForteJ. Forte","£68k  ","20062007"
"638","Marcus HahnemannM. Hahnemann","£630k  ","20062007"
"639","Graham StackG. Stack","£315k  ","20062007"
"640","Adam FedericiA. Federici","£90k  ","20062007"
"641","Mikkel AndersenM. Andersen"," ","20062007"
"642","Michael DuberryM. Duberry","£2.03m  ","20062007"
"643","André Bikey-AmougouA. Bikey-Amougou","£1.35m  ","20062007"
"644","Ívar IngimarssonÍ. Ingimarsson","£720k  ","20062007"
"645","Ibrahima SonkoI. Sonko","£630k  ","20062007"
"646","Aaron BrownA. Brown","£180k  ","20062007"
"647","Alex PearceA. Pearce"," ","20062007"
"648","Sam SodjeSam Sodje"," ","20062007"
"649","Alan BennettA. Bennett"," ","20062007"
"650","Greg HalfordG. Halford"," ","20062007"
"651","Péter MátéP. Máté"," ","20062007"
"652","Nicky ShoreyN. Shorey","£495k  ","20062007"
"653","Scott GolbourneS. Golbourne","£113k  ","20062007"
"654","Ulises de la CruzU. de la Cruz","£1.35m  ","20062007"
"655","Graeme MurtyG. Murty","£450k  ","20062007"
"656","Curtis OsanoC. Osano"," ","20062007"
"657","Daniel BocandeD. Bocande","£180k  ","20062007"
"658","Brynjar GunnarssonB. Gunnarsson","£675k  ","20062007"
"659","John HallsJ. Halls","£315k  ","20062007"
"660","James HarperJ. Harper","£900k  ","20062007"
"661","Steve SidwellS. Sidwell","£675k  ","20062007"
"662","John OsterJ. Oster","£675k  ","20062007"
"663","Oliver BozanicO. Bozanic"," ","20062007"
"664","Bobby ConveyB. Convey","£1.44m  ","20062007"
"665","Stephen HuntS. Hunt","£810k  ","20062007"
"666","Viktor Unnar IllugasonV. Illugason"," ","20062007"
"667","Ki-Hyeon SeolK. Seol","£2.03m  ","20062007"
"668","Glen LittleG. Little","£720k  ","20062007"
"669","James HenryJ. Henry"," ","20062007"
"670","Leroy LitaL. Lita","£1.35m  ","20062007"
"671","Kevin DoyleK. Doyle","£1.35m  ","20062007"
"672","Dave KitsonD. Kitson","£1.35m  ","20062007"
"673","Shane LongS. Long","£450k  ","20062007"
"674","Simon CoxSimon Cox","£90k  ","20062007"
"675","Ben FosterB. Foster","£1.80m  ","20062007"
"676","Alec ChamberlainA. Chamberlain","£45k  ","20062007"
"677","Richard LeeR. Lee","£45k  ","20062007"
"678","Scott LoachS. Loach"," ","20062007"
"679","Malky MackayM. Mackay","£540k  ","20062007"
"680","Lloyd DoyleyL. Doyley","£540k  ","20062007"
"681","Clarke CarlisleC. Carlisle","£450k  ","20062007"
"682","Jay DeMeritJ. DeMerit","£450k  ","20062007"
"683","Danny ShittuD. Shittu","£360k  ","20062007"
"684","Adrian MariappaA. Mariappa","£45k  ","20062007"
"685","Cédric AvinelC. Avinel"," ","20062007"
"686","Ben GillBen Gill"," ","20062007"
"687","Jordan StewartJ. Stewart","£450k  ","20062007"
"688","Chris PowellC. Powell","£360k  ","20062007"
"689","Junior OsborneJ. Osborne","£68k  ","20062007"
"690","Jordan ParkesJ. Parkes"," ","20062007"
"691","James ChambersJ. Chambers","£630k  ","20062007"
"692","Sheku KamaraS. Kamara"," ","20062007"
"693","Alex CampanaA. Campana"," ","20062007"
"694","Toumani DiagouragaT. Diagouraga"," ","20062007"
"695","Damien FrancisD. Francis","£2.03m  ","20062007"
"696","Gareth WilliamsG. Williams","£900k  ","20062007"
"697","Gavin MahonG. Mahon","£405k  ","20062007"
"698","Al BanguraA. Bangura","£360k  ","20062007"
"699","Matthew SpringM. Spring","£270k  ","20062007"
"700","Dominic BlizzardD. Blizzard","£45k  ","20062007"
"701","Douglas RinaldiD. Rinaldi"," ","20062007"
"702","Lee WilliamsonL. Williamson"," ","20062007"
"703","Anthony McNameeA. McNamee","£495k  ","20062007"
"704","Ashley YoungA. Young","£1.35m  ","20062007"
"705","Albert JarrettA. Jarrett","£45k  ","20062007"
"706","Johan CavalliJ. Cavalli"," ","20062007"
"707","Stephane SeanlaS. Seanla","£90k  ","20062007"
"708","Hameur BouazzaH. Bouazza","£180k  ","20062007"
"709","Joel GrantJ. Grant","£68k  ","20062007"
"710","Marlon KingM. King","£2.25m  ","20062007"
"711","Steve KabbaS. Kabba","£990k  ","20062007"
"712","Darius HendersonD. Henderson","£900k  ","20062007"
"713","Tommy SmithT. Smith","£630k  ","20062007"
"714","Moses AshikodiM. Ashikodi","£90k  ","20062007"
"715","Will HoskinsW. Hoskins","£45k  ","20062007"
"716","Theo RobinsonT. Robinson","£45k  ","20062007"
"717","Tamás PriskinT. Priskin"," ","20062007"
"718","Petr CechPetr Cech","£24.66m  ","20072008"
"719","Carlo CudiciniC. Cudicini","£1.71m  ","20072008"
"720","Henrique HilárioH. Hilário","£900k  ","20072008"
"721","Rhys TaylorR. Taylor"," ","20072008"
"722","John TerryJ. Terry","£29.70m  ","20072008"
"723","Ricardo CarvalhoR. Carvalho","£15.75m  ","20072008"
"724","AlexAlex","£9.00m  ","20072008"
"725","Tal Ben HaimT. Ben Haim","£4.23m  ","20072008"
"726","Branislav IvanovicB. Ivanovic","£3.06m  ","20072008"
"727","Michael MancienneM. Mancienne","£225k  ","20072008"
"728","Harry WorleyH. Worley"," ","20072008"
"729","Ashley ColeA. Cole","£17.01m  ","20072008"
"730","Wayne BridgeW. Bridge","£6.21m  ","20072008"
"731","Ryan BertrandR. Bertrand","£90k  ","20072008"
"732","Paulo FerreiraP. Ferreira","£8.46m  ","20072008"
"733","Juliano BellettiJ. Belletti","£4.05m  ","20072008"
"734","Glen JohnsonG. Johnson","£3.33m  ","20072008"
"735","Michael EssienM. Essien","£25.47m  ","20072008"
"736","John Mikel ObiJ. Obi","£10.44m  ","20072008"
"737","Claude MakéléléC. Makélélé","£7.74m  ","20072008"
"738","Lassana DiarraL. Diarra","£4.23m  ","20072008"
"739","Liam BridcuttL. Bridcutt"," ","20072008"
"740","Jack CorkJack Cork"," ","20072008"
"741","Frank LampardF. Lampard","£35.78m  ","20072008"
"742","Michael BallackM. Ballack","£23.94m  ","20072008"
"743","Steve SidwellS. Sidwell","£1.80m  ","20072008"
"744","Jimmy SmithJ. Smith","£360k  ","20072008"
"745","Anthony GrantA. Grant","£90k  ","20072008"
"746","Lee SawyerL. Sawyer"," ","20072008"
"747","Scott SinclairS. Sinclair","£45k  ","20072008"
"748","Joe ColeJoe Cole","£13.68m  ","20072008"
"749","Florent MaloudaF. Malouda","£18.90m  ","20072008"
"750","Salomon KalouS. Kalou","£8.64m  ","20072008"
"751","Shaun Wright-PhillipsS. Wright-Phillips","£11.25m  ","20072008"
"752","Andriy ShevchenkoA. Shevchenko","£35.19m  ","20072008"
"753","Didier DrogbaD. Drogba","£34.65m  ","20072008"
"754","Nicolas AnelkaN. Anelka","£11.25m  ","20072008"
"755","Claudio PizarroC. Pizarro","£8.55m  ","20072008"
"756","Ben SaharBen Sahar","£450k  ","20072008"
"757","Edwin van der SarE. van der Sar","£4.86m  ","20072008"
"758","Tomasz KuszczakT. Kuszczak","£3.06m  ","20072008"
"759","Ben FosterB. Foster","£2.70m  ","20072008"
"760","Tom HeatonT. Heaton","£90k  ","20072008"
"761","Rio FerdinandR. Ferdinand","£24.30m  ","20072008"
"762","Nemanja Vidic<U+200E>N. Vidic<U+200E>","£12.78m  ","20072008"
"763","John O'SheaJ. O'Shea","£4.68m  ","20072008"
"764","Wes BrownWes Brown","£4.50m  ","20072008"
"765","Mikaël SilvestreM. Silvestre","£4.41m  ","20072008"
"766","Gerard PiquéG. Piqué","£3.60m  ","20072008"
"767","Jonny EvansJ. Evans","£450k  ","20072008"
"768","Patrice EvraP. Evra","£8.46m  ","20072008"
"769","Gary NevilleG. Neville","£6.30m  ","20072008"
"770","Phil BardsleyP. Bardsley","£1.13m  ","20072008"
"771","Danny SimpsonD. Simpson","£45k  ","20072008"
"772","Richard EckersleyR. Eckersley"," ","20072008"
"773","Owen HargreavesO. Hargreaves","£22.50m  ","20072008"
"774","Michael CarrickM. Carrick","£15.66m  ","20072008"
"775","Kieran LeeK. Lee","£45k  ","20072008"
"776","AndersonAnderson","£22.50m  ","20072008"
"777","Paul ScholesP. Scholes","£9.90m  ","20072008"
"778","Darren FletcherD. Fletcher","£5.40m  ","20072008"
"779","Darron GibsonD. Gibson"," ","20072008"
"780","Sam HewsonS. Hewson"," ","20072008"
"781","Ryan GiggsR. Giggs","£9.90m  ","20072008"
"782","Ji-Sung ParkJ. Park","£9.00m  ","20072008"
"783","Lee MartinL. Martin","£1.13m  ","20072008"
"784","NaniNani","£22.50m  ","20072008"
"785","Chris EaglesC. Eagles","£540k  ","20072008"
"786","Febian BrandyF. Brandy"," ","20072008"
"787","Wayne RooneyW. Rooney","£32.40m  ","20072008"
"788","Cristiano RonaldoCristiano Ronaldo","£30.60m  ","20072008"
"789","Louis SahaL. Saha","£11.52m  ","20072008"
"790","Carlos TévezC. Tévez","£10.80m  ","20072008"
"791","Fangzhuo DongF. Dong","£810k  ","20072008"
"792","Fraizer CampbellF. Campbell"," ","20072008"
"793","Danny WelbeckD. Welbeck"," ","20072008"
"794","Pepe ReinaP. Reina","£10.53m  ","20072008"
"795","Charles ItandjeC. Itandje","£4.05m  ","20072008"
"796","Scott CarsonS. Carson","£2.25m  ","20072008"
"797","David MartinD. Martin","£45k  ","20072008"
"798","Jamie CarragherJ. Carragher","£14.76m  ","20072008"
"799","Javier MascheranoJ. Mascherano","£9.45m  ","20072008"
"800","Daniel AggerD. Agger","£7.47m  ","20072008"
"801","Sami HyypiäS. Hyypiä","£3.60m  ","20072008"
"802","Martin SkrtelM. Skrtel","£3.44m  ","20072008"
"803","Godwin AntwiG. Antwi","£270k  ","20072008"
"804","Jack HobbsJ. Hobbs","£270k  ","20072008"
"805","John Arne RiiseJ. Riise","£12.42m  ","20072008"
"806","Fábio AurélioFábio Aurélio","£6.21m  ","20072008"
"807","Emiliano InsúaE. Insúa","£126k  ","20072008"
"808","Robbie ThrelfallR. Threlfall"," ","20072008"
"809","Steve FinnanS. Finnan","£5.22m  ","20072008"
"810","Álvaro ArbeloaÁ. Arbeloa","£3.42m  ","20072008"
"811","Stephen DarbyS. Darby","£63k  ","20072008"
"812","Xabi AlonsoX. Alonso","£20.07m  ","20072008"
"813","Mohamed SissokoM. Sissoko","£7.92m  ","20072008"
"814","Lucas LeivaL. Leiva","£5.40m  ","20072008"
